row_i,col_j,ri,th,rf,v,a,b0,scan,stress,j_crit,je_max,je_sc,margin,converged
1,42,0.7147457627118644,0.014203199877648731,0.7289489625895131,1.6049187520980597,0.06441862359852428,4.073464251471634,1332.5979537586056,332.2410950545335,1002.0077380477754,400.8030952191102,400.809571080496,2.4999596076176003,True
1,43,0.7315254237288136,0.013883544762566258,0.7454089684913798,1.6811587348959653,0.06441862359852428,3.944976418321903,1368.3799981920156,326.2706610245446,1008.2504365293638,403.30017461174555,403.30560941942986,2.4999663108598207,True
1,44,0.7483050847457626,0.013577835788702197,0.7618829205344648,1.7591677926492184,0.06441862359852428,3.8220502252056536,1402.4146609028082,320.3325450032267,1014.3032316073757,405.7212926429503,405.7258577322458,2.499971870850671,True
1,45,0.7650847457627118,0.013285187459632142,0.7783699332223439,1.83894592535782,0.06441862359852428,3.704385942363856,1434.701126888312,314.4375845397826,1020.1720009600351,408.0688003840141,408.0726383785846,2.4999764870625376,True
1,46,0.781864406779661,0.013004787072179003,0.79486919385184,1.92049313302177,0.06441862359852428,3.5917032115305556,1465.247426922167,308.5952403536552,1025.8624846805792,410.3449938722317,410.3482235561993,2.4999803235168194,True
1,47,0.7986440677966101,0.012735887447835825,0.811379955244446,2.0038094156410677,0.06441862359852428,3.4837395468925085,1494.0693538287055,302.81372476203484,1031.380284577229,412.55211383089164,412.5548341886051,2.499983515174905,True
1,48,0.8154237288135593,0.012477800511016768,0.8279015293245761,2.0888947732157135,0.06441862359852428,3.380248977783823,1521.1894493094483,297.1001203777906,1036.7308636086357,414.6923454434543,414.6946390091601,2.4999861731652038,True
1,49,0.8322033898305085,0.012229891602164589,0.844433281432673,2.1757492057457077,0.06441862359852428,3.281000816490376,1546.6360639675966,291.46048951214533,1041.9195455218314,416.7678182087326,416.7697538442527,2.499988389059533,True
1,50,0.8489830508474576,0.011991574430209595,0.8609746252776672,2.26437271323105,0.06441862359852428,3.1857785369145875,1570.4424913223513,285.89997475812277,1046.9515147370817,418.78060589483266,418.782241093247,2.49999023837299,True
1,51,0.8657627118644068,0.011762306582688287,0.8775250184470951,2.3547652956717404,0.06441862359852428,3.0943787518301242,1592.646175135663,280.4228912550915,1051.8318165062387,420.7327266024955,420.7341093990964,2.499991783429427,True
1,52,0.882542372881356,0.011541585523455744,0.8940839584048117,2.4469269530677784,0.06441862359852428,3.0066102781172535,1613.2879882457275,275.0328111462111,1056.565357357152,422.6261429428608,422.6273135007415,2.49999307570853,True
1,53,0.899322033898305,0.011328945017737624,0.9106509789160426,2.5408576854191645,0.06441862359852428,2.922293280765067,1632.4115802530666,269.7326407411443,1061.156905825921,424.46276233036843,424.4637542564534,2.4999941577692146,True
1,54,0.9161016949152542,0.011123951932569098,0.9272256468478233,2.636557492725899,0.06441862359852428,2.841220392198643,1649.9742968394341,264.51759747716966,1065.613197064966,426.2452788259864,426.2395637571753,2.5000335202858737,True
1,55,0.9328813559322033,0.010926203367714993,0.9438075592999183,2.7340263749879816,0.06441862359852428,2.7633144030144554,1666.2117863380424,259.4047208971886,1069.9342024965765,427.97368099863064,427.96871496771246,2.500029009310403,True
1,56,0.9496610169491525,0.010735324078165909,0.9603963410273184,2.8332643322054123,0.06441862359852428,2.688379941936571,1681.071686722797,254.3869829610698,1074.1267541347793,429.6507016539117,429.64638252710193,2.5000251318699833,True
1,57,0.9664406779661017,0.010550964154413589,0.9769916421205153,2.934271364378191,0.06441862359852428,2.61627548918627,1694.603664432106,249.4652966614133,1078.1950733541614,431.2780293416646,431.27426937995256,2.5000217956529,True
1,58,0.9832203389830508,0.01037279693109594,0.9935931359141468,3.037047471506318,0.06441862359852428,2.5468674959154383,1706.857786764367,244.6401982485213,1082.143252421046,432.8573009684185,432.8540247434525,2.500018922227695,True
1,59,1.0,0.010200517098344575,1.0102005170983446,3.141592653589793,0.06441862359852428,2.480029867728052,1717.8842069105424,239.91189136190079,1085.9752564437213,434.3901025774885,434.3872451955212,2.5000164449002527,True
