row_i,col_j,solenoid_length_m,ri,rf,th,v,b0,v_bore,scan,je_coil,je_tape,je_max,j_crit,je_mech,b0_mech,je_closed,stress,sigma_struct,util,f_struct,f_tape_min,f_tape_built,fill,n_tp,n_tot,pitch,i0,i_max,i_margin,length_tape,em_tot,em_dump,l_self,l_dump,r_ee,u_ee,tau_ee,miits,j_cu_max,j_cu,gamma_op,f_cu_req,f_cu_have,f_cu_add,t_cu_add,m_cu,n_eval,binding_code,feasible,converged,binding,length_tape_km,pancake_length_m
0,0,3.0,0.001,0.003,0.002,9.424777960769379e-06,,9.424777960769379e-06,,,,,,13152.74381822241,33.05641885102372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,1,3.0,0.016141414141414012,0.018141414141414014,0.002,0.0024555811345507747,,0.0024555811345507747,,,,,,5718.407002026501,14.370984953535128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,2,3.0,0.031282828282828135,0.033282828282828136,0.002,0.009223232339141334,,0.009223232339141334,,,,,,4229.380453872746,10.627130750897726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,3,3.0,0.04642424242424226,0.04842424242424226,0.002,0.020312378391732444,,0.020312378391732444,,,,,,3508.5808577760213,8.813620960500543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,4,3.0,0.0615656565656566,0.0635656565656566,0.002,0.03572301929232437,,0.03572301929232437,,,,,,3063.6085060491146,7.692998334804584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,5,3.0,0.0767070707070705,0.0787070707070705,0.002,0.05545515504091632,,0.05545515504091632,,,,,,2754.2138227371606,6.912823966641383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,6,3.0,0.09184848484848462,0.09384848484848463,0.002,0.07950878563750909,,0.07950878563750909,,,,,,2523.20005120322,6.329379065044402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,7,3.0,0.10698989898989897,0.10898989898989897,0.002,0.10788391108210285,,0.10788391108210285,,,,,,2342.3011662196036,5.871647683775831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,8,3.0,0.12213131313131287,0.12413131313131287,0.002,0.14058053137469625,,0.14058053137469625,,,,,,2195.7333494286545,5.4999800859711225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,9,3.0,0.1372727272727272,0.13927272727272721,0.002,0.17759864651529125,,0.17759864651529125,,,,,,2073.8987080209613,5.190270104160166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,10,3.0,0.15241414141414134,0.15441414141414134,0.002,0.21893825650388626,,0.21893825650388626,,,,,,1970.5807523378148,4.926907586949612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,11,3.0,0.16755555555555546,0.16955555555555546,0.002,0.26459936134048184,,0.26459936134048184,,,,,,1881.5521220007417,4.699279859504794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,12,3.0,0.18269696969696958,0.18469696969696958,0.002,0.31458196102507807,,0.31458196102507807,,,,,,1803.8244079331191,4.49988674180712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
