row_i,col_j,solenoid_length_m,ri,rf,th,a,v,v_bore,b0,scan,je_sc,je_max,je_coil,stress,length_sc,j_crit,margin,converged,f_sc,length_sc_km,pancake_length_m
0,0,10.0,0.05,0.09221713506718747,0.04221713506718747,0.018862122292152797,0.07853981633974483,0.07853981633974483,20.845160957908597,21654790.155526463,569.2283925948534,569.2283925948534,392.9631578273997,204.76319271365443,217022.41243514675,948.7139876580891,1.6666666666666667,True,0.6903435649723292,217.02241243514675,86.8089649740587
0,1,10.0,0.1,0.12650691680694737,0.02650691680694736,0.018862122292152797,0.3141592653589793,0.3141592653589793,18.28309116700955,360171.92261592473,607.6102205117453,607.6102205117453,549.0253948605102,501.76478117003654,284057.7667986589,1012.6837008529088,1.6666666666666667,True,0.9035815664820559,284.05776679865886,113.62310671946355
0,2,10.0,0.15,0.16883127672324194,0.018831276723241946,0.018862122292152797,0.7068583470577035,0.7068583470577035,15.38313370044652,48149.01064707685,658.6054264167453,658.6054264167453,650.3933114174047,749.9999999999998,310448.8587017962,1097.6757106945756,1.6666666666666667,True,0.9875310547560775,310.4488587017962,124.17954348071848
0,3,10.0,0.2,0.21448543074064472,0.014485430740644706,0.018862122292152797,1.2566370614359172,1.2566370614359172,11.68426156830972,21253.802127258532,739.2811269809009,739.2811269809009,642.4404512058579,750.0000000000003,273188.5952857501,1232.1352116348348,1.6666666666666665,True,0.8690069687420211,273.1885952857501,109.27543811430004
0,4,10.0,0.25,0.26173268806169375,0.011732688061693752,0.018862122292152797,1.9634954084936207,1.9634954084936207,9.405444375017412,11435.566537660285,800.9008578712047,800.9008578712047,638.7632628804846,750.0000000000003,250726.6382552223,1334.8347631186746,1.6666666666666667,True,0.7975559728807358,250.7266382552223,100.29065530208892
0,5,10.0,0.3,0.30984512260159897,0.009845122601598977,0.018862122292152797,2.827433388230814,2.827433388230814,7.865032083707502,6935.822886011632,849.4133795169006,849.4133795169006,636.9064858169683,750.0000000000001,235719.70008638,1415.688965861501,1.6666666666666665,True,0.7498192295713607,235.71970008638002,94.287880034552
0,6,10.0,0.35,0.3584745458188069,0.008474545818806911,0.018862122292152797,3.848451000647496,3.848451000647496,6.755768441461042,4559.204117376042,888.5644566273631,888.5644566273631,635.9686746657108,749.9999999999999,225001.85225830335,1480.9407610456053,1.6666666666666667,True,0.7157259891753881,225.00185225830336,90.00074090332134
0,7,10.0,0.39999999999999997,0.40743588452663304,0.007435884526633074,0.018862122292152797,5.026548245743668,5.026548245743668,5.919525344376755,3175.612777222074,920.8108040522203,920.8108040522203,635.5584904166352,750.0000000000002,216982.3579628406,1534.6846734203673,1.6666666666666667,True,0.6902161525687224,216.98235796284058,86.79294318513624
0,8,10.0,0.44999999999999996,0.4566223822810265,0.006622382281026518,0.018862122292152797,6.36172512351933,6.36172512351933,5.266855801245639,2310.747803913953,947.8242144180865,947.8242144180864,635.484445144206,750.0000000000002,210773.7056571895,1579.707024030144,1.6666666666666665,True,0.6704665648728542,210.7737056571895,84.3094822628758
0,9,10.0,0.49999999999999994,0.505968378458575,0.005968378458575063,0.018862122292152797,7.853981633974481,7.853981633974481,4.743443549064708,1739.936419621738,970.7794805788895,970.7794805788895,635.6440244661136,750.0000000000001,205841.38079443877,1617.965800964816,1.6666666666666667,True,0.6547769469612914,205.84138079443878,82.3365523177755
0,10,10.0,0.5499999999999999,0.5554313638965663,0.005431363896566399,0.018862122292152797,9.503317777109123,9.503317777109123,4.314432386527699,1346.6738308998968,990.5253496216394,990.5253496216394,635.9783526871377,750.0000000000001,201844.09327381785,1650.8755827027323,1.6666666666666667,True,0.6420616624602979,201.84409327381786,80.73763730952714
0,11,10.0,0.6,0.6049826443791589,0.0049826443791589625,0.018862122292152797,11.309733552923255,11.309733552923255,3.9564427175199026,1066.1389790563685,1007.6898745143702,1007.6898745143701,636.4516457782482,750.0,198553.62711827463,1679.483124190617,1.6666666666666665,True,0.6315947613197657,198.55362711827462,79.42145084730986
0,12,10.0,0.65,0.6546021692600781,0.0046021692600780595,0.018862122292152797,13.273228961416876,13.273228961416876,3.6532145345040994,860.1719347660776,1022.7475694679531,1022.7475694679531,637.0411086329296,750.0,195811.5514012542,1704.5792824465886,1.6666666666666667,True,0.6228722782145812,195.8115514012542,78.32462056050169
0,13,10.0,0.7,0.7042755142698061,0.004275514269806102,0.018862122292152797,15.393804002589984,15.393804002589984,3.393092675296326,705.2425928029971,1036.0635274210558,1036.0635274210558,637.7316283106404,749.9999999999998,193504.41429512305,1726.7725457017598,1.6666666666666667,True,0.6155333253531919,193.50441429512304,77.40176571804922
0,14,10.0,0.75,0.7539920423983266,0.003992042398326623,0.018862122292152797,17.671458676442587,17.671458676442587,3.1675064099574475,586.2685372009314,1047.9231887997205,1047.9231887997205,638.5128297457355,749.9999999999999,191548.82101564668,1746.5386479995343,1.6666666666666667,True,0.6093126257441455,191.5488210156467,76.61952840625867
0,15,10.0,0.7999999999999999,0.8037437402555617,0.0037437402555617894,0.018862122292152797,20.106192982974672,20.106192982974672,2.970013495401321,493.2586947886285,1058.5529115053407,1058.5529115053407,639.3773652027355,750.0000000000003,189882.08528531346,1764.2548525089012,1.6666666666666667,True,0.6040107757046301,189.88208528531345,75.95283411412538
0,16,10.0,0.85,0.8535244577632206,0.003524457763220634,0.018862122292152797,22.698006922186252,22.698006922186252,2.7956786759090884,419.40457789134877,1068.1344889797738,1068.1344889797738,640.3198806703865,749.9999999999999,188456.16695761462,1780.224148299623,1.6666666666666667,True,0.5994749605754108,188.4561669576146,75.38246678304584
0,17,10.0,0.9,0.9033293972853977,0.003329397285397717,0.018862122292152797,25.446900494077326,25.446900494077326,2.640657752996056,359.9508093708142,1076.8155930726673,1076.8155930726673,641.3363697518522,750.0000000000002,187233.62221112163,1794.6926551211122,1.6666666666666667,True,0.5955860723764358,187.23362221112163,74.89344888444866
