solenoid_length_m,ri,rf,th,b0,scan,stress,margin,rebco_pancake_length,rebco_total_length,converged
8.0,1.5,1.513063051102025,0.0130630511020251,4.051606366644723,3.108171194464053,750.0000000000002,3.8032134499099497,247.30489575459308,494609.79150918615,True
8.0,1.4747457627118643,1.4880305310196993,0.0132847683078347,4.120680811291494,3.2531095601074136,749.9999999999998,3.798126362312595,247.30489575458915,494609.7915091783,True
8.0,1.4494915254237288,1.4630056318706972,0.0135141064469683,4.192145899074803,3.4075236463341207,749.9999999999998,3.792546102114142,247.30489575458628,494609.7915091726,True
8.0,1.4242372881355934,1.4379887515297185,0.0137514633941251,4.266127630100227,3.5722176779792427,749.9999999999997,3.786454607874286,247.3048957545975,494609.79150919506,True
8.0,1.3989830508474577,1.4129803159169023,0.0139972650694448,4.342760995887165,3.748080450183388,750.0000000000001,3.779832935187765,247.3048957545951,494609.7915091901,True
8.0,1.3737288135593222,1.3879807814999718,0.0142519679406496,4.422190793991714,3.936096007799125,750.0000000000002,3.772661194217573,247.30489575460007,494609.7915092001,True
8.0,1.3484745762711865,1.362990638067601,0.0145160617964141,4.504572532607277,4.137355908359522,749.9999999999998,3.764918481631565,247.30489575458537,494609.7915091707,True
8.0,1.3232203389830508,1.338010411808738,0.0147900728256873,4.59007343692504,4.3530733397440935,750.0000000000001,3.756582806356019,247.30489575458628,494609.7915091726,True
8.0,1.297966101694915,1.313040668737745,0.0150745670428296,4.678873570828895,4.584599416586285,749.9999999999998,3.747631008485172,247.30489575459495,494609.7915091899,True
8.0,1.2727118644067796,1.2880820185112245,0.0153701541044448,4.771167089604314,4.833442044018455,749.9999999999997,3.73803867060514,247.3048957545924,494609.7915091848,True
8.0,1.2474576271186442,1.2631351186894646,0.0156774915708204,4.867163641817344,5.101287816419251,749.9999999999998,3.727780020696535,247.304895754596,494609.791509192,True
8.0,1.2222033898305085,1.238200679503672,0.0159972896731634,4.967089941446067,5.39002751605476,750.0,3.716827825673348,247.30489575458515,494609.7915091703,True
8.0,1.196949152542373,1.2132794691999342,0.0163303166575612,5.071191534811692,5.701785896567553,750.0000000000001,3.7051532744957214,247.3048957545884,494609.7915091768,True
8.0,1.1716949152542373,1.1883723200423355,0.0166774047880984,5.179734790973725,6.038956585169967,749.9999999999995,3.692725849650605,247.3048957545928,494609.7915091856,True
8.0,1.1464406779661018,1.163480135071306,0.0170394571052041,5.29300914916337,6.404243122896663,750.0000000000002,3.679513185633311,247.3048957545858,494609.7915091716,True
8.0,1.121186440677966,1.1386038957294569,0.0174174550514907,5.4113296627001395,6.8007073944719565,750.0000000000003,3.665480912880776,247.3048957545944,494609.7915091888,True
8.0,1.0959322033898309,1.1137446704864893,0.0178124670966586,5.535039885886938,7.231826991416262,750.0000000000001,3.650592485380604,247.30489575459825,494609.79150919645,True
8.0,1.070677966101695,1.0889036246178223,0.0182256585161275,5.6645151588731935,7.701563421301887,750.0000000000001,3.634808989941829,247.3048957545886,494609.7915091773,True
8.0,1.0454237288135593,1.0640820313193036,0.0186583025057442,5.800166355749971,8.214443545499906,750.0,3.618088934812188,247.3048957545857,494609.7915091713,True
8.0,1.0201694915254238,1.0392812843736825,0.0191117928482587,5.942444173620167,8.775657227859588,749.9999999999997,3.6003880149903167,247.30489575459168,494609.79150918336,True
8.0,0.9949152542372882,1.0145029126248073,0.019587658387519,6.091844055603649,9.391174948466071,750.0000000000005,3.5816588511835348,247.3048957545948,494609.7915091896,True
8.0,0.9696610169491526,0.9897485965643166,0.0200875796151639,6.248911859379028,10.06789013514249,749.9999999999999,3.561850698892957,247.3048957545893,494609.7915091786,True
8.0,0.9444067796610168,0.9650201873949902,0.0206134077339732,6.414250405797997,10.813792265857485,750.0,3.540909123559568,247.30489575459288,494609.79150918574,True
3.0,1.5,1.534949963298644,0.0349499632986438,6.627172789123653,11.41817011213928,750.0000000000001,4.162107937872082,666.4661980951686,499849.64857137646,True
8.0,0.9191525423728814,0.9403197290074802,0.0211671866345988,6.588527070465217,11.638178500596467,750.0000000000002,3.5187756370590577,247.30489575459052,494609.791509181,True
3.0,1.4747457627118643,1.5102802569281992,0.0355344942163347,6.739335112743264,11.956447376485311,750.0000000000001,4.176391739242219,666.4661980951732,499849.64857137995,True
3.0,1.4494915254237288,1.4856301935898168,0.036138668166088,6.855336745256758,12.53040293974157,750.0,4.190106966458338,666.4661980951706,499849.648571378,True
8.0,0.8938983050847458,0.9156494833961032,0.0217511783113574,6.772482616409452,12.551913853858643,750.0000000000001,3.4953872900592375,247.30489575459575,494609.7915091915,True
3.0,1.4242372881355934,1.4610007675379015,0.0367634794023081,6.975377069975375,13.143115022874085,750.0000000000001,4.203209672495821,666.4661980951653,499849.6485713739,True
8.0,0.8686440677966102,0.8910119601489148,0.0223678923523046,6.966941509976789,13.567752917084649,750.0000000000003,3.4706762138514033,247.30489575459424,494609.7915091885,True
3.0,1.3989830508474577,1.4363930403580245,0.0374099895105666,7.099669437158911,13.797991707194855,750.0000000000002,4.2156534684908165,666.4661980951646,499849.64857137343,True
3.0,1.3737288135593222,1.411808146680565,0.0380793331212427,7.228442401633648,14.498813473305455,750.0000000000003,4.227389403394967,666.4661980951784,499849.6485713838,True
8.0,0.8433898305084746,0.8664099507827013,0.0230201202742267,7.172824017340237,14.70074016300151,750.0000000000001,3.444569104170436,247.30489575459217,494609.7915091843,True
3.0,1.3484745762711865,1.3872473004768344,0.0387727242056479,7.361941093630779,15.249782193656143,750.0,4.238365838426272,666.4661980951614,499849.64857137104,True
8.0,0.818135593220339,0.8418465688616694,0.0237109756413304,7.391160448823011,15.968711307359062,749.9999999999998,3.416986638230595,247.3048957545936,494609.7915091872,True
3.0,1.3232203389830508,1.362711802006913,0.0394914630238623,7.50042873978926,16.055577710952353,750.0000000000001,4.24852831608527,666.4661980951618,499849.64857137133,True
3.0,1.297966101694915,1.3382030454978062,0.0402369438028908,7.644188353762838,16.921423361297283,750.0000000000001,4.257819423484874,666.4661980951653,499849.6485713739,True
8.0,0.7928813559322034,0.8173252970482798,0.0244439411160763,7.623108006931943,17.392925636459985,750.0000000000005,3.387842814629592,247.3048957545952,494609.79150919034,True
3.0,1.2727118644067796,1.3137225276413165,0.0410106632345368,7.79352461878652,17.85316207883341,750.0,4.266178649704868,666.4661980951737,499849.6485713803,True
