solenoid_length_m,ri,rf,th,b0,scan,stress,margin,rebco_pancake_length,rebco_total_length,converged
9.0,1.5,1.534949963298644,0.0349499632986438,6.627172789123654,0.2932191473964894,750.0000000000002,5.61006381463459,666.4661980951686,1499548.9457141294,True
9.0,1.4747457627118643,1.5102802569281992,0.0355344942163347,6.739335112743265,0.3070421329505984,750.0000000000003,5.591994586001012,666.4661980951732,1499548.9457141398,True
9.0,1.4494915254237288,1.4856301935898168,0.036138668166088,6.855336745256759,0.3217813389046719,750.0000000000001,5.573056897113509,666.4661980951706,1499548.9457141338,True
9.0,1.4242372881355934,1.4610007675379015,0.0367634794023081,6.975377069975374,0.3375158141184055,749.9999999999999,5.553222592813313,666.4661980951653,1499548.945714122,True
9.0,1.3989830508474577,1.4363930403580245,0.0374099895105666,7.0996694371589095,0.3543330782807454,749.9999999999999,5.532462251034717,666.4661980951646,1499548.9457141203,True
9.0,1.3737288135593222,1.411808146680565,0.0380793331212427,7.228442401633646,0.3723302143119714,750.0,5.5107451020225025,666.4661980951784,1499548.9457141513,True
9.0,1.3484745762711865,1.3872473004768344,0.0387727242056479,7.361941093630778,0.3916151264949277,749.9999999999999,5.488038941115008,666.4661980951614,1499548.9457141133,True
9.0,1.3232203389830508,1.362711802006913,0.0394914630238623,7.50042873978926,0.4123079934111692,750.0000000000001,5.464310034489471,666.4661980951618,1499548.945714114,True
9.0,1.297966101694915,1.3382030454978062,0.0402369438028908,7.644188353762837,0.4345429505783589,750.0,5.439523017200591,666.4661980951653,1499548.945714122,True
9.0,1.2727118644067796,1.3137225276413165,0.0410106632345368,7.79352461878652,0.4584700448210503,750.0,5.413640782773907,666.4661980951737,1499548.9457141408,True
9.0,1.2474576271186442,1.2892718570134798,0.0418142298948356,7.948765987971517,0.4842575111908844,750.0000000000002,5.3866243635268205,666.466198095172,1499548.945714137,True
9.0,1.2222033898305085,1.264852764531783,0.0426493747012746,8.110267032107492,0.512094434109903,750.0000000000005,5.358432800698808,666.4661980951759,1499548.9457141457,True
6.0,1.5,1.551162494629677,0.0511624946296769,8.018272064925718,0.5286317139926286,750.0000000000002,6.034368792105038,980.8371748506004,1471255.7622759005,True
9.0,1.196949152542373,1.240467115083029,0.0435179625406563,8.278411069472234,0.5421938678909022,750.0000000000001,5.329023003372833,666.4661980951769,1499548.945714148,True
6.0,1.4747457627118643,1.5267547770949863,0.0520090143831217,8.153260056836432,0.5537476130445725,749.9999999999999,6.020863977877988,980.8371748505898,1471255.7622758846,True
9.0,1.1716949152542373,1.2161169204739908,0.0444220052197534,8.453613117726277,0.5747965086008805,750.0000000000001,5.298349595039781,666.4661980951747,1499548.945714143,True
6.0,1.4494915254237288,1.502375042065386,0.0528835166416572,8.292832333684466,0.5805442798645739,750.0000000000001,6.006225097967849,980.8371748506012,1471255.7622759016,True
6.0,1.4242372881355934,1.4780246742397745,0.0537873861041811,8.43722450451142,0.6091683429153484,750.0000000000001,5.990413333466927,980.8371748506022,1471255.7622759033,True
9.0,1.1464406779661018,1.1918043538793957,0.0453636759132938,8.636323214577084,0.6101750303011492,750.0,5.2663647465334495,666.4661980951657,1499548.9457141228,True
6.0,1.3989830508474577,1.453705149369783,0.0547220985223253,8.586688473806243,0.6397823373564716,750.0000000000001,5.973388435831214,980.8371748506,1471255.7622759,True
9.0,1.121186440677966,1.1675317659878188,0.0463453253098526,8.827030161750052,0.6486392252285873,750.0000000000001,5.233017993905944,666.4661980951702,1499548.9457141329,True
5.0,1.5,1.5618773579753091,0.0618773579753091,8.818014589209454,0.6636370145824565,749.9999999999999,6.156380999640645,1190.4178260208937,1488022.2825261168,True
6.0,1.3737288135593222,1.4294180417039886,0.0556892281446663,8.74149386411027,0.6725667834971013,750.0,5.9551086516152845,980.837174850598,1471255.7622758972,True
9.0,1.0959322033898309,1.1433017030764003,0.0473694996865696,9.026265756167422,0.6905421210664195,750.0000000000001,5.198256039636436,666.4661980951768,1499548.9457141478,True
5.0,1.4747457627118643,1.537639732184536,0.0628939694726713,8.965953575142832,0.6953261938189969,750.0000000000002,6.146964985781006,1190.417826020887,1488022.2825261091,True
6.0,1.3484745762711865,1.40516503215655,0.0566904558853635,8.901929589217064,0.7077225849101937,750.0000000000002,5.9355306414216225,980.83717485059,1471255.7622758849,True
5.0,1.4494915254237288,1.5134353516523724,0.0639438262286435,9.118891138638777,0.7291489451311454,749.9999999999997,6.136314257509949,1190.4178260208744,1488022.282526093,True
9.0,1.070677966101695,1.119116927280689,0.0484389611789939,9.23460958343942,0.7362872911953595,750.0000000000001,5.1620225353787,666.4661980951738,1499548.945714141,True
6.0,1.3232203389830508,1.380947917281525,0.0577275782984745,9.06830559677683,0.7454738030746308,749.9999999999999,5.914609392522387,980.837174850597,1471255.762275895,True
5.0,1.4242372881355934,1.489265837341259,0.0650285492056657,9.277082485526602,0.7652926843439634,750.0000000000002,6.124382488117884,1190.4178260208903,1488022.282526113,True
6.0,1.297966101694915,1.3567686191443469,0.0588025174494315,9.240954801834844,0.7860708769540454,750.0000000000001,5.89229812455582,980.837174850598,1471255.7622758972,True
9.0,1.0454237288135593,1.0949804393672768,0.0495567105537175,9.45269446222461,0.786337628522297,750.0000000000001,5.124257844211797,666.466198095161,1499548.945714112,True
5.0,1.3989830508474577,1.4651329147604295,0.0661498639129718,9.440800331917927,0.8039653105685318,749.9999999999997,6.111121732474266,1190.4178260208862,1488022.2825261075,True
6.0,1.2727118644067796,1.3326291961935786,0.0599173317867989,9.420235236000105,0.8297943701079122,750.0000000000003,5.8685481876353,980.8371748506006,1471255.762275901,True
9.0,1.0201694915254238,1.070895504365272,0.0507260128398481,9.681212644230394,0.8412259239181545,750.0,5.084898780117532,666.4661980951752,1499548.945714144,True
5.0,1.3737288135593222,1.4410384223049135,0.0673096087455915,9.610336418956058,0.8453979035041423,750.0,6.096482357323421,1190.4178260208805,1488022.2825261008,True
6.0,1.2474576271186442,1.3085318552493252,0.061074228130681,9.60653244063948,0.8769593454385953,749.9999999999999,5.843308952143694,980.837174850591,1471255.7622758865,True
