source_file,pareto_rank,row_i,col_j,solenoid_length_m,ri,rf,th,v,b0,v_bore,scan,je_coil,je_tape,je_max,j_crit,je_mech,b0_mech,je_closed,stress,sigma_struct,util,f_struct,f_tape_min,f_tape_built,fill,n_tp,n_tot,pitch,i0,i_max,i_margin,length_tape,em_tot,em_dump,l_self,l_dump,r_ee,u_ee,tau_ee,miits,j_cu_max,j_cu,gamma_op,f_cu_req,f_cu_have,f_cu_add,t_cu_add,m_cu,n_eval,binding_code,feasible,converged,binding,length_tape_km,pancake_length_m
thickness_grids_L7000mm.csv,1,52,96,7.0,1.4545757575757576,1.5939690847872667,0.139393327211509,46.52866619775073,3.850844527084596,46.52866619775073,10.647524445887054,23.978897912505825,2025.756583569271,2025.7565835700432,3376.260972616739,75.80282116683692,12.173406805141276,24.31690212303196,75.04970034726168,647.6127415572809,0.8634836554097078,0.1158866951363457,0.01183700850684,0.0118370085068445,0.8900318091170765,11.0,19250.0,12.672120655591735,1215.4539501415625,1215.453950142026,1.0000000000003813,184362.75705745455,200.8327031588591,200.8327031588591,271.8863538872645,271.8863538872645,4.0,4861.81580056625,67.97158847181612,50.20817578971478,27.121973824614923,27.121973824614923,2.4999999999999996e+16,0.8841133048636542,0.0059185042534222,0.8781948006102319,11.128590472446186,74028.40985139033,43.0,1,1,1,packing,184.3627570574546,105.35014688997404
thickness_grids_L7000mm.csv,2,52,97,7.0,1.4697171717171718,1.6091104989286809,0.139393327211509,47.50238874186823,3.8456979154985422,47.50238874186823,9.99054308169325,23.98491982039092,2026.265319191249,2026.2653191916968,3377.1088653194943,75.48855643872862,12.10369625224293,24.07231397941955,75.71389081121946,717.9440281549679,0.9572587042066238,0.1054593225126411,0.0118370085068419,0.0118370085068445,0.9004591817407811,11.0,19250.0,12.672120655591735,1215.7591915147495,1215.7591915150178,1.0000000000002207,186194.13104157223,205.59794497076967,205.59794497076967,278.1977683011533,278.1977683011533,4.0,4863.036766058998,69.54944207528833,51.39948624269242,26.81255355291527,26.81255355291527,2.5e+16,0.8945406774873589,0.0059185042534222,0.8886221732339366,11.260727396454584,75645.54949708306,43.0,0,1,1,mechanical,186.19413104157223,106.39664630946984
thickness_grids_L7000mm.csv,3,52,98,7.0,1.484858585858586,1.624251913070095,0.139393327211509,48.48619477396441,3.815148143252588,48.48619477396441,9.633156836671674,23.832466094121553,2013.3859057667164,2029.2908934568504,3382.151489094751,75.17891700613156,12.034789202886104,23.83246609413196,75.37148998333498,746.2499999964475,0.9949999999952636,0.1010003215861893,0.0117442335009563,0.0118370085068445,0.9049181826672328,11.0,19250.0,12.672120655591735,1208.0315434600298,1217.5745360741105,1.0078996220469107,188025.50502568987,207.65273427746212,207.65273427746212,284.58440719351637,284.58440719351637,4.0,4832.126173840119,71.14610179837909,51.91318356936553,26.509982891397023,26.509982891397023,2.5e+16,0.8989996784138107,0.0059185042534222,0.8930811741603883,11.317232394197978,76770.36413452124,43.0,0,1,1,mechanical,188.02550502568988,107.44314572896565
thickness_grids_L7000mm.csv,4,53,98,7.0,1.484858585858586,1.6295870829507193,0.1447284970921334,48.48619477396441,3.839601455634767,48.48619477396441,9.390088080482055,23.10763101803321,2026.8683082421285,2026.8683082423904,3378.113847070651,73.66080317878733,12.239598550270196,23.713314302669257,73.80728186787587,580.9833186693116,0.7746444248924155,0.1270385560069514,0.0114006573214769,0.0114006573214784,0.8786617726537878,11.0,19250.0,13.157136099284855,1216.1209849452769,1216.1209849454342,1.0000000000001297,188348.15293786535,211.07307747437187,211.07307747437187,285.4363457741842,285.4363457741842,4.0,4864.483939781107,71.35908644354605,52.76826936859297,26.470391306557197,26.470391306557197,2.5e+16,0.8729614439930485,0.0057003286607392,0.8672611153323093,11.410672528044774,77532.8585796859,43.0,1,1,1,packing,188.34815293786536,107.62751596449448
thickness_grids_L7000mm.csv,5,53,99,7.0,1.5,1.6447284970921334,0.1447284970921334,49.48008429403925,3.834394156763992,49.48008429403925,8.823742175124057,23.11350640590738,2027.3836634281056,2027.3836634292709,3378.972772382118,73.36309186323088,12.170503506582484,23.48060562775351,74.44536782827544,636.4056473013418,0.8485408630684557,0.1169778554668059,0.0114006573214718,0.0114006573214784,0.8887224731939333,11.0,19250.0,13.157136099284855,1216.4301980568632,1216.4301980575624,1.0000000000005749,190179.526921983,215.9662597262952,215.9662597262952,291.9049882230987,291.9049882230987,4.0,4865.720792227453,72.97624705577468,53.9915649315738,26.175454997367297,26.175454997367297,2.5e+16,0.883022144533194,0.0057003286607392,0.8773218158724548,11.543042534305616,79188.97577234452,43.0,1,1,1,packing,190.17952692198295,108.67401538399028
thickness_grids_L7000mm.csv,6,56,95,7.0,1.4394343434343435,1.6007780838689931,0.1613437404346495,45.5650271416119,4.143609974193778,45.5650271416119,8.516353348481527,22.28215857254998,1997.2704494740035,1997.2704494743396,3328.7840824572327,70.27115183438448,13.067685731208698,22.432174480601223,75.40873233365713,695.5364586660045,0.927381944888006,0.1084180870666167,0.0111563051355485,0.0111563051355504,0.8971600655011585,12.0,21000.0,13.445311702887468,1198.3622696844022,1198.3622696846037,1.000000000000168,200573.2895663397,229.9239605028151,229.9239605028151,320.21227317930635,320.21227317930635,4.0,4793.449078737609,80.05306829482659,57.480990125703784,24.991712202011488,24.991712202011488,2.499999999999999e+16,0.8915819129333833,0.0055781525677752,0.886003760365608,11.912596728046012,86173.39887704146,43.0,0,1,1,mechanical,200.57328956633967,114.61330832362266
thickness_grids_L7000mm.csv,7,56,96,7.0,1.4545757575757576,1.6159194980104072,0.1613437404346495,46.52866619775073,4.122849147110444,46.52866619775073,8.103689783482057,22.20569401596666,1990.4165174907648,1999.261569476452,3332.1026157940864,69.98182997687994,12.993267754925762,22.205694015972384,75.5125916923995,746.249999997906,0.994999999997208,0.1011894026031643,0.0111069478626459,0.0111563051355504,0.9043887499646108,12.0,21000.0,13.445311702887468,1194.249910494459,1199.556941685871,1.0044438196266765,202571.152094468,233.66738650678755,233.66738650678755,327.67074004381305,327.67074004381305,4.0,4776.999641977836,81.91768501095326,58.41684662669689,24.705643302693037,24.705643302693037,2.499999999999999e+16,0.8988105973968357,0.0055781525677752,0.8932324448290604,12.009788643858949,87737.37937322274,43.0,0,1,1,mechanical,202.571152094468,115.75494405398172
thickness_grids_L7000mm.csv,8,57,96,7.0,1.4545757575757576,1.6216611570247934,0.1670853994490358,46.52866619775073,4.137081782011719,46.52866619775073,7.9927487435053,21.52320288350795,1997.8960840075356,1997.89608400918,3329.826806681967,68.64788893645924,13.195151866091663,22.096771173967305,73.72600301728866,578.7642637135908,0.7716856849514545,0.1273852026457752,0.0107729341159312,0.0107729341159401,0.8780012644121948,12.0,21000.0,13.923783287419647,1198.7376504045214,1198.737650405508,1.0000000000008231,202949.94912382727,236.19986203445387,236.19986203445387,328.7466554865028,328.7466554865028,4.0,4794.950601618086,82.1866638716257,59.049965508613475,24.66518210413859,24.66518210413859,2.5e+16,0.8726147973542248,0.00538646705797,0.8672283302962547,12.075099331755837,88376.49555765798,43.0,1,1,1,packing,202.94994912382728,115.97139949932988
thickness_grids_L7000mm.csv,9,56,97,7.0,1.4697171717171718,1.6310609121518214,0.1613437404346495,47.50238874186823,4.0751052885154735,47.50238874186823,7.92381683592933,21.98360306280293,1970.5093035462469,2003.8571082175297,3339.761847029216,69.69674313905576,12.919700457967494,21.98360306280998,74.61635709312169,746.2499999973678,0.9949999999964904,0.0999884182155911,0.0109706440507416,0.0111563051355504,0.905589734352184,12.0,21000.0,13.445311702887468,1182.305582127748,1202.3142649305175,1.0169234444167647,204569.01462259633,234.29225313029508,234.29225313029508,335.2188597032553,335.2188597032553,4.0,4729.222328510992,83.80471492581383,58.57306328257377,24.425911296849225,24.425911296849225,2.500000000000001e+16,0.9000115817844089,0.0055781525677752,0.8944334292166336,12.025936253300172,88721.0815356892,43.0,0,1,1,mechanical,204.5690146225963,116.89657978434076
thickness_grids_L7000mm.csv,10,57,97,7.0,1.4697171717171718,1.6368025711662075,0.1670853994490358,47.50238874186823,4.131569140503323,47.50238874186823,7.499454328243227,21.52889791822103,1998.424726868598,1998.4247268701572,3330.707878116929,68.36951456048541,13.120661242497793,21.877017470767715,74.36693245902295,634.6484847916014,0.8461979797221352,0.1171781454476216,0.0107729341159317,0.0107729341159401,0.8882083216103485,12.0,21000.0,13.923783287419647,1199.0548361211588,1199.0548361220942,1.00000000000078,204947.8116519556,241.75788329038508,241.75788329038508,336.30440055586234,336.30440055586234,4.0,4796.219344484635,84.07610013896559,60.43947082259627,24.38645781955289,24.38645781955289,2.5000000000000004e+16,0.8828218545523784,0.00538646705797,0.8774353874944083,12.217220184185225,90290.4083950046,43.0,1,1,1,packing,204.9478116519556,117.11303522968892
