row_i,col_j,solenoid_length_m,ri,rf,th,a,a_sc,v,v_bore,b0,scan,je_sc,je_max,stress,rebco_pancake_length,rebco_total_length,j_crit,margin,converged
0,0,3.0,0.01,0.07812809993849779,0.06812809993849779,0.018862122292152797,0.0037724244584305586,0.0009424777960769379,0.0009424777960769379,23.091128956162997,24911740928354.47,269.8568990878265,269.8463248778205,31.140400718866324,37.72424458430558,28293.183438229185,539.692649755641,1.9999216309826302,True
0,1,3.0,0.06137931034482759,0.09885049184706446,0.03747118150223687,0.018862122292152797,0.0037724244584305586,0.035507094519502624,0.035507094519502624,15.452876475889488,692894930.5668017,328.6486120333804,328.6341382059257,155.63362165411152,37.724244584305616,28293.18343822921,657.2682764118514,1.999911919132321,True
0,2,3.0,0.11275862068965517,0.13681559318964132,0.024056972499986146,0.018862122292152797,0.0037724244584305586,0.1198314010186812,0.1198314010186812,11.286798413639564,42225030.62552524,374.64687807601103,374.63582106852874,237.58031851590954,37.72424458430555,28293.183438229164,749.2716421370575,1.999940973710823,True
0,3,3.0,0.16413793103448276,0.18150829293528303,0.01737036190080027,0.018862122292152797,0.0037724244584305586,0.25391539729361273,0.25391539729361273,8.86154906985029,9093961.821184611,408.6549770444094,408.6610356141434,295.2429402458602,37.72424458430567,28293.183438229255,817.3220712282867,2.0000296512709954,True
0,4,3.0,0.21551724137931036,0.2290233204976031,0.013506079118292741,0.018862122292152797,0.0037724244584305586,0.43775908334429725,0.43775908334429725,7.2951974083711475,3222229.1497811317,434.5258596855484,434.52097387584075,337.8990471619854,37.724244584305815,28293.18343822936,869.0419477516815,1.999977511995667,True
0,5,3.0,0.26689655172413795,0.27791683886053997,0.011020287136402018,0.018862122292152797,0.0037724244584305586,0.6713624591707346,0.6713624591707346,6.1981224698897535,1486589.4522880695,454.8877363596304,454.89300620756114,370.1949579500918,37.724244584305076,28293.183438228807,909.7860124151223,2.0000231698835096,True
0,6,3.0,0.3182758620689655,0.3275721666682673,0.009296304599301752,0.018862122292152797,0.0037724244584305586,0.9547255247729247,0.9547255247729247,5.383949837963587,807401.1647031665,471.43211226518224,471.42522525823296,394.87124413622405,37.72424458430475,28293.183438228563,942.8504505164659,1.9999707826142086,True
0,7,3.0,0.36965517241379314,0.3776889546866191,0.008033782272825973,0.018862122292152797,0.0037724244584305586,1.2878482801508682,1.2878482801508682,4.7527970181961505,490240.39642866876,485.1699498696518,485.17928177481974,413.5570264709323,37.724244584304714,28293.183438228534,970.3585635496395,2.0000384686033024,True
0,8,3.0,0.4210344827586207,0.4281051689384504,0.007070686179829699,0.018862122292152797,0.0037724244584305586,1.6707307253045642,1.6707307253045642,4.247722308996655,322682.8139812388,496.8439999712633,496.83760941571575,427.492479413853,37.724244584305325,28293.183438228993,993.6752188314315,1.9999742754041594,True
0,9,3.0,0.4724137931034483,0.4787262181188613,0.006312425015413015,0.018862122292152797,0.0037724244584305586,2.103372860234013,2.103372860234013,3.8328178911012794,225923.57069825786,506.88681196416536,506.8849299130414,437.44438619471305,37.724244584305325,28293.183438228993,1013.7698598260828,1.9999925740773699,True
0,10,3.0,0.5237931034482759,0.529493357106561,0.005700253658285082,0.018862122292152797,0.0037724244584305586,2.585774684939215,2.585774684939215,3.4851600602880812,166046.0920376162,515.6565513009716,515.6536314975219,444.09020169671135,37.724244584307826,28293.18343823087,1031.3072629950439,1.999988675394728,True
0,11,3.0,0.5751724137931035,0.5803682499832197,0.00519583619011621,0.018862122292152797,0.0037724244584305586,3.1179361994201695,3.1179361994201695,3.188993923140528,126935.46826163797,523.3933980766417,523.3903656000344,447.92997040923694,37.72424458430735,28293.183438230513,1046.7807312000689,1.9999884122473903,True
0,12,3.0,0.626551724137931,0.6313248474598587,0.004773123321927697,0.018862122292152797,0.0037724244584305586,3.6998574036768774,3.6998574036768774,2.9332625422322653,100246.25042686092,530.2813192931266,530.2785474650643,449.3826357053191,37.72424458430491,28293.183438228683,1060.5570949301286,1.9999895458204489,True
0,13,3.0,0.6779310344827586,0.6823448450123025,0.004413810529543927,0.018862122292152797,0.0037724244584305586,4.331538297709338,4.331538297709338,2.709946371990205,81365.16732509981,536.4606086680934,536.4582196656136,448.80053159065994,37.72424458430703,28293.183438230273,1072.9164393312271,1.9999910934654241,True
