row_i,col_j,solenoid_length_m,ri,rf,th,v,v_bore,b0,scan,je_sc,je_max,je_coil,stress,length_sc,j_crit,margin,converged,f_sc,length_sc_km,pancake_length_m
70,8,10.0,0.1304040404040404,0.4845252525252525,0.3541212121212121,0.5342345460134366,0.5342345460134366,71.54528347222396,261.6840990676222,266.1257399823119,266.1257399823119,161.11209154026412,750.0000000000001,6902668.226410068,443.5428999705199,1.6666666666666667,True,0.605398378792568,6902.668226410067,2761.067290564027
70,9,10.0,0.14545454545454545,0.49957575757575756,0.3541212121212121,0.664667536627262,0.664667536627262,67.7427595299401,157.1839390936303,276.5062729355275,276.5062729355275,152.57799541057787,750.0,6599599.770853726,460.84378822587917,1.6666666666666667,True,0.5518066327781078,6599.599770853726,2639.8399083414906
70,10,10.0,0.1605050505050505,0.5146262626262627,0.3541212121212121,0.8093330542286088,0.8093330542286088,64.48848602707974,99.27844000104214,286.1270139886095,286.1270139886095,145.27703786657264,750.0000000000003,6355898.15204621,476.87835664768255,1.6666666666666667,True,0.5077361827581789,6355.89815204621,2542.359260818484
70,11,10.0,0.17555555555555558,0.5296767676767677,0.3541212121212121,0.9682310988174767,0.9682310988174767,61.662232413354424,65.34326957315014,295.1024174694127,295.1024174694127,138.9388462148401,749.9999999999999,6156497.316703409,491.8373624490212,1.6666666666666667,True,0.4708156829289312,6156.497316703409,2462.5989266813635
70,12,10.0,0.1906060606060606,0.5447272727272727,0.3541212121212121,1.1413616703938654,1.1413616703938654,59.17771334499568,44.51410000815033,303.52174128179314,303.52174128179314,133.36938356959936,750.0000000000002,5991025.3412289135,505.86956880298857,1.6666666666666667,True,0.4394063601716678,5991.025341228914,2396.4101364915655
70,13,10.0,0.20565656565656565,0.5597777777777777,0.3541212121212121,1.3287247689577752,1.3287247689577752,56.97118371213999,31.222680683146795,311.4561021318165,311.4561021318165,128.42530106549071,749.9999999999999,5852106.984413064,519.0935035530275,1.6666666666666665,True,0.41233836867045137,5852.106984413064,2340.8427937652255
70,14,10.0,0.2207070707070707,0.5748282828282828,0.3541212121212121,1.530320394509206,1.530320394509206,54.99439253700314,22.455690048454116,318.9631909963033,318.9631909963033,123.99809251882179,750.0000000000003,5734353.814199527,531.6053183271722,1.6666666666666667,True,0.388753611761612,5734.353814199527,2293.741525679811
70,15,10.0,0.23575757575757578,0.5898787878787879,0.3541212121212121,1.7461485470481584,1.7461485470481584,53.210054534715795,16.505517927841073,326.09052973803927,326.09052973803927,120.0039108984488,750.0000000000001,5633737.277895422,543.4842162300655,1.6666666666666667,True,0.3680079608409739,5633.737277895421,2253.4949111581686
70,16,10.0,0.2508080808080808,0.6049292929292929,0.3541212121212121,1.9762092265746314,1.9762092265746314,51.58884088458633,12.365407699013838,332.87778349695947,332.87778349695947,116.37680122992029,750.0,5547185.245730893,554.7963058282658,1.6666666666666665,True,0.34960819555860595,5547.185245730892,2218.8740982923573
70,17,10.0,0.26585858585858585,0.619979797979798,0.3541212121212121,2.220502433088625,2.220502433088625,50.10732142815109,9.421043336787639,339.35844221534904,339.35844221534904,113.0640730760275,749.9999999999998,5472314.23788838,565.5974036922485,1.6666666666666667,True,0.3331700615371155,5472.31423788838,2188.925695155352
70,18,10.0,0.2809090909090909,0.6350303030303031,0.3541212121212121,2.479028166590141,2.479028166590141,48.74652207316739,7.286100934691456,345.56106896466713,345.56106896466713,110.02305648973365,750.0000000000002,5407246.888847567,575.9351149411119,1.6666666666666667,True,0.31838961726612575,5407.246888847567,2162.8987555390268
70,19,10.0,0.295959595959596,0.650080808080808,0.3541212121212121,2.7517864270791774,2.7517864270791774,47.49089122281833,5.711071135244118,351.51024363070695,351.51024363070695,107.21877777623523,750.0000000000002,5350484.56931231,585.8504060511783,1.6666666666666667,True,0.3050231955370216,5350.48456931231,2140.1938277249237
70,20,10.0,0.311010101010101,0.6651313131313131,0.3541212121212121,3.0387772145557346,3.0387772145557346,46.327544877874935,4.5309358814608744,357.2272878265621,357.2272878265621,104.62226192698267,749.9999999999999,5300816.6420209,595.3788130442701,1.6666666666666667,True,0.29287309646338655,5300.8166420209,2120.32665680836
70,21,10.0,0.32606060606060605,0.6801818181818182,0.3541212121212121,3.3400005290198127,3.3400005290198127,45.245705756423554,3.6342099217481683,362.7308297542084,362.7308297542084,102.20927135289242,750.0000000000003,5257254.615677911,604.5513829236806,1.6666666666666665,True,0.28177718288283043,5257.254615677911,2102.9018462711642
70,22,10.0,0.34111111111111114,0.6952323232323232,0.3541212121212121,3.655456370471413,3.655456370471413,44.23628012629028,2.9441155311688667,368.0372500174953,368.0372500174953,99.95935429914032,750.0,5218983.572086692,613.3954166958255,1.6666666666666665,True,0.27160118790798643,5218.983572086692,2087.5934288346766
