target_scan_yrs,scan_margin_yrs,match_status,solenoid_length_m,length_tape_km,scan,scan_error_yrs,abs_scan_error_yrs,n_candidates_in_window,source_file,pareto_rank,row_i,col_j,schema,n_pc,n_par,ri,rf,th,v,valid,b0,v_bore,je_coil,je_tape,je_max,j_crit,je_mech,b0_mech,je_closed,stress,sigma_struct,sigma_tape,util,f_struct,f_struct_tape,f_filler,f_tape_min,f_tape_built,fill,n_tp_min,n_tp,n_bund,n_tape,n_tot,n_par_min,pitch,pitch_turn,i0,i_tape,i_max,i_margin,length_tape,em_tot,em_dump,l_self,l_dump,r_ee,u_ee,tau_ee,miits,j_cu_max,j_cu,gamma_op,f_cu_req,f_cu_have,f_cu_add,t_cu_add,m_cu,n_eval,binding_code,feasible,converged,binding,pancake_length_m,piece_length_m,search_pool,pick_rule,note
4,0.2,in_window,5.0,191.9014989689396,3.9832402466854577,-0.01675975331454227,0.01675975331454227,3,thickness_grids_L5000mm.csv,67,57,43,2,1250,10,2.3798657718120797,2.5068657718120795,0.127,88.96615118910375,1,2.868944771716474,88.96615118910375,25.135858625543875,3192.2540454440664,3192.254045963861,5320.423409939768,67.52026969117617,7.70659668329491,25.323589533771543,103.93944102669134,706.9063090892477,26400.618020779555,0.9425417454523304,0.1470342528992323,0.0039370078740157,0.1430972450252166,0.0078740157467493,0.0078740157480315,0.8569027549747834,10.0,10.0,1.0,12500.0,1250.0,10.0,12.699999999999978,126.99999999999976,12769.016181776266,1276.9016181776265,1276.9016183855445,1.00000000016283,191901.4989689396,367.598032849579,367.598032849579,4.5090837276306175,4.5090837276306175,0.078314569091641,1000.0,57.576563083099394,4693.865229845398,29.46877844858449,29.46877844858449,2.4999999999999996e+16,0.8529657471007677,0.0039370078740157,0.8490287392267519,107.82664988179732,74504.35862231179,33.0,0,1,1,mechanical,153.52119917515168,15.352119917515168,pareto,closest,
4,0.2,in_window,6.0,199.54563697281444,4.022403686377317,0.022403686377317378,0.022403686377317378,2,thickness_grids_L6000mm.csv,55,52,37,2,1500,10,2.0617449664429524,2.172744966442953,0.111,80.12554729509964,1,3.122756070693439,80.12554729509964,27.401407179756255,3041.5561969529504,3150.9338448654876,5251.556408109146,75.3076552191639,8.582312432445828,27.401407179813766,99.29531199177516,749.9999999865345,22043.559262174127,0.999999999982046,0.1323937493247439,0.0045045045045044,0.1278892448202394,0.0086962813339948,0.0090090090090089,0.8721107551797607,10.0,10.0,1.0,15000.0,1500.0,10.0,11.10000000000002,111.0000000000002,12166.2247878118,1216.6224787811802,1260.373537946195,1.0359610807198345,199545.63697281445,304.9267022721549,304.9267022721549,4.120157138163291,4.120157138163291,0.0821947660380076,1000.0,50.12675790400197,3709.806803649201,31.58276828737667,31.58276828737667,2.5000000000000004e+16,0.8676062506752561,0.0045045045045044,0.8631017461707516,95.80429382495362,68874.09232979054,33.0,0,1,1,mechanical,133.03042464854298,13.303042464854297,pareto,closest,
4,0.2,in_window,7.0,209.04394717774088,3.9459848461150897,-0.054015153884910294,0.054015153884910294,3,thickness_grids_L7000mm.csv,52,49,33,2,1750,10,1.8496644295302016,1.9526644295302016,0.103,75.23740402852917,1,3.306752016488827,75.23740402852917,29.073847548137515,2994.606297458163,3121.703456810081,5202.839094683469,80.83037001573258,9.193347684736835,29.07384755994714,97.03248355695652,749.9999973406366,19988.69161273304,0.999999996454182,0.1293766452013547,0.0048543689320388,0.1245222762693158,0.0093134559225067,0.0097087378640776,0.8754777237306841,10.0,10.0,1.0,17500.0,1750.0,10.0,10.3,103.0,11978.425189832653,1197.842518983265,1248.6813827240326,1.042442026339088,209043.9471777409,268.53156446040686,268.53156446040686,3.743052236304535,3.743052236304535,0.0834834282597352,1000.0,44.835871194209695,3216.585255997708,33.39428857253848,33.39428857253848,2.5e+16,0.8706233547986453,0.0048543689320388,0.8657689858666064,89.17420554426045,67185.12599500899,33.0,0,1,1,mechanical,119.4536841015662,11.94536841015662,pareto,closest,
4,0.2,in_window,8.0,218.5422573826671,3.952711018019103,-0.04728898198089704,0.04728898198089704,1,thickness_grids_L8000mm.csv,48,47,30,2,2000,10,1.6906040268456364,1.7876040268456364,0.097,71.83294266735788,1,3.435383045728148,71.83294266735788,30.732273491334713,2981.030528659466,3101.6184760345145,5169.364126724191,85.86545856655216,9.598402820942583,30.73227350943452,96.07572157741124,749.9999961101192,18638.689986017776,0.9999999948134924,0.1281009627676116,0.0051546391752577,0.1229463235923539,0.0099084635098726,0.0103092783505154,0.8770536764076461,10.0,10.0,1.0,20000.0,2000.0,10.0,9.699999999999998,96.99999999999996,11924.122114637868,1192.412211463787,1240.647390413806,1.0404517653260246,218542.2573826671,239.94374949216845,239.94374949216845,3.375099703374041,3.375099703374041,0.0838636161543847,1000.0,40.245101012110105,2861.118569588694,35.247513965477175,35.247513965477175,2.4999999999999996e+16,0.8718990372323884,0.0051546391752577,0.8667443980571307,84.07420661154165,66243.2082967761,33.0,0,1,1,mechanical,109.27112869133354,10.927112869133357,pareto,closest,
4,0.2,in_window,9.0,230.44483477074016,3.9926551386026783,-0.007344861397321711,0.007344861397321711,3,thickness_grids_L9000mm.csv,47,45,28,2,2250,10,1.584563758389261,1.6755637583892609,0.091,70.99239364044935,1,3.4605358231688945,70.99239364044935,32.18614584417071,2928.9392718195336,3097.7240359821426,5162.873393303571,90.75165423569206,9.757283522386311,32.18614585278146,94.3387489738678,749.9999982041968,17169.652313243932,0.9999999976055958,0.1257849989330038,0.0054945054945054,0.1202904934384983,0.0103902560300101,0.0109890109890109,0.8797095065615016,10.0,10.0,1.0,22500.0,2250.0,10.0,9.099999999999998,90.99999999999996,11715.757087278134,1171.5757087278134,1239.0896143928571,1.0576265837214698,230444.83477074016,216.07719151262535,216.07719151262535,3.1484601808732022,3.1484601808732022,0.0853551326261174,1000.0,36.88659467807822,2531.5078878631957,36.817196919392714,36.817196919392714,2.4999999999999996e+16,0.8742150010669961,0.0054945054945054,0.8687204955724906,79.05356509709662,65704.42606057791,33.0,0,1,1,mechanical,102.4199265647734,10.24199265647734,pareto,closest,
4,0.2,in_window,10.0,239.1574305445523,4.08004990320471,0.08004990320470995,0.08004990320470995,1,thickness_grids_L10000mm.csv,44,44,26,2,2500,10,1.4785234899328854,1.5665234899328857,0.088,68.67621161540407,1,3.538319167488526,68.67621161540407,33.44747647460075,2943.3779297648684,3085.7481938568285,5142.913656428048,94.79897169865583,10.028529921361136,33.44747648522292,93.36427395933016,749.9999978484786,16432.112216842124,0.9999999971313048,0.1244856989695517,0.0056818181818181,0.1188038807877335,0.0108393408578148,0.0113636363636363,0.8811961192122665,10.0,10.0,1.0,25000.0,2500.0,10.0,8.800000000000008,88.00000000000009,11773.511719059474,1177.3511719059477,1234.2992775427315,1.048369685269514,239157.4305445523,201.6720923218249,201.6720923218249,2.9098041496107405,2.9098041496107405,0.0849364254151254,1000.0,34.25861325560994,2374.3887423582496,38.20323258596038,38.20323258596038,2.5e+16,0.8755143010304482,0.0056818181818181,0.8698324828486301,76.54525849067952,66038.59066567803,33.0,0,1,1,mechanical,95.66297221782092,9.566297221782092,pareto,closest,
6,0.2,in_window,3.0,221.32731089684623,5.968133454197684,-0.03186654580231618,0.03186654580231618,3,thickness_grids_L3000mm.csv,89,73,85,2,750,10,4.606711409395972,4.786711409395972,0.18,200.0106587692252,1,1.3201746847162317,200.0106587692252,19.182298807444937,3452.813785340083,3472.6654174893906,5787.7756958156515,44.974266802380654,3.0952436458310544,19.182298818544492,136.43769794905938,749.9999971804493,49117.5712616613,0.9999999962405992,0.1819169312826445,0.0027777777777777,0.1791391535048667,0.0055237969977865,0.0055555555555555,0.8208608464951332,10.0,10.0,1.0,7500.0,750.0,10.0,17.99999999999997,179.99999999999972,13811.255141360332,1381.1255141360332,1389.0661669957562,1.005749407116478,221327.31089684623,628.0101489775865,628.0101489775865,6.584614611552852,6.584614611552852,0.0724047155573367,1000.0,90.9417924076857,8673.608398893159,23.44786188708221,23.44786188708221,2.4999999999999996e+16,0.8180830687173555,0.0027777777777777,0.8153052909395777,146.75495236912374,116808.08876477908,33.0,0,1,1,mechanical,295.10308119579497,29.5103081195795,pareto,closest,
6,0.2,in_window,4.0,183.69187428741867,6.031328896343452,0.03132889634345215,0.03132889634345215,2,thickness_grids_L4000mm.csv,63,59,52,2,1000,10,2.857046979865771,2.990046979865771,0.133,102.57573263617716,1,2.297002880014871,102.57573263617716,24.339719208332575,3237.182654708233,3289.8674680687764,5483.112446781294,63.12450346076179,5.957224280518385,24.339719218426534,111.50553889750422,749.9999975969163,29660.47334673613,0.9999999967958884,0.1486740523397072,0.0037593984962406,0.1449146538434666,0.0073983889760217,0.0075187969924812,0.8550853461565333,10.0,10.0,1.0,10000.0,1000.0,10.0,13.3,133.0,12948.730618832931,1294.873061883293,1315.9469872275106,1.016274896717341,183691.87428741867,396.0297560262734,396.0297560262734,4.72392965486388,4.72392965486388,0.0772276472062502,1000.0,61.168892563148795,5128.082627826341,28.590364566269425,28.590364566269425,2.4999999999999996e+16,0.8513259476602928,0.0037593984962406,0.8475665491640522,112.72635103881896,74542.7581375083,33.0,0,1,1,mechanical,183.69187428741867,18.369187428741867,pareto,closest,
6,0.2,in_window,5.0,178.89841534895987,6.050288683340937,0.050288683340936835,0.050288683340936835,1,thickness_grids_L5000mm.csv,58,53,40,2,1250,10,2.220805369127518,2.3348053691275172,0.114,77.47130550475438,1,2.900061642983074,77.47130550475438,27.38594169690832,3121.997353447545,3187.124509367138,5311.874182278564,73.34350438461112,7.7667836359917475,27.38594170096875,104.566677280233,749.9999990912196,23841.202419893096,0.9999999987882928,0.1394222365425829,0.0043859649122807,0.1350362716303021,0.0085926802095178,0.0087719298245614,0.8649637283696978,10.0,10.0,1.0,12500.0,1250.0,10.0,11.399999999999988,113.99999999999989,12487.98941379018,1248.7989413790178,1274.8498037468553,1.0208607338656694,178898.41534895988,308.288562239477,308.288562239477,3.953687723675309,3.953687723675309,0.0800769416809182,1000.0,49.373610438689454,3849.904301639184,31.82273916407488,31.82273916407488,2.5e+16,0.8605777634574171,0.0043859649122807,0.8561917985451364,97.60586503414544,62902.72590711443,33.0,0,1,1,mechanical,143.11873227916792,14.311873227916792,pareto,closest,
6,0.2,in_window,6.0,184.1775560778579,6.111520396976115,0.11152039697611471,0.11152039697611471,2,thickness_grids_L6000mm.csv,46,49,34,2,1500,10,1.9026845637583891,2.0056845637583893,0.103,68.23932349510804,1,3.2154054137388224,68.23932349510804,29.647856911528976,3053.7292618874903,3136.1406115520567,5226.901019253428,80.83732616482827,8.767067952270253,29.647856917221834,100.8843953125677,749.9999987853685,20782.185434388983,0.9999999983804913,0.1345125273012678,0.0048543689320388,0.129658158369229,0.0094536121251452,0.0097087378640776,0.870341841630771,10.0,10.0,1.0,15000.0,1500.0,10.0,10.30000000000002,103.0000000000002,12214.91704754996,1221.491704754996,1254.4562446208229,1.026987117257942,184177.5560778579,260.2348711620937,260.2348711620937,3.4883049380081155,3.4883049380081155,0.0818671134734048,1000.0,42.60935545432804,3178.747364124826,34.25567422608913,34.25567422608913,2.5000000000000004e+16,0.8654874726987322,0.0048543689320388,0.8606331037666933,88.64520968796958,58844.07193326027,33.0,0,1,1,mechanical,122.7850373852386,12.27850373852386,pareto,closest,
