L_m,Ri_mm,Th_mm
10.000,1498.000,75.000
10.000,1498.000,92.000
10.000,1498.000,111.000
10.000,1498.000,132.000
10.000,1498.000,154.500
10.000,1498.000,179.000
10.000,1498.000,205.000
10.000,1498.000,233.000
10.000,1498.000,263.000
10.000,1498.000,294.500
10.000,1498.000,328.000
10.000,1498.000,363.000
10.000,1498.000,400.000
10.000,1500.000,2.000
10.000,1500.000,3.000
10.000,1500.000,5.500
10.000,1500.000,10.000
10.000,1500.000,16.500
10.000,1500.000,24.500
10.000,1500.000,34.500
10.000,1500.000,46.000
10.000,1500.000,60.000
10.000,1500.000,75.000
10.000,1500.000,92.000
10.000,1500.000,111.000
10.000,1500.000,132.000
10.000,1500.000,154.500
10.000,1500.000,179.000
10.000,1500.000,205.000
10.000,1500.000,233.000
10.000,1500.000,263.000
10.000,1500.000,294.500
10.000,1500.000,328.000
10.000,1500.000,363.000
10.000,1500.000,400.000
