solenoid_length_m,ri,rf,th,b0,scan,stress,margin,rebco_pancake_length,rebco_total_length,converged
10.0,1.5,1.5618773579753091,0.0618773579753091,8.818014589209456,0.0658411309420766,750.0000000000002,6.902680814993984,1190.4178260208937,2976044.5650522336,True
10.0,1.4747457627118643,1.537639732184536,0.0628939694726713,8.965953575142832,0.0689850957205825,750.0000000000002,6.871371640110818,1190.417826020887,2976044.5650522183,True
10.0,1.4494915254237288,1.5134353516523724,0.0639438262286435,9.118891138638777,0.0723407376589176,750.0,6.838928062058388,1190.4178260208744,2976044.565052186,True
10.0,1.4242372881355934,1.489265837341259,0.0650285492056657,9.2770824855266,0.0759266507619484,749.9999999999999,6.805316532651139,1190.4178260208903,2976044.565052226,True
10.0,1.3989830508474577,1.4651329147604295,0.0661498639129718,9.440800331917927,0.0797634612339016,750.0,6.770502092923013,1190.4178260208862,2976044.5650522155,True
10.0,1.3737288135593222,1.4410384223049135,0.0673096087455915,9.610336418956058,0.0838740950846366,750.0,6.734448290140187,1190.4178260208805,2976044.5650522015,True
8.0,1.5,1.5778132260414053,0.0778132260414052,9.888527884044237,0.0875966183805844,750.0000000000002,7.262387005146581,1504.7888027763177,3009577.605552635,True
10.0,1.3484745762711865,1.4169843203810295,0.068509744109843,9.78600318632145,0.0882840872178973,750.0000000000002,6.697117088780893,1190.4178260208937,2976044.5650522336,True
8.0,1.4747457627118643,1.553824198842258,0.0790784361303935,10.05358650349738,0.0918101115204972,750.0000000000001,7.2311342225888895,1504.788802776319,3009577.605552638,True
10.0,1.3232203389830508,1.3929727014031366,0.0697523624200857,9.968135624118466,0.0930219394385455,750.0000000000003,6.658468774964513,1190.417826020892,2976044.56505223,True
8.0,1.4494915254237288,1.5298758964525176,0.0803843710287888,10.224181023153353,0.096309762793903,750.0,7.198554640819996,1504.788802776319,3009577.605552638,True
10.0,1.297966101694915,1.3690058007565298,0.0710396990616144,10.157093325575234,0.0981195363367762,749.9999999999998,6.618461853768363,1190.4178260208878,2976044.5650522197,True
8.0,1.4242372881355934,1.5059702617206674,0.081732973585074,10.400591410999937,0.1011209521764788,750.0,7.164610178971457,1504.7888027763106,3009577.605552621,True
