row_i,col_j,solenoid_length_m,ri,rf,th,v,v_bore,valid,b0,scan,je_coil,je_tape,je_max,j_crit,je_mech,b0_mech,je_closed,stress,sigma_struct,util,f_struct,f_tape_min,f_tape_built,fill,n_tp,n_tot,pitch,i0,i_max,i_margin,length_tape,em_tot,em_dump,l_self,l_dump,r_ee,u_ee,tau_ee,miits,j_cu_max,j_cu,gamma_op,f_cu_req,f_cu_have,f_cu_add,t_cu_add,m_cu,n_eval,binding_code,feasible,converged,binding,length_tape_km,pancake_length_m
0,0,7.0,0.001,0.003,0.002,2.199114857512855e-05,2.199114857512855e-05,1,,,,,,,13152.73864860069,33.05643184371333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,1,7.0,0.016141414141414012,0.018141414141414014,0.002,0.005729689313951808,0.005729689313951808,1,,,,,,,5718.254472728155,14.371368444249276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,2,7.0,0.031282828282828135,0.033282828282828136,0.002,0.021520875457996445,0.021520875457996445,1,,,,,,,4228.980964449709,10.628136189470034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,3,7.0,0.04642424242424226,0.04842424242424226,0.002,0.04739554958070904,0.04739554958070904,1,,,,,,,3507.8667240923896,8.81542134058272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,4,7.0,0.0615656565656566,0.0635656565656566,0.002,0.08335371168209019,0.08335371168209019,1,,,,,,,3062.5252155886874,7.695735790626527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,5,7.0,0.0767070707070705,0.0787070707070705,0.002,0.12939536176213806,0.12939536176213806,1,,,,,,,2752.7150008117605,6.916622790861352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,6,7.0,0.09184848484848462,0.09384848484848463,0.002,0.18552049982085453,0.18552049982085453,1,,,,,,,2521.2451858832965,6.334351714030291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,7,7.0,0.10698989898989897,0.10898989898989897,0.002,0.25172912585824,0.25172912585824,1,,,,,,,2339.8543550927257,5.877898151870647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,8,7.0,0.12213131313131287,0.12413131313131287,0.002,0.32802123987429127,0.32802123987429127,1,,,,,,,2192.762525018728,5.507606022513965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,9,7.0,0.1372727272727272,0.13927272727272721,0.002,0.41439684186901293,0.41439684186901293,1,,,,,,,2070.3751197462593,5.199364236962159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,10,7.0,0.15241414141414134,0.15441414141414134,0.002,0.5108559318424013,0.5108559318424013,1,,,,,,,1966.478598528165,4.937558723748384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,11,7.0,0.16755555555555546,0.16955555555555546,0.002,0.6173985097944577,0.6173985097944577,1,,,,,,,1876.8482751735298,4.7115736133699135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,12,7.0,0.18269696969696958,0.18469696969696958,0.002,0.7340245757251821,0.7340245757251821,1,,,,,,,1798.4982005992363,4.513906065702111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,13,7.0,0.1978383838383837,0.1998383838383837,0.002,0.8607341296345743,0.8607341296345743,1,,,,,,,1729.2501601937543,4.3390830970986904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,14,7.0,0.21297979797979782,0.21497979797979783,0.002,0.9975271715226346,0.9975271715226346,1,,,,,,,1667.4728361887344,4.183006063754999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,15,7.0,0.22812121212121195,0.23012121212121195,0.002,1.1444037013893629,1.1444037013893629,1,,,,,,,1611.9170423655585,4.042536591060928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,16,7.0,0.2432626262626263,0.2452626262626263,0.002,1.3013637192347611,1.3013637192347611,1,,,,,,,1561.6078308266199,3.915225430975993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,17,7.0,0.2584040404040404,0.2604040404040404,0.002,1.4684072250588254,1.4684072250588254,1,,,,,,,1515.771638237017,3.7991293781937445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
