target_scan_yrs,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
2,621.5485958856946,405.45931541753595,355.9286341161864,379.9850246558508,318.00140160052416,334.6557104545005,354.1999688118243,372.2574171384189
4,400.28665943305367,298.56465201692373,317.368741672923,266.6103922675212,283.7714605394886,301.08960844413554,317.0035907278099,230.08574668305576
6,369.6584990952168,277.4612007026562,235.19083474513917,250.33204838362147,266.43657852321957,281.4039784174002,206.01226682656983,215.6513913916312
