source_file,solenoid_length_m,function_type,param_a,param_b,param_c,sum_squared_error,rmse,x_fit_min,x_fit_max,n_points
thickness_grids_L10000mm.csv,10.0,Exponential,294.59394159932543,0.020130712907547723,0.8339748127757973,5.1695363886435,0.28420768123425993,164.5430898297209,979.5607550870895,64
thickness_grids_L2000mm.csv,2.0,Power Law,24616241.218009807,2.5169446993839126,1.0328081919022392,0.34104913154449396,0.08518429726743468,348.5750209011611,539.1602635389121,47
thickness_grids_L3000mm.csv,3.0,Power Law,95296936.8072197,2.930589178812076,0.2943384489503088,0.7460045801093113,0.08861534737631134,239.29536861308827,644.5538510809956,95
thickness_grids_L4000mm.csv,4.0,Exponential,183.28098086022115,0.014566495036774969,0.9079219066152524,1.6294976571665443,0.143619471598949,203.3130372099389,969.05105497997,79
thickness_grids_L5000mm.csv,5.0,Power Law,388830104.1049078,3.3326142388617477,0.2708356747562974,1.9686349647651287,0.16421815446855004,188.11468145224728,510.14047226538133,73
thickness_grids_L6000mm.csv,6.0,Exponential,220.2788273895754,0.017533762309886715,0.8317852011717589,2.2756691990019116,0.18160592784656895,178.89523124940715,689.1014238948595,69
thickness_grids_L7000mm.csv,7.0,Exponential,239.90025814409773,0.018436659310041414,0.8072819684441891,3.29581136657604,0.2234648425529455,171.02677616918393,441.6550709112158,66
thickness_grids_L8000mm.csv,8.0,Exponential,240.3522685013474,0.01871902476493564,0.7631029541575692,3.768921825920347,0.2445897707734108,168.09782828220685,1247.602276771351,63
thickness_grids_L9000mm.csv,9.0,Exponential,275.10693614562507,0.019679680584507173,0.827352276449268,3.392909880518454,0.23393236824259264,171.9182378151277,1140.0444606215246,62
