conductor_length_m,n_pancakes,thickness_m,scan_bin,scan_yr_mid,pancake_length_p60_m,rebco_total_km,row_i,col_j,solenoid_length_m,ri,rf,th,a,a_sc,v,v_bore,b0,scan,je_sc,je_max,stress,rebco_pancake_length,rebco_total_length,j_crit,margin,converged
2.0,500,0.004,15.0,15.0,3810.1759656494837,1905.0879828247419,38,27,2.0,0.6918644067796611,1.0575634699448506,0.3656990631651895,2.0098783084098857,0.401975661681977,3.0076122555124587,3.0076122555124587,31.56472362379194,14.91217711198795,91.17118858317424,226.52395541003855,749.9999999999999,4019.756616819772,2009878.3084098864,453.0479108200771,4.969200444357131,True
3.0,750,0.004,1.0,1.0,4229.337267990057,3172.0029509925425,40,40,3.0,1.0201694915254238,1.3091469450152002,0.2889774534897764,2.11466863399503,0.4229337267990057,9.80879799792005,9.80879799792005,23.107149572550966,1.009369936578145,80.55034580939113,269.74701482380783,750.0000000000001,4229.337267990057,3172002.9509925423,539.4940296476157,6.697600416567269,True
3.0,750,0.004,2.0,2.0,3810.175965649482,2857.6319742371115,36,35,3.0,0.8938983050847458,1.1855220448462491,0.2916237397615033,1.9050879828247416,0.3810175965649482,7.530908223554304,7.530908223554304,24.798073457313436,1.8362235433955227,82.33692290503993,259.6981478030392,750.0000000000001,3810.175965649482,2857631.9742371114,519.3962956060784,6.308182007300708,True
3.0,750,0.004,3.0,3.0,3495.8049888940527,2621.8537416705394,33,31,3.0,0.7928813559322034,1.0885933532098595,0.295711997277656,1.7479024944470258,0.349580498889405,5.924988872842331,5.924988872842331,26.514346707011192,3.1251652240910697,84.23787871140038,250.3042575251424,750.0000000000001,3495.8049888940527,2621853.7416705396,500.6085150502848,5.942795838501268,True
3.0,750,0.004,4.0,4.0,3370.05659819188,2527.5424486439097,32,29,3.0,0.7423728813559323,1.0444205286834518,0.3020476473275195,1.695507331654454,0.3391014663308907,5.194160020413218,5.194160020413218,27.69346135249969,4.072506535850578,84.94484426977743,244.2708418249991,750.0,3391.0146633089093,2543260.997481682,488.5416836499982,5.751281173680563,True
3.0,750,0.004,5.0,5.0,3370.056598191876,2527.542448643907,32,27,3.0,0.6918644067796611,1.0091447384450285,0.3172803316653672,1.695507331654454,0.3391014663308907,4.511418383268688,4.511418383268688,29.400968893387592,5.12780596838807,84.80241842859624,236.07848484793905,750.0000000000002,3391.014663308905,2543260.9974816786,472.1569696958781,5.567730006349229,True
3.0,750,0.004,6.0,6.0,3244.3082074897056,2433.231155617279,31,26,3.0,0.6666101694915254,0.983558826673396,0.3169486571818706,1.6431121688618822,0.3286224337723764,4.18808027042814,4.18808027042814,29.93705341421871,6.112266826559304,85.82211005991732,233.62939062293387,750.0,3286.2243377237623,2464668.253292822,467.25878124586774,5.444503530845928,True
3.0,750,0.004,7.0,7.0,3202.392077255645,2401.794057941734,31,25,3.0,0.6413559322033898,0.9666210628938862,0.3252651306904963,1.6431121688618822,0.3286224337723764,3.87676396140874,3.87676396140874,30.918595504250693,6.949895499196353,85.86782418331941,229.28697609310345,750.0,3286.2243377237605,2464668.2532928204,458.5739521862069,5.340463165890827,True
3.0,750,0.004,8.0,8.0,3160.4759470215918,2370.3569602661937,29,25,3.0,0.6413559322033898,0.9492104522285544,0.3078545200251645,1.5383218432767385,0.3076643686553476,3.87676396140874,3.87676396140874,30.079718714941816,7.758222345444299,88.04702141146785,232.98700939297865,749.9999999999998,3076.6436865534765,2307482.7649151073,465.9740187859573,5.292331430592445,True
3.0,750,0.004,9.0,9.0,3076.643686553475,2307.482764915106,29,24,3.0,0.6161016949152542,0.932332746032717,0.3162310511174627,1.5383218432767385,0.3076643686553476,3.577469456210485,3.577469456210485,31.104742870135567,8.868746869924575,88.13216476267957,228.48337760212857,750.0,3076.643686553475,2307482.7649151064,456.9667552042571,5.185016803283654,True
3.0,750,0.004,10.0,10.0,2741.3146446810174,2055.985983510763,25,25,3.0,0.6413559322033898,0.9133941588381206,0.2720382266347307,1.3287411921064507,0.2657482384212901,3.87676396140874,3.87676396140874,28.27586965794467,9.93558448655638,93.1982263152818,241.40701701223145,750.0000000000001,2657.4823842129026,1993111.788159677,482.8140340244629,5.180506680364745,True
3.0,750,0.004,11.0,11.0,3579.637249362167,2684.727937021625,34,21,3.0,0.5403389830508475,0.9300638467209148,0.3897248636700674,1.800297657239598,0.3600595314479195,2.7517167635425945,2.7517167635425945,36.871980708921114,10.771847590192332,83.92582833544444,206.32033086715535,750.0000000000002,3600.595314479196,2700446.485859397,412.6406617343107,4.916730283376184,True
3.0,750,0.004,12.0,12.0,2762.2727097980446,2071.7045323485336,26,23,3.0,0.5908474576271187,0.8881047652820208,0.2972573076549021,1.3811363548990223,0.2762272709798044,3.290196754833376,3.290196754833376,30.794924661554013,12.202037465747908,91.96351985866612,229.8243119540263,749.9999999999999,2762.2727097980446,2071704.5323485336,459.6486239080527,4.998162582450762,True
3.0,750,0.004,13.0,13.0,3265.2662726067338,2448.9497044550503,30,21,3.0,0.5403389830508475,0.8934803667439853,0.3531413836931378,1.59071700606931,0.318143401213862,2.7517167635425945,2.7517167635425945,35.09875552079802,13.119255764985388,87.73458583521607,212.61693831719035,750.0000000000001,3181.434012138618,2386075.5091039636,425.2338766343807,4.846821496747691,True
3.0,750,0.004,14.0,14.0,2950.895295851302,2213.1714718884764,29,21,3.0,0.5403389830508475,0.8840979965206808,0.3437590134698333,1.5383218432767385,0.3076643686553476,2.7517167635425945,2.7517167635425945,34.62935943539779,13.845168287290411,88.81309609639771,214.35532934330257,750.0,3076.6436865534756,2307482.764915107,428.7106586866051,4.827110837587315,True
3.0,750,0.004,15.0,15.0,2447.901733042615,1835.9262997819612,23,23,3.0,0.5908474576271187,0.8594744785049635,0.2686270208778448,1.2239508665213068,0.2447901733042613,3.290196754833376,3.290196754833376,29.274381204889973,14.94163223140556,96.3694375734998,236.66507281762455,750.0000000000001,2447.901733042615,1835926.2997819611,473.3301456352491,4.911620920006366,True
4.0,1000,0.004,1.0,1.0,3600.595314479195,3600.595314479195,34,31,4.0,0.7928813559322034,1.0962268866241929,0.3033455306919894,1.800297657239598,0.3600595314479195,7.899985163789774,7.899985163789774,26.854387971119056,1.1383431941028557,77.9369868440862,248.53087105104464,750.0000000000001,3600.5953144791943,3600595.314479194,497.0617421020893,6.377738763450872,True
4.0,1000,0.004,2.0,2.0,3391.0146633089057,3391.0146633089057,32,27,4.0,0.6918644067796611,1.0091447384450285,0.3172803316653672,1.695507331654454,0.3391014663308907,6.015224511024917,6.015224511024917,29.400968893387592,1.9654822591605376,80.17017422149588,236.07848484793905,750.0000000000002,3391.014663308905,3391014.663308905,472.1569696958781,5.8894342475967765,True
4.0,1000,0.004,3.0,3.0,3181.434012138621,3181.434012138621,30,24,4.0,0.6161016949152542,0.941234427563076,0.3251327326478217,1.59071700606931,0.318143401213862,4.769959274947314,4.769959274947314,31.5394929361393,3.215788212892404,82.88632325938636,226.6304743935259,750.0000000000002,3181.434012138622,3181434.0121386223,453.2609487870518,5.468464892194658,True
4.0,1000,0.004,4.0,4.0,3013.769491202389,3013.769491202389,28,23,4.0,0.5908474576271187,0.9066895117551558,0.3158420541280371,1.4859266804841664,0.2971853360968332,4.386929006444501,4.386929006444501,31.74299156650732,4.142810493928158,85.44793453478698,225.77447075035167,749.9999999999999,2971.8533609683313,2971853.3609683313,451.54894150070334,5.284492175956246,True
4.0,1000,0.004,5.0,5.0,2741.314644681016,2741.314644681016,25,23,4.0,0.5908474576271187,0.8786649963504569,0.2878175387233382,1.3287411921064507,0.2657482384212901,4.386929006444501,4.386929006444501,30.302014625010173,4.9888502585312535,89.29937143024063,231.9937816263915,750.0000000000003,2657.4823842129003,2657482.3842129004,463.987563252783,5.195865948678523,True
4.0,1000,0.004,6.0,6.0,2783.2307749150746,2783.2307749150746,27,21,4.0,0.5403389830508475,0.8650280173738376,0.3246890343229901,1.4335315176915944,0.2867063035383188,3.66895568472346,3.66895568472346,33.65512607122239,5.948517303284009,87.48498138745273,218.06521930103528,750.0,2867.0630353831903,2867063.03538319,436.13043860207057,4.985203536485192,True
4.0,1000,0.004,7.0,7.0,2783.230774915073,2783.230774915073,27,20,4.0,0.5150847457627119,0.8494819300931161,0.3343971843304042,1.4335315176915944,0.2867063035383188,3.33401263150523,3.33401263150523,34.981829868975915,7.011769118091751,88.02114942756734,213.0470612416289,749.9999999999999,2867.063035383188,2867063.035383188,426.0941224832578,4.840815250133616,True
4.0,1000,0.004,8.0,8.0,2783.2307749150723,2783.2307749150723,25,20,4.0,0.5150847457627119,0.8296166301036619,0.31453188434095,1.3287411921064507,0.2657482384212901,3.33401263150523,3.33401263150523,33.926851332210326,7.9254417374062065,90.61475140208528,217.01633812736517,750.0000000000002,2657.482384212899,2657482.3842128995,434.0326762547303,4.789867759265762,True
4.0,1000,0.004,9.0,9.0,2699.398514446958,2699.398514446958,26,19,4.0,0.4898305084745763,0.8243562839965893,0.334525775522013,1.3811363548990223,0.2762272709798044,3.0150986500485284,3.0150986500485284,35.87917423051523,8.85891075020935,89.90524071315781,209.79429390674952,750.0000000000003,2762.2727097980446,2762272.7097980445,419.5885878134991,4.66700922532641,True
4.0,1000,0.004,10.0,10.0,2950.8952958513046,2950.8952958513046,27,18,4.0,0.4645762711864407,0.8198404515433386,0.3552641803568979,1.4335315176915944,0.2867063035383188,2.712213740353353,2.712213740353353,37.96625501231591,10.055826128128697,89.39594328427461,202.63486675404036,749.9999999999998,2867.06303538319,2867063.03538319,405.2697335080807,4.533424209411196,True
4.0,1000,0.004,11.0,11.0,3411.9727284259357,3411.9727284259357,33,16,4.0,0.4140677966101695,0.8531276482786133,0.4390598516684438,1.7479024944470258,0.349580498889405,2.1545311362475874,2.1545311362475874,44.70712033023601,11.26520587649676,85.11108743298507,182.7704932313512,750.0000000000001,3495.8049888940513,3495804.9888940514,365.5409864627024,4.294869182003141,True
4.0,1000,0.004,12.0,12.0,2615.5662539788414,2615.5662539788414,24,18,4.0,0.4645762711864407,0.7887361225857042,0.3241598513992635,1.2763460293138786,0.2552692058627757,2.712213740353353,2.712213740353353,36.26616740157882,12.078198142208358,93.36517397659198,208.42493859135516,749.9999999999999,2552.692058627755,2552692.0586277554,416.8498771827103,4.464725544100852,True
4.0,1000,0.004,13.0,13.0,2762.2727097980455,2762.2727097980455,26,17,4.0,0.4393220338983051,0.7953824271385099,0.3560603932402048,1.3811363548990223,0.2762272709798044,2.425357902419707,2.425357902419707,39.08597071847161,12.99427669990134,91.5033339986218,199.010485866319,750.0000000000001,2762.2727097980455,2762272.7097980455,398.020971732638,4.349797481025476,True
4.0,1000,0.004,14.0,14.0,2825.1469051491335,2825.1469051491335,25,17,4.0,0.4393220338983051,0.7848282022810229,0.3455061683827178,1.3287411921064507,0.2657482384212901,2.425357902419707,2.425357902419707,38.50232640316865,13.800277965313798,92.81731453786308,200.88169910523445,750.0,2657.4823842129035,2657482.3842129037,401.7633982104689,4.328539348620963,True
