row_i,col_j,solenoid_length_m,ri,rf,th,a,a_sc,v,v_bore,b0,scan,je_sc,je_max,stress,rebco_pancake_length,rebco_total_length,j_crit,margin,converged
0,0,1.0,0.01,0.07812809993849779,0.06812809993849779,0.018862122292152797,0.0037724244584305586,0.0003141592653589793,0.0003141592653589793,23.0293388805816,7.757497189716553e-20,270.24050807529625,270.2301092880066,30.973965092813327,37.72424458430558,9431.061146076396,540.4602185760132,1.999923040499267,True
0,1,1.0,0.03525423728813559,0.08512849844069885,0.04987426115256326,0.018862122292152797,0.0037724244584305586,0.003904563762278334,0.003904563762278334,18.694107259775617,4.2630377159728804e-15,300.5470292663308,300.53633420624186,98.28889418109499,37.72424458430558,9431.061146076396,601.0726684124837,1.9999288293741246,True
0,2,1.0,0.06050847457627119,0.09831213300273346,0.03780365842646227,0.018862122292152797,0.0037724244584305586,0.011502236199579593,0.011502236199579593,15.427447149763116,6.921510397236647e-13,328.8918898539852,328.87756552933064,151.57607219166178,37.72424458430559,9431.061146076398,657.7551310586613,1.9999128934151527,True
0,3,1.0,0.08576271186440677,0.11558219043752872,0.02981947857312195,0.018862122292152797,0.0037724244584305586,0.023107176577262745,0.023107176577262745,13.004067710566996,2.233153941997194e-11,354.04076354246587,354.0518695698222,193.5160740663327,37.72424458430559,9431.061146076398,708.1037391396444,2.0000627386928285,True
0,4,1.0,0.11101694915254237,0.13538376194779814,0.024366812795255766,0.018862122292152797,0.0037724244584305586,0.03871938489532781,0.03871938489532781,11.17884598020439,3.223843311349528e-10,376.0286599146643,376.0182770221379,226.5398700708476,37.72424458430553,9431.061146076383,752.0365540442758,1.9999447760576083,True
0,5,1.0,0.13627118644067798,0.1567604422485147,0.020489255807836726,0.018862122292152797,0.0037724244584305586,0.05833886115377478,0.05833886115377478,9.764637631909174,2.854008625791569e-09,395.2117530338726,395.2233851460176,252.31917447215378,37.72424458430561,9431.061146076403,790.4467702920352,2.0000588652136773,True
0,6,1.0,0.16152542372881357,0.17914927437969896,0.017623850650885398,0.018862122292152797,0.0037724244584305586,0.08196560535260364,0.08196560535260364,8.639251139463978,1.814973236275385e-08,412.1192648489639,412.1243398532057,272.17762702897414,37.72424458430551,9431.061146076378,824.2486797064114,2.000024628813427,True
0,7,1.0,0.18677966101694918,0.20221434610236322,0.01543468508541404,0.018862122292152797,0.0037724244584305586,0.10959961749181442,0.10959961749181442,7.721089215551689,9.094312835701025e-08,427.14697945058873,427.1396935769518,287.044408578632,37.72424458430576,9431.06114607644,854.2793871539036,1.999965885870731,True
0,8,1.0,0.21203389830508476,0.22574847514535049,0.013714576840265724,0.018862122292152797,0.0037724244584305586,0.1412408975714071,0.1412408975714071,6.955846724032255,3.8079380945078274e-07,440.59404148401103,440.60604297250075,297.63433736960627,37.72424458430546,9431.061146076365,881.2120859450015,2.0000544786690684,True
0,9,1.0,0.23728813559322035,0.24961902830775226,0.012330892714531916,0.018862122292152797,0.0037724244584305586,0.17688944559138164,0.17688944559138164,6.307669426516363,1.3854153740467604e-06,452.7588707777198,452.7648766654529,304.63478666595023,37.724244584305765,9431.061146076441,905.5297533309058,2.0000265301824913,True
0,10,1.0,0.26254237288135596,0.2737380089760515,0.011195636094695538,0.018862122292152797,0.0037724244584305586,0.21654526155173814,0.21654526155173814,5.750741015480378,4.503472547279202e-06,463.82848412048116,463.816899606171,308.5733333585732,37.724244584305794,9431.061146076448,927.633799212342,1.9999500482841965,True
0,11,1.0,0.28779661016949154,0.2980451120636777,0.010248501894186135,0.018862122292152797,0.0037724244584305586,0.2602083454524765,0.2602083454524765,5.266350998728915,1.3350382185654832e-05,473.92859786976925,473.9228906406802,309.888194159704,37.724244584305524,9431.061146076381,947.8457812813604,1.9999759152365368,True
0,12,1.0,0.3130508474576271,0.3224978032389344,0.009446955781307276,0.018862122292152797,0.0037724244584305586,0.3078786972935968,0.3078786972935968,4.841252703396866,3.6638321517699655e-05,483.20135022842544,483.198818534385,309.0285802070633,37.7242445843058,9431.06114607645,966.39763706877,1.9999895211632202,True
0,13,1.0,0.3383050847457627,0.34706531138222035,0.008760226636457646,0.018862122292152797,0.0037724244584305586,0.35955631707509894,0.35955631707509894,4.465197722607055,9.417875247429249e-05,491.73917131552844,491.74327106616573,306.3618707260412,37.72424458430555,9431.061146076388,983.4865421323315,2.000016674492806,True
0,14,1.0,0.36355932203389835,0.37172487223448974,0.008165550200591398,0.018862122292152797,0.0037724244584305586,0.4152412047969831,0.4152412047969831,4.130412574979615,0.00022881055322636497,499.6304950233472,499.6339190781804,302.2294915707895,37.724244584305836,9431.06114607646,999.2678381563608,2.0000137063484607,True
0,15,1.0,0.38881355932203393,0.39645930927734396,0.007645749955310033,0.018862122292152797,0.0037724244584305586,0.474933360459249,0.474933360459249,3.830697327435392,0.0005292579249390543,506.9393184642361,506.93742623387,296.9184117275378,37.72424458430477,9431.061146076192,1013.87485246774,1.9999925346869054,True
0,16,1.0,0.4140677966101695,0.4212554334244255,0.007187636814255993,0.018862122292152797,0.0037724244584305586,0.5386327840618969,0.5386327840618969,3.56105767731041,0.001172473728548791,513.7138579971569,513.7110673051892,290.6721928197114,37.72424458430447,9431.061146076117,1027.4221346103784,1.9999891352280097,True
0,17,1.0,0.4393220338983051,0.4461029583723285,0.006780924474023398,0.018862122292152797,0.0037724244584305586,0.6063394756049267,0.6063394756049267,3.3175107511316826,0.0024995512032673344,520.0051562313753,520.0021051295447,283.7127782369209,37.72424458430564,9431.061146076408,1040.0042102590894,1.9999882651093206,True
0,18,1.0,0.4645762711864407,0.4709937491618091,0.006417477975368402,0.018862122292152797,0.0037724244584305586,0.6780534350883383,0.6780534350883383,3.096753657225244,0.005148456689172824,525.855156790222,525.85218886763,276.2269802484325,37.72424458430449,9431.061146076123,1051.70437773526,1.999988712014882,True
0,19,1.0,0.4898305084745763,0.4959212911667152,0.006090782692138863,0.018862122292152797,0.0037724244584305586,0.7537746625121321,0.7537746625121321,2.8960290256591756,0.010280222557609527,531.3007585395322,531.2980430167191,268.37291726014934,37.72424458430525,9431.061146076312,1062.5960860334383,1.999989777831974,True
0,20,1.0,0.5150847457627119,0.5208803080530473,0.005795562290335399,0.018862122292152797,0.0037724244584305586,0.8335031578763075,0.8335031578763075,2.7130098127304905,0.019955910997069556,536.3747749354387,536.3723800867889,260.2831056020029,37.724244584304934,9431.061146076234,1072.7447601735778,1.9999910702413248,True
0,21,1.0,0.5403389830508475,0.5458664823969539,0.005527499346106413,0.018862122292152797,0.0037724244584305586,0.9172389211808649,0.9172389211808649,2.5457134911303556,0.03775198756102934,541.1066442378266,541.1045819763725,252.06746268076208,37.724244584306796,9431.0611460767,1082.209163952745,1.999992377615481,True
0,22,1.0,0.5655932203389831,0.570876248317813,0.005283027978829957,0.018862122292152797,0.0037724244584305586,1.0049819524258041,1.0049819524258041,2.3924371222165703,0.06974594117225393,545.5229620474213,545.5212146868538,243.81616146869013,37.72424458430461,9431.061146076152,1091.0424293737076,1.999993593814783,True
0,23,1.0,0.5908474576271187,0.5959066354593056,0.005059177832186901,0.018862122292152797,0.0037724244584305586,1.0967322516111253,1.0967322516111253,2.2517074797349172,0.1260673420076834,549.6478869220573,549.6464229527517,235.60228983233324,37.724244584306895,9431.061146076723,1099.2928459055033,1.9999946730649185,True
0,24,1.0,0.6161016949152542,0.6209551501336058,0.004853455218351566,0.018862122292152797,0.0037724244584305586,1.1924898187368285,1.1924898187368285,2.122242175017347,0.22329910053597696,553.5034550837726,553.5022382166522,227.48428431935028,37.72424458430551,9431.061146076378,1107.0044764333045,1.999995603036949,True
0,25,1.0,0.6413559322033898,0.6460196837345431,0.004663751531153282,0.018862122292152797,0.0037724244584305586,1.2922546538029134,1.2922546538029134,2.002918935387899,0.388138701333193,557.1098297222059,557.1088238471007,219.50812316026716,37.72424458430694,9431.061146076734,1114.2176476942013,1.999996388952226,True
0,26,1.0,0.6666101694915254,0.671098441414909,0.0044882719233836355,0.018862122292152797,0.0037724244584305586,1.39602675680938,1.39602675680938,1.8927510082311345,0.6629015621764236,560.485502919603,560.4846746207048,211.7092758034265,37.724244584306426,9431.061146076607,1120.9693492414096,1.9999970443521058,True
0,27,1.0,0.6918644067796611,0.6961898859999133,0.004325479220252171,0.018862122292152797,0.0037724244584305586,1.5038061277562293,1.5038061277562293,1.7908672299965376,1.1136836926784093,563.6474629089312,563.6467825515551,204.11441580808113,37.72424458430498,9431.061146076245,1127.2935651031103,1.9999975858762051,True
0,28,1.0,0.7171186440677967,0.7212926934813877,0.004174049413591008,0.018862122292152797,0.0037724244584305586,1.61559276664346,1.61559276664346,1.6964956950911707,1.8423178961744981,566.6113356133258,566.6107776229987,196.7429105159765,37.72424458430745,9431.061146076861,1133.2215552459975,1.9999980304300604,True
0,29,1.0,0.7423728813559323,0.7464057174035506,0.004032836047618282,0.018862122292152797,0.0037724244584305586,1.7313866734710728,1.7313866734710728,1.608935916398651,3.003788247021137,569.3864382426749,569.3915067608806,189.60472939366295,37.724244584307506,9431.061146076876,1138.7830135217612,2.000017803438457,True
0,30,1.0,0.7676271186440679,0.7715279601400028,0.003900841495934948,0.018862122292152797,0.0037724244584305586,1.8511878482390671,1.8511878482390671,1.5276075272704448,4.830619416768239,571.9968783357356,572.001229004949,182.71564059664618,37.724244584305104,9431.061146076276,1144.002458009898,2.0000152122131367,True
0,31,1.0,0.7928813559322034,0.7966585495586483,0.003777193626444908,0.018862122292152797,0.0037724244584305586,1.9749962909474434,1.9749962909474434,1.4519462113437371,7.668510992105038,574.4489840812766,574.4527171779831,176.07599595532915,37.724244584307044,9431.061146076761,1148.9054343559662,2.000012997139206,True
0,32,1.0,0.818135593220339,0.8217967199338264,0.003661126713487395,0.018862122292152797,0.0037724244584305586,2.102812001596202,2.102812001596202,1.381462175234364,12.025241672950724,576.7540306402161,576.7572339017729,169.68703605198388,37.724244584309254,9431.061146077314,1153.5144678035458,2.0000111078948275,True
0,33,1.0,0.8433898305084746,0.846941796232252,0.0035519657237773616,0.018862122292152797,0.0037724244584305586,2.234634980185342,2.234634980185342,1.3157156027731682,18.63915799943,578.9224175829681,578.9251671508937,163.5474525991482,37.724244584309886,9431.06114607747,1157.8503343017874,2.000009498916753,True
0,34,1.0,0.8686440677966102,0.8720931810983513,0.0034491133017411357,0.018862122292152797,0.0037724244584305586,2.370465226714864,2.370465226714864,1.2543107478308113,28.57339199531764,580.9637393803749,580.9661009353655,157.65393848464427,37.72424458430481,9431.061146076203,1161.932201870731,2.0000081297844616,True
0,35,1.0,0.8938983050847458,0.8972503440140779,0.003352038929332113,0.018862122292152797,0.0037724244584305586,2.510302741184768,2.510302741184768,1.1968908377545464,43.344525181852745,582.8868500255309,582.8888799729185,152.00164405321647,37.72424458430696,9431.06114607674,1165.777759945837,2.000006965150741,True
