row_i,col_j,ri,rebco_pancake_length,scan,slope_deg
2,52,1.3232203389830508,247.30489575458628,2887.3958811814605,10.425390438934903
2,53,1.3484745762711865,247.30489575458537,3621.223179743083,10.230123057564839
2,54,1.3737288135593222,247.30489575460007,4522.574005749616,10.042031902651015
2,55,1.3989830508474577,247.3048957545951,5625.529873240121,9.860728933195851
2,56,1.4242372881355934,247.3048957545975,6970.29189017788,9.685853544223175
2,57,1.4494915254237288,247.30489575458628,8604.138945182865,9.517070189507244
4,59,1.5,456.88554692487503,3827.8904123172897,10.28252898614938
