row_i,col_j,solenoid_length_m,ri,rf,th,v,v_bore,b0,scan,je_tape,je_max,je_coil,stress,length_tape,j_crit,converged,f_tape_min,length_tape_km,pancake_length_m
0,0,10.0,0.01,0.012,0.002,0.003141592653589793,0.003141592653589793,2.0723258936742686,1.0128445744781536e+16,1480.0126456504895,1480.0126456504895,824.5542750998462,10.368976403169201,1283.5273296831986,3700.0316141262233,True,0.5571265066707868,1.2835273296831986,0.5134109318732795
0,1,10.0,0.020000000000000018,0.02200000000000002,0.002,0.012566370614359196,0.012566370614359196,2.368658114013515,58411567543144.74,1456.5692978297802,1456.5692978297802,942.4674370854959,24.67137719014024,2845.857243736838,3641.4232445744506,True,0.6470460681065625,2.845857243736838,1.1383428974947352
0,2,10.0,0.030000000000000027,0.03200000000000003,0.002,0.02827433388230819,0.02827433388230819,2.5497635299303867,2914519970337.086,1442.6371770011228,1442.6371770011228,1014.5381793836085,41.507534696697896,4565.954535691201,3606.592942502807,True,0.7032524847949477,4.565954535691201,1.8263818142764805
0,3,10.0,0.040000000000000036,0.04200000000000004,0.002,0.05026548245743678,0.05026548245743678,2.6779357457465895,351917719945.73114,1432.9519474912604,1432.9519474912604,1065.5526072183127,60.04490486495196,6385.365175580804,3582.379868728151,True,0.7436066569320962,6.385365175580804,2.5541460702323215
0,4,10.0,0.050000000000000044,0.052000000000000046,0.002,0.07853981633974497,0.07853981633974497,2.7758809270623908,68860735921.29442,1425.6461532563117,1425.6461532563117,1104.5453887691017,79.84349767524986,8275.621325360371,3564.1153831407787,True,0.7747682594634123,8.27562132536037,3.310248530144148
0,5,10.0,0.05999999999999983,0.06199999999999983,0.002,0.11309733552923193,0.11309733552923193,2.854391372034998,18266104495.034367,1419.8485982795946,1419.8485982795946,1135.8107661152828,100.63194541015034,10220.035222731614,3549.621495698986,True,0.7999520283300097,10.220035222731614,4.0880140890926455
0,6,10.0,0.06999999999999984,0.07199999999999984,0.002,0.15393804002589914,0.15393804002589914,2.9194230870508493,5973102043.024554,1415.0852982538,1415.0852982538,1161.7186527037327,122.22710359829794,12207.740977201813,3537.7132456344993,True,0.8209530931720378,12.207740977201812,4.883096390880725
0,7,10.0,0.08000000000000007,0.08200000000000007,0.002,0.20106192982974713,0.20106192982974713,2.9745990511437204,2275418928.983175,1411.0712314533307,1411.0712314533307,1183.71066059339,144.4976884910031,14231.15843834225,3527.6780786333265,True,0.838873781994853,14.23115843834225,5.6924633753369
0,8,10.0,0.09000000000000008,0.09200000000000008,0.002,0.25446900494077374,0.25446900494077374,3.0222804354473802,973686730.5755044,1407.6224189354289,1407.6224189354289,1202.7263308468187,167.34539941240863,16284.733275721033,3519.0560473385717,True,0.8544381750870584,16.284733275721035,6.513893310288413
0,9,10.0,0.10000000000000009,0.10200000000000009,0.002,0.31415926535897987,0.31415926535897987,3.0640876049682206,456566078.4368809,1404.6136369602505,1404.6136369602505,1219.410437114513,190.69415100078172,18364.242321860544,3511.534092400626,True,0.8681465173251919,18.364242321860544,7.345696928744218
0,10,10.0,0.1100000000000001,0.1120000000000001,0.002,0.38013271108436564,0.38013271108436564,3.1011781604040496,230489025.4898638,1401.956062031688,1401.956062031688,1234.2236173137385,214.4834917945099,20466.38040946424,3504.8901550792198,True,0.8803582728014494,20.46638040946424,8.186552163785697
0,11,10.0,0.1200000000000001,0.12200000000000011,0.002,0.45238934211693105,0.45238934211693105,3.1344062012463967,123655167.00831898,1399.5845707317199,1399.5845707317199,1247.5057440227968,238.664361729547,22588.4999728063,3498.9614268292994,True,0.891340023397504,22.5884999728063,9.03539998912252
0,12,10.0,0.1299999999999999,0.1319999999999999,0.002,0.5309291584566741,0.5309291584566741,3.164418798975485,69808801.3912459,1397.450102220329,1397.450102220329,1259.5143111185835,263.19623894694416,24728.439223244208,3493.625255550822,True,0.9012946574030892,24.72843922324421,9.891375689297684
0,13,10.0,0.1399999999999999,0.1419999999999999,0.002,0.6157521601035986,0.6157521601035986,3.1917171496855667,41155118.86311574,1395.5148482224454,1395.5148482224454,1270.448766496179,288.04515333646543,26884.40445954607,3488.787120556113,True,0.9103799705996888,26.88440445954607,10.753761783818428
0,14,10.0,0.1499999999999999,0.1519999999999999,0.002,0.7068583470577027,0.7068583470577027,3.2166968247347443,25184080.855898645,1393.7491055248825,1393.7491055248825,1280.466527944658,313.1822630031294,29054.886920143257,3484.372763812206,True,0.9187209684073214,29.054886920143257,11.621954768057304
0,15,10.0,0.15999999999999992,0.16199999999999992,0.002,0.8042477193189862,0.8042477193189862,3.2396751184944317,15918517.802755782,1392.1291487832505,1392.1291487832505,1289.6938649753345,338.5828088649774,31238.60248146019,3480.3228719581257,True,0.9264182609081589,31.23860248146019,12.495440992584077
