source_file,pareto_rank,row_i,col_j,solenoid_length_m,ri,rf,th,v,v_bore,b0,scan,je_tape,je_max,je_coil,stress,length_tape,j_crit,converged,f_tape_min,length_tape_km,pancake_length_m
thickness_grids_L4000mm.csv,1,45,147,4.0,1.48,1.5183024188099634,0.0383024188099635,27.52537819369233,27.52537819369233,5.935804259565196,10.852055228836434,1840.3170987388753,1840.3170987388753,154.1220297474056,750.0000000000001,201433.7825721536,3067.1951645647923,True,0.0837475399500562,201.4337825721536,201.4337825721536
thickness_grids_L4000mm.csv,2,45,148,4.0,1.49,1.5283024188099634,0.0383024188099635,27.8985994009388,27.8985994009388,5.905488504646448,10.590341037646732,1842.748077765534,1842.748077765534,153.70360291239425,749.9999999999998,201960.13251481391,3071.24679627589,True,0.0834099922647978,201.96013251481395,201.96013251481395
thickness_grids_L4000mm.csv,3,45,149,4.0,1.5,1.5383024188099634,0.0383024188099635,28.274333882308134,28.274333882308134,5.875416053914863,10.337419795559024,1845.166512701216,1845.166512701216,153.28929052296806,750.0000000000001,202484.6304112801,3075.2775211686935,True,0.0830761286137593,202.48463041128008,202.48463041128008
thickness_grids_L4000mm.csv,4,46,146,4.0,1.47,1.5099337867663618,0.0399337867663618,27.154670260568732,27.154670260568732,6.087957964944946,10.260603453865528,1828.2214992364172,1828.221499236417,151.28163237524183,750.0000000000001,206235.35224611603,3047.035832060695,True,0.0827479779875834,206.23535224611604,206.23535224611604
thickness_grids_L4000mm.csv,5,46,147,4.0,1.48,1.5199337867663618,0.0399337867663618,27.52537819369233,27.52537819369233,6.056794198029448,10.01057470999398,1830.6846831057735,1830.6846831057735,150.86852754902904,749.9999999999999,206773.97721878812,3051.1411385096226,True,0.0824109847759687,206.7739772187881,206.7739772187881
thickness_grids_L4000mm.csv,6,46,148,4.0,1.49,1.5299337867663618,0.0399337867663618,27.8985994009388,27.8985994009388,6.025881488306529,9.769018122336265,1833.1352229663928,1833.1352229663928,150.4595105550202,750.0,207310.6778522892,3055.2253716106547,True,0.0820776932710646,207.3106778522892,207.3106778522892
thickness_grids_L4000mm.csv,7,46,149,4.0,1.5,1.5399337867663618,0.0399337867663618,28.274333882308134,28.274333882308134,5.995216589058769,9.535580690374992,1835.573234683523,1835.573234683523,150.0545106128324,750.0000000000002,207845.4735409699,3059.2887244725384,True,0.0817480380393015,207.8454735409699,207.8454735409699
thickness_grids_L4000mm.csv,8,47,146,4.0,1.47,1.51160100896356,0.0416010089635602,27.154670260568732,27.154670260568732,6.209428055745515,9.480976841403962,1818.689447948178,1818.6894479481775,148.14584839890506,750.0,211613.2915983257,3031.1490799136295,True,0.0814574739882288,211.6132915983257,211.6132915983257
thickness_grids_L4000mm.csv,9,47,147,4.0,1.48,1.52160100896356,0.0416010089635602,27.52537819369233,27.52537819369233,6.177664696367565,9.249812933848398,1821.1714617915648,1821.1714617915648,147.7418921436183,750.0000000000003,212162.32243293023,3035.285769652608,True,0.0811246470984551,212.16232243293027,212.16232243293027
thickness_grids_L4000mm.csv,10,47,148,4.0,1.49,1.53160100896356,0.0416010089635602,27.8985994009388,27.8985994009388,6.146156920747051,9.02648537062506,1823.640853061763,1823.640853061763,147.34192821897292,750.0,212709.3745953275,3039.401421769605,True,0.0807954745977511,212.70937459532752,212.70937459532752
thickness_grids_L4000mm.csv,11,47,149,4.0,1.5,1.54160100896356,0.0416010089635602,28.274333882308134,28.274333882308134,6.114901429803171,8.810667508133278,1826.0977365100573,1826.0977365100573,146.9458875745849,749.9999999999999,213254.46813911595,3043.4962275167622,True,0.080469891965049,213.25446813911591,213.25446813911591
thickness_grids_L4000mm.csv,12,48,146,4.0,1.47,1.5133040854015585,0.0433040854015584,27.154670260568732,27.154670260568732,6.33076343578508,8.774757894561308,1809.276078716703,1809.276078716703,145.1301150842455,750.0000000000002,217038.96288155817,3015.4601311945053,True,0.0802144663224555,217.03896288155815,217.03896288155815
thickness_grids_L4000mm.csv,13,48,147,4.0,1.48,1.5233040854015585,0.0433040854015584,27.52537819369233,27.52537819369233,6.29840249708313,8.560687371849435,1811.7762267106816,1811.7762267106816,144.73496718857112,750.0000000000001,217598.40183341992,3019.627044517803,True,0.0798856752035766,217.59840183341993,217.59840183341993
thickness_grids_L4000mm.csv,14,48,148,4.0,1.49,1.5333040854015585,0.0433040854015584,27.8985994009388,27.8985994009388,6.266301634850716,8.353876963026767,1814.2637777715695,1814.2637777715695,144.34371960416567,750.0,218155.80698334437,3023.772962952616,True,0.0795604924557666,218.1558069833444,218.1558069833444
thickness_grids_L4000mm.csv,15,48,149,4.0,1.5,1.5433040854015585,0.0433040854015584,28.274333882308134,28.274333882308134,6.234457498430444,8.154023916355465,1816.7388455034893,1816.7388455034893,143.95630494840404,750.0000000000003,218711.19905797415,3027.898075839149,True,0.0792388544477388,218.71119905797417,218.71119905797417
thickness_grids_L4000mm.csv,16,49,146,4.0,1.47,1.5150430160803567,0.0450430160803567,27.154670260568732,27.154670260568732,6.451951430372509,8.133830659680402,1799.9801246430368,1799.9801246430368,142.22777104391236,750.0,222511.96296752433,2999.9668744050614,True,0.0790163008450542,222.5119629675243,222.5119629675243
thickness_grids_L4000mm.csv,17,49,147,4.0,1.48,1.5250430160803568,0.0450430160803567,27.52537819369233,27.52537819369233,6.418995012984074,7.935277643741321,1802.497728673864,1802.497728673864,141.8411100901621,750.0000000000002,223081.81298676023,3004.162881123106,True,0.0786914223711769,223.08181298676024,223.08181298676024
thickness_grids_L4000mm.csv,18,49,148,4.0,1.49,1.5350430160803568,0.0450430160803567,27.8985994009388,27.8985994009388,6.386303129965573,7.743461521851188,1805.0027654186315,1805.0027654186315,141.4582607193734,749.9999999999999,223649.57326957455,3008.337942364386,True,0.078370107475467,223.64957326957455,223.64957326957455
thickness_grids_L4000mm.csv,19,49,149,4.0,1.5,1.5450430160803568,0.0450430160803567,28.274333882308134,28.274333882308134,6.3538723798871795,7.558101240649605,1807.4953473034632,1807.4953473034636,141.07915715785086,750.0000000000002,224215.26522964812,3012.4922455057726,True,0.078052293395013,224.2152652296481,224.2152652296481
thickness_grids_L4000mm.csv,20,50,146,4.0,1.47,1.516817800999955,0.0468178009999549,27.154670260568732,27.154670260568732,6.572979980247472,7.551100422280061,1790.8002856509831,1790.8002856509831,139.43262615908486,750.0000000000001,228031.9012100259,2984.6671427516385,True,0.0778605114575347,228.03190121002595,228.03190121002595
thickness_grids_L4000mm.csv,21,50,147,4.0,1.48,1.526817800999955,0.0468178009999549,27.52537819369233,27.52537819369233,6.539430268728657,7.366660019903171,1793.3346849960762,1793.3346849960762,139.0541481924085,749.9999999999998,228612.16600160144,2988.8911416601272,True,0.0775394293969799,228.61216600160145,228.61216600160145
thickness_grids_L4000mm.csv,22,50,148,4.0,1.49,1.536817800999955,0.0468178009999549,27.8985994009388,27.8985994009388,6.506149513749351,7.188480557080769,1795.8565505186411,1795.8565505186411,138.6793961939152,750.0,229190.2843094609,2993.094250864402,True,0.0772218672776869,229.1902843094609,229.1902843094609
thickness_grids_L4000mm.csv,23,50,149,4.0,1.5,1.546817800999955,0.0468178009999549,28.274333882308134,28.274333882308134,6.47313426392487,7.016300722828669,1798.3659934384457,1798.3659934384452,138.30830594312826,750.0000000000002,229766.2782484058,2997.2766557307423,True,0.0769077631848927,229.76627824840585,229.76627824840585
thickness_grids_L4000mm.csv,24,51,147,4.0,1.48,1.5286284401603532,0.0486284401603531,27.52537819369233,27.52537819369233,6.659696848777509,6.848767735919447,1784.285786149794,1784.285786149794,136.3683392021384,750.0000000000001,234189.08228089847,2973.80964358299,True,0.0764274088045052,234.18908228089848,234.18908228089848
thickness_grids_L4000mm.csv,25,51,148,4.0,1.49,1.5386284401603532,0.0486284401603531,27.8985994009388,27.8985994009388,6.625829450384361,6.683012109645021,1786.8238404196843,1786.8238404196843,136.00139981364163,749.9999999999997,234777.56230727455,2978.0397340328077,True,0.0761134907298405,234.7775623072746,234.7775623072746
thickness_grids_L4000mm.csv,26,51,149,4.0,1.5,1.5486284401603532,0.0486284401603531,28.274333882308134,28.274333882308134,6.592231893577405,6.522840382054146,1789.3495079511636,1789.349507951163,135.63804100687852,750.0,235363.8611118103,2982.2491799186055,True,0.0758029889656305,235.3638611118103,235.3638611118103
