row_i,col_j,solenoid_length_m,ri,rf,th,v,v_bore,b0,scan,je_tape,je_max,je_coil,stress,length_tape,j_crit,converged,f_tape_min,length_tape_km,pancake_length_m
0,0,7.0,0.01,0.012,0.002,0.0021991148575128553,0.0021991148575128553,2.0723219075944432,3.325722541793098e+16,1480.0129665554696,1480.0129665554696,824.5547716566791,10.368962703426618,898.4694770361205,3700.032416388674,True,0.5571267213798262,0.8984694770361205,0.513411129734926
0,1,7.0,0.020000000000000018,0.02200000000000002,0.002,0.008796459430051437,0.008796459430051437,2.3686408660178673,191801225428355.97,1456.5706387211385,1456.5706387211385,942.4692323993868,24.67124455204091,1992.1020314903137,3641.4265968028462,True,0.6470467050103865,1.9921020314903137,1.138344017994465
0,2,7.0,0.030000000000000027,0.03200000000000003,0.002,0.01979203371761573,0.01979203371761573,2.549722098705293,9570511066824.908,1442.64033089525,1442.64033089525,1014.5419951482584,41.50701648607042,3196.173208569546,3606.6008272381246,True,0.7032535923341826,3.196173208569546,1.8263846906111694
0,3,7.0,0.040000000000000036,0.04200000000000004,0.002,0.03518583772020575,0.03518583772020575,2.67785834326133,1155663012129.8665,1432.9577534131495,1432.9577534131495,1065.559097941327,60.04353570080466,4469.764739801623,3582.3943835328737,True,0.7436081736557001,4.469764739801623,2.554151279886642
0,4,7.0,0.050000000000000044,0.052000000000000046,0.002,0.054977871437821485,0.054977871437821485,2.775755190111862,226146679683.93533,1425.6554798004177,1425.6554798004177,1104.555157823968,79.84058917280468,5792.948265524072,3564.138699501044,True,0.774770043305693,5.792948265524072,3.310256151728041
0,5,7.0,0.05999999999999983,0.06199999999999983,0.002,0.07916813487046234,0.07916813487046234,2.854204518188869,59992854586.69855,1419.862335125345,1419.862335125345,1135.8243765296263,100.62656876035103,7154.041168157568,3549.6558378133623,True,0.7999538747038853,7.154041168157568,4.088023524661468
0,6,7.0,0.06999999999999984,0.07199999999999984,0.002,0.10775662801812941,0.10775662801812941,2.9191620111671304,19619826328.01409,1415.1043510353525,1415.1043510353525,1161.7366346766692,122.2180763730336,8545.435900399967,3537.760877588381,True,0.8209547471369808,8.545435900399967,4.883106228799981
0,7,7.0,0.08000000000000007,0.08200000000000007,0.002,0.140743350880823,0.140743350880823,2.9742503906759783,7474891003.550569,1411.0965183443227,1411.0965183443227,1183.7335169639916,144.4835643302547,9961.824740909624,3527.7412958608065,True,0.838874946947568,9.961824740909623,5.6924712805197855
0,8,7.0,0.09000000000000008,0.09200000000000008,0.002,0.17812830345854158,0.17812830345854158,3.0218306174083787,3199025400.6291056,1407.654868222639,1407.654868222639,1202.7545412218171,167.3244598117601,11399.317884609425,3519.137170556597,True,0.8544385192518553,11.399317884609426,6.513895934062528
0,9,7.0,0.10000000000000009,0.10200000000000009,0.002,0.21991148575128594,0.21991148575128594,3.0635228812813002,1500250245.5559402,1404.6541852334403,1404.6541852334403,1219.4444610740452,190.66439870454647,12854.957208475562,3511.6354630836004,True,0.8681456787681766,12.854957208475561,7.345689833414607
