source_file,pareto_rank,row_i,col_j,solenoid_length_m,ri,rf,th,v,v_bore,b0,scan,je_tape,je_max,je_coil,stress,length_tape,j_crit,converged,f_tape_min,length_tape_km,pancake_length_m
thickness_grids_L6000mm.csv,1,28,148,6.0,1.49,1.506054862393586,0.0160548623935858,41.8478991014082,41.8478991014082,4.186641952764999,10.851733308225535,1993.1571589288112,1993.157158928811,231.94785683331125,749.9999999999998,175855.13008911294,3321.9285982146853,True,0.1163720862623636,175.85513008911295,117.23675339274196
thickness_grids_L6000mm.csv,2,28,149,6.0,1.5,1.516054862393586,0.0160548623935858,42.411500823462205,42.411500823462205,4.168972248212764,10.555523458730734,1994.843902605621,1994.843902605621,231.27745657530107,750.0000000000001,176368.11872114523,3324.739837676035,True,0.1159376211207361,176.36811872114524,117.57874581409682
thickness_grids_L6000mm.csv,3,29,145,6.0,1.46,1.4770767082563847,0.0170767082563848,40.17971340235201,40.17971340235201,4.371654563932622,10.453662198849836,1975.6816922024032,1975.6816922024032,226.81761815953664,749.9999999999999,180896.06960830325,3292.802820337339,True,0.1148047375519739,180.8960696083033,120.59737973886884
thickness_grids_L6000mm.csv,4,29,146,6.0,1.47,1.4870767082563847,0.0170767082563848,40.7320053908531,40.7320053908531,4.352993565901699,10.161001597451826,1977.4290989388685,1977.4290989388685,226.1475145889252,750.0,181429.3398936297,3295.7151648981144,True,0.1143644111995119,181.42933989362967,120.9528932624198
thickness_grids_L6000mm.csv,5,29,147,6.0,1.48,1.4970767082563847,0.0170767082563848,41.28806729053849,41.28806729053849,4.334486318248951,9.878906396761955,1979.1654563339664,1979.1654563339664,225.48447303891487,749.9999999999999,181961.11765454465,3298.609093889944,True,0.1139290665756579,181.96111765454464,121.30741176969644
thickness_grids_L6000mm.csv,6,29,148,6.0,1.49,1.5070767082563847,0.0170767082563848,41.8478991014082,41.8478991014082,4.316130377667463,9.60692004528509,1980.8909209484932,1980.8909209484932,224.82837085386032,750.0000000000002,182491.416488215,3301.484868247489,True,0.1134986124052745,182.491416488215,121.66094432547668
thickness_grids_L6000mm.csv,7,29,149,6.0,1.5,1.5170767082563847,0.0170767082563848,42.411500823462205,42.411500823462205,4.297923360329497,9.344608779277074,1982.605645722394,1982.605645722394,224.1790882524564,749.9999999999999,183020.2497535175,3304.342742870657,True,0.113072959686228,183.0202497535175,122.01349983567832
thickness_grids_L6000mm.csv,8,30,145,6.0,1.46,1.4781344083599837,0.0181344083599837,40.17971340235201,40.17971340235201,4.503151344228038,9.28507980549108,1963.4636370654575,1963.4636370654575,220.0282878394229,750.0000000000002,187577.42932530967,3272.439395109096,True,0.1120613000851248,187.57742932530968,125.05161955020644
thickness_grids_L6000mm.csv,9,30,146,6.0,1.47,1.4881344083599837,0.0181344083599837,40.7320053908531,40.7320053908531,4.483939370879031,9.025051603473106,1965.2383892215084,1965.2383892215084,219.3788114294556,750.0000000000002,188126.77346544564,3275.397315369181,True,0.1116296183875984,188.12677346544564,125.41784897696375
thickness_grids_L6000mm.csv,10,30,147,6.0,1.48,1.4981344083599837,0.0181344083599837,41.28806729053849,41.28806729053849,4.464885542750448,8.77441346667572,1967.00200750862,1967.00200750862,218.73617475514985,749.9999999999999,188674.5695981732,3278.3366791810336,True,0.1112028223256357,188.6745695981732,125.78304639878212
thickness_grids_L6000mm.csv,11,30,148,6.0,1.49,1.5081344083599837,0.0181344083599837,41.8478991014082,41.8478991014082,4.445987348928714,8.532759516330833,1968.7546492017857,1968.7546492017857,218.10025909959867,750.0000000000002,189220.83181936003,3281.2577486696428,True,0.110780822378261,189.22083181936003,126.14722121290669
thickness_grids_L6000mm.csv,12,30,149,6.0,1.5,1.5181344083599837,0.0181344083599837,42.411500823462205,42.411500823462205,4.427242339588628,8.299704137928241,1970.4964679426153,1970.4964679426153,217.4709485260843,750.0000000000001,189765.5739786889,3284.160779904359,True,0.1103635312542044,189.76557397868888,126.51038265245926
thickness_grids_L6000mm.csv,13,31,145,6.0,1.46,1.4792279627043827,0.0192279627043826,40.17971340235201,40.17971340235201,4.634966347546393,8.273046637673367,1951.3809490517556,1951.3809490517556,213.60429284403867,750.0000000000001,194349.90391728707,3252.3015817529263,True,0.1094631434973455,194.3499039172871,129.5666026115247
thickness_grids_L6000mm.csv,14,31,146,6.0,1.47,1.4892279627043827,0.0192279627043826,40.7320053908531,40.7320053908531,4.615202995387362,8.041283789151457,1953.1821478203628,1953.1821478203628,212.97434921019052,750.0000000000001,194915.38477496864,3255.303579700605,True,0.1090396763291418,194.91538477496863,129.9435898499791
thickness_grids_L6000mm.csv,15,31,147,6.0,1.48,1.4992279627043827,0.0192279627043826,41.28806729053849,41.28806729053849,4.595602173379728,7.81789281095087,1954.9721358730844,1954.9721358730844,212.35103469663565,750.0000000000003,195479.26121093644,3258.2868931218077,True,0.108621003235834,195.47926121093644,130.31950747395763
thickness_grids_L6000mm.csv,16,31,148,6.0,1.49,1.5092279627043828,0.0192279627043826,41.8478991014082,41.8478991014082,4.576161303364492,7.60251172845413,1956.7510710886488,1956.7510710886488,211.7342343202967,750.0,196041.54782913145,3261.2517851477483,True,0.1082070363720293,196.04154782913145,130.69436521942094
