source_file,pareto_rank,row_i,col_j,solenoid_length_m,ri,rf,th,v,v_bore,b0,scan,je_tape,je_max,je_coil,stress,length_tape,j_crit,converged,f_tape_min,length_tape_km,pancake_length_m
thickness_grids_L1000mm.csv,1,122,149,1.0,1.5,1.7688272600333317,0.2688272600333318,7.0685834705770345,7.0685834705770345,18.379834005837896,10.966472499232308,1212.1148179604932,1212.1148179604932,185.65018729424955,750.0,704718.268991295,2020.191363267489,True,0.153162212476393,704.718268991295,2818.87307596518
thickness_grids_L1000mm.csv,2,123,148,1.0,1.49,1.7632194045313274,0.2732194045313274,6.9746498502347,6.9746498502347,18.59144720109381,10.953353579816287,1205.3820782830849,1205.3820782830849,183.9488067592505,750.0000000000001,710224.6833189832,2008.9701304718085,True,0.1526062234318784,710.2246833189831,2840.8987332759325
thickness_grids_L1000mm.csv,3,123,149,1.0,1.5,1.7732194045313274,0.2732194045313274,7.0685834705770345,7.0685834705770345,18.5293720788784,10.616722945589384,1207.3485421813452,1207.3485421813452,184.3679692919008,750.0,715052.7645490977,2012.247570302242,True,0.1527048427613113,715.0527645490978,2860.211058196391
thickness_grids_L1000mm.csv,4,124,148,1.0,1.49,1.767647403270123,0.277647403270123,6.9746498502347,6.9746498502347,18.74149517075904,10.6067652234161,1200.6576918778032,1200.6576918778032,182.69256461821897,750.0,720606.1748281318,2001.096153129672,True,0.1521604082946336,720.6061748281318,2882.424699312527
thickness_grids_L1000mm.csv,5,124,149,1.0,1.5,1.777647403270123,0.277647403270123,7.0685834705770345,7.0685834705770345,18.678919052254617,10.280786327707489,1202.6229970375064,1202.6229970375064,183.10781025184625,749.9999999999999,725490.6756407167,2004.3716617291773,True,0.1522570337528109,725.4906756407166,2901.9627025628665
thickness_grids_L1000mm.csv,6,125,148,1.0,1.49,1.7721112562497183,0.2821112562497185,6.9746498502347,6.9746498502347,18.891551857791143,10.273758632271328,1195.973554245161,1195.973554245161,181.4577985873399,749.9999999999999,731091.7233385708,1993.2892570752688,True,0.1517239222750765,731.0917233385708,2924.366893354283
thickness_grids_L1000mm.csv,7,125,149,1.0,1.5,1.7821112562497186,0.2821112562497185,7.0685834705770345,7.0685834705770345,18.82847471389123,9.958014065178324,1197.9376543924818,1197.9376543924818,181.86918548579993,749.9999999999999,736032.9237859029,1996.562757320803,True,0.151818573211168,736.0329237859029,2944.1316951436115
thickness_grids_L1000mm.csv,8,126,148,1.0,1.49,1.776610963470114,0.286610963470114,6.9746498502347,6.9746498502347,19.041617056099568,9.953700981446858,1191.3291449156504,1191.3291449156504,180.24400167821173,750.0000000000001,741682.2590995566,1985.5485748594176,True,0.15129656018864,741.6822590995566,2966.7290363982265
thickness_grids_L1000mm.csv,9,126,149,1.0,1.5,1.786610963470114,0.286610963470114,7.0685834705770345,7.0685834705770345,18.97803885838579,9.647792781745917,1193.2919951181022,1193.2919951181022,180.6515866543046,750.0000000000001,746680.438795537,1988.819991863504,True,0.151389255432343,746.680438795537,2986.721755182148
thickness_grids_L1000mm.csv,10,127,148,1.0,1.49,1.7811465249313094,0.2911465249313094,6.9746498502347,6.9746498502347,19.19169056602816,9.645993533781535,1186.7239522795255,1186.7239522795255,179.05068257966354,750.0000000000001,752378.7206972827,1977.8732537992096,True,0.1508781231184665,752.3787206972827,3009.5148827891308
thickness_grids_L1000mm.csv,11,127,149,1.0,1.5,1.7911465249313094,0.2911465249313094,7.0685834705770345,7.0685834705770345,19.127611286748795,9.349542141304893,1188.6855089096866,1188.6855089096866,179.45452113699494,750.0000000000003,757434.1588019384,1981.1425148494775,True,0.1509688809966215,757.4341588019385,3029.736635207754
thickness_grids_L1000mm.csv,12,128,149,1.0,1.5,1.7957179406333048,0.2957179406333048,7.0685834705770345,7.0685834705770345,19.27719180615572,9.062712832202072,1184.1176941053957,1184.1176941053957,178.27751143165196,750.0000000000001,768295.0302896379,1973.5294901756597,True,0.1505572565287449,768.2950302896379,3073.1801211585516
thickness_grids_L1000mm.csv,13,129,149,1.0,1.5,1.8003252105761,0.3003252105761002,7.0685834705770345,7.0685834705770345,19.426780229710573,8.78678468864893,1179.5880575096642,1179.5880575096642,177.12009458052793,750.0000000000002,779264.0081266195,1965.9800958494404,True,0.1501541944689252,779.2640081266195,3117.056032506478
thickness_grids_L1000mm.csv,14,130,149,1.0,1.5,1.8049683347596956,0.3049683347596955,7.0685834705770345,7.0685834705770345,19.57637637622012,8.521264938974024,1175.096114220651,1175.096114220651,175.9818216225154,750.0000000000001,790342.0555959954,1958.4935237010857,True,0.1497595128541722,790.3420555959954,3161.3682223839814
thickness_grids_L1000mm.csv,15,131,149,1.0,1.5,1.8096473131840909,0.3096473131840908,7.0685834705770345,7.0685834705770345,19.725980069978345,8.265686571283164,1170.641387461604,1170.641387461604,174.86225706981602,750.0,801530.1444281139,1951.0689791026732,True,0.1493730351093975,801.5301444281139,3206.1205777124555
