row_i,col_j,schema,solenoid_length_m,n_pc,n_par,ri,rf,th,v,valid,b0,v_bore,scan,je_coil,je_tape,je_max,j_crit,je_mech,b0_mech,je_closed,stress,sigma_struct,sigma_tape,util,f_struct,f_struct_tape,f_filler,f_tape_min,f_tape_built,fill,n_tp_min,n_tp,n_bund,n_tape,n_tot,n_par_min,pitch,pitch_turn,i0,i_tape,i_max,i_margin,length_tape,em_tot,em_dump,l_self,l_dump,r_ee,u_ee,tau_ee,miits,j_cu_max,j_cu,gamma_op,f_cu_req,f_cu_have,f_cu_add,t_cu_add,m_cu,n_eval,binding_code,feasible,converged,binding,length_tape_km,pancake_length_m,piece_length_m
0,0,2,12.0,3000,10,0.001,0.004,0.003,3.7699111843077517e-05,1,,3.7699111843077517e-05,,,,,,9114.069469738022,34.35922908804349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,1,2,12.0,3000,10,0.011060402684563542,0.014060402684563541,0.003,0.004611826883971784,1,,0.004611826883971784,,,,,,5275.29638738771,19.887355067814234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,2,2,12.0,3000,10,0.021120805369127416,0.024120805369127415,0.003,0.0168171372163914,1,,0.0168171372163914,,,,,,4046.734661936928,15.255721681700509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,3,2,12.0,3000,10,0.031181208053691067,0.03418120805369107,0.003,0.03665363010910138,1,,0.03665363010910138,,,,,,3404.247686432868,12.83352092014954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,4,2,12.0,3000,10,0.04124161073825494,0.044241610738254944,0.003,0.0641213055621026,1,,0.0641213055621026,,,,,,2994.2102727980496,11.287620282557542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,5,2,12.0,3000,10,0.05130201342281859,0.054302013422818596,0.003,0.09922016357539384,1,,0.09922016357539384,,,,,,2703.6510126687804,10.19212942327385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,6,2,12.0,3000,10,0.06136241610738247,0.06436241610738247,0.003,0.14195020414897666,1,,0.14195020414897666,,,,,,2483.9696260381165,9.36383086219122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,7,2,12.0,3000,10,0.07142281879194634,0.07442281879194634,0.003,0.19231142728285036,1,,0.19231142728285036,,,,,,2310.3754054431533,8.709266769640765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,8,2,12.0,3000,10,0.08148322147650999,0.08448322147651,0.003,0.25030383297701364,1,,0.25030383297701364,,,,,,2168.7293760974185,8.175135197706966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,9,2,12.0,3000,10,0.09154362416107387,0.09454362416107387,0.003,0.31592742123146894,1,,0.31592742123146894,,,,,,2050.302567938143,7.72852929674995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,10,2,12.0,3000,10,0.10160402684563752,0.10460402684563752,0.003,0.3891821920462134,1,,0.3891821920462134,,,,,,1949.376503454043,7.3478914069518835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,11,2,12.0,3000,10,0.11166442953020117,0.11466442953020117,0.003,0.4700681454212484,1,,0.4700681454212484,,,,,,1862.0278693297892,7.01843140371336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,12,2,12.0,3000,10,0.12172483221476504,0.12472483221476505,0.003,0.558585281356576,1,,0.558585281356576,,,,,,1785.4635267335036,6.729619762614759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,13,2,12.0,3000,10,0.1317852348993287,0.1347852348993287,0.003,0.6547335998521923,1,,0.6547335998521923,,,,,,1717.6337220620517,6.473729410363485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,14,2,12.0,3000,10,0.14184563758389257,0.14484563758389257,0.003,0.7585131009081016,1,,0.7585131009081016,,,,,,1656.9956649193405,6.24494444353879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,15,2,12.0,3000,10,0.15190604026845622,0.15490604026845622,0.003,0.8699237845242992,1,,0.8699237845242992,,,,,,1602.3629451214504,6.038792450647286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,16,2,12.0,3000,10,0.16196644295301987,0.16496644295301988,0.003,0.9889656507007873,1,,0.9889656507007873,,,,,,1552.8062350126672,5.85177017369557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,17,2,12.0,3000,10,0.17202684563758375,0.17502684563758375,0.003,1.1156386994375689,1,,1.1156386994375689,,,,,,1507.5858373383148,5.6810892235684785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,18,2,12.0,3000,10,0.18208724832214762,0.18508724832214762,0.003,1.2499429307346412,1,,1.2499429307346412,,,,,,1466.1046730972505,5.524498851521785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,19,2,12.0,3000,10,0.19214765100671127,0.19514765100671128,0.003,1.3918783445920013,1,,1.3918783445920013,,,,,,1427.8747712313586,5.380159620758625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,20,2,12.0,3000,10,0.20220805369127515,0.20520805369127515,0.003,1.5414449410096553,1,,1.5414449410096553,,,,,,1392.4929046471111,5.246551558439261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,21,2,12.0,3000,10,0.2122684563758388,0.2152684563758388,0.003,1.6986427199875969,1,,1.6986427199875969,,,,,,1359.6225616521237,5.122406191273988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,22,2,12.0,3000,10,0.22232885906040267,0.22532885906040268,0.003,1.8634716815258323,1,,1.8634716815258323,,,,,,1328.980393693769,5.006655456087515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,23,2,12.0,3000,10,0.23238926174496632,0.23538926174496633,0.003,2.035931825624355,1,,2.035931825624355,,,,,,1300.3258825959326,4.898392747392215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,24,2,12.0,3000,10,0.2424496644295302,0.2454496644295302,0.003,2.2160231522831726,1,,2.2160231522831726,,,,,,1273.4533608058882,4.796842835416938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,25,2,12.0,3000,10,0.25251006711409385,0.25551006711409385,0.003,2.403745661502276,1,,2.403745661502276,,,,,,1248.1857765519746,4.7013383621516285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,26,2,12.0,3000,10,0.2625704697986575,0.2655704697986575,0.003,2.5990993532816704,1,,2.5990993532816704,,,,,,1224.3697702100828,4.611301280419787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,27,2,12.0,3000,10,0.2726308724832214,0.2756308724832214,0.003,2.8020842276213602,1,,2.8020842276213602,,,,,,1201.871747990282,4.526228052638139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,28,2,12.0,3000,10,0.282691275167785,0.28569127516778503,0.003,3.012700284521336,1,,3.012700284521336,,,,,,1180.5747226671226,4.445677741216345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,29,2,12.0,3000,10,0.2927516778523489,0.2957516778523489,0.003,3.230947523981607,1,,3.230947523981607,,,,,,1160.375750334658,4.369262345811354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,30,2,12.0,3000,10,0.30281208053691255,0.30581208053691256,0.003,3.456825946002164,1,,3.456825946002164,,,,,,1141.1838346976745,4.296638903124276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,31,2,12.0,3000,10,0.3128724832214764,0.31587248322147643,0.003,3.6903355505830167,1,,3.6903355505830167,,,,,,1122.918201350415,4.227502981451718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,32,2,12.0,3000,10,0.3229328859060403,0.3259328859060403,0.003,3.9314763377241606,1,,3.9314763377241606,,,,,,1105.5068672407149,4.161583288018264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,33,2,12.0,3000,10,0.33299328859060395,0.33599328859060396,0.003,4.18024830742559,1,,4.18024830742559,,,,,,1088.8854474553477,4.098637170962091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,34,2,12.0,3000,10,0.3430536912751676,0.3460536912751676,0.003,4.436651459687309,1,,4.436651459687309,,,,,,1072.996154152015,4.038446845646731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,35,2,12.0,3000,10,0.3531140939597315,0.3561140939597315,0.003,4.700685794509325,1,,4.700685794509325,,,,,,1057.7869521101975,3.9808162114179146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,36,2,12.0,3000,10,0.36317449664429513,0.36617449664429513,0.003,4.972351311891625,1,,4.972351311891625,,,,,,1043.2108427473333,3.9255681525926382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,37,2,12.0,3000,10,0.373234899328859,0.376234899328859,0.003,5.251648011834224,1,,5.251648011834224,,,,,,1029.225254121902,3.872542239037519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,38,2,12.0,3000,10,0.3832953020134229,0.3862953020134229,0.003,5.538575894337111,1,,5.538575894337111,,,,,,1015.7915188636158,3.8215927581775198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,39,2,12.0,3000,10,0.39335570469798653,0.39635570469798653,0.003,5.833134959400284,1,,5.833134959400284,,,,,,1002.8744254433639,3.772587023473626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,40,2,12.0,3000,10,0.4034161073825504,0.4064161073825504,0.003,6.1353252070237545,1,,6.1353252070237545,,,,,,990.4418309030297,3.725403914595098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,41,2,12.0,3000,10,0.41347651006711383,0.41647651006711384,0.003,6.4451466372075,1,,6.4451466372075,,,,,,978.4643253387061,3.6799326126830345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
0,42,2,12.0,3000,10,0.42353691275167793,0.42653691275167793,0.003,6.762599249951561,1,,6.762599249951561,,,,,,966.9149401630474,3.63607150064284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,,
