row_i,col_j,solenoid_length_m,ri,rf,th,v,v_bore,b0,scan,je_tape,je_max,je_coil,stress,length_tape,j_crit,converged,f_tape_min,length_tape_km,pancake_length_m
0,0,18.0,1.0,1.002,0.002,56.548667764616276,56.548667764616276,1.9335629585903418,87.4379699090132,2236.915499493878,2236.915499493878,774.0841489764989,750.0000000000001,130588.1567709434,3728.192499156464,True,0.34604979452806434,130.5881567709434,29.019590393542977
0,1,18.0,1.0134228187919463,1.0154228187919463,0.002,58.0769412954829,58.0769412954829,1.9205774210597955,82.1866985679275,2238.511106793918,2238.511106793918,769.0123265627062,750.0,131378.46283893354,3730.85184465653,True,0.34353741834415796,131.37846283893353,29.195213964207454
0,2,18.0,1.0268456375838926,1.0288456375838926,0.002,59.62559180676106,59.62559180676106,1.907843504446631,77.31455539376155,2240.0782165306596,2240.0782165306596,764.0412134385838,750.0000000000001,132163.8308841377,3733.4636942177663,True,0.34107791763713463,132.1638308841377,29.369740196475043
0,3,18.0,1.0402684563758389,1.0422684563758389,0.002,61.19461929845078,61.19461929845078,1.895353057020239,72.78971033991182,2241.6176975812773,2241.6176975812773,759.167560997921,749.9999999999998,132944.3628248802,3736.029495968796,True,0.3386695072121658,132.9443628248802,29.543191738862266
0,4,18.0,1.0536912751677852,1.0556912751677852,0.002,62.78402377055207,62.78402377055207,1.883098291043591,68.58336971798852,2243.1303819685113,2243.1303819685113,754.3882655365838,750.0,133720.15729430216,3738.550636614186,True,0.3363104844911212,133.72015729430217,29.715590509844926
0,5,18.0,1.0671140939597314,1.0691140939597314,0.002,64.3938052230649,64.3938052230649,1.8710717621543467,64.66945271921658,2244.617066857031,2244.617066857031,749.700360047436,750.0000000000001,134491.30978716622,3741.0284447617187,True,0.3339992246860999,134.49130978716622,29.88695773048138
0,6,18.0,1.0805369127516777,1.0825369127516777,0.002,66.02396365598929,66.02396365598929,1.8592663501259223,61.024305915901365,2246.0785164223025,2246.0785164223025,745.101006567301,750.0000000000001,135257.91279658335,3743.464194037171,True,0.33173417630748975,135.25791279658335,30.0573139547963
0,7,18.0,1.0939597315436242,1.0959597315436242,0.002,67.67449906932525,67.67449906932525,1.8476752409663841,57.62645087193568,2247.515463593376,2247.515463593376,740.5874890443682,750.0000000000002,136020.055943967,3745.85910598896,True,0.3295138569860165,136.02005594396698,30.226679098659332
0,8,18.0,1.1073825503355705,1.1093825503355705,0.002,69.34541146307275,69.34541146307275,1.8362919101863124,54.45636068382681,2248.9286116870185,2248.9286116870185,736.1572066828654,749.9999999999999,136777.82610179103,3748.2143528116976,True,0.32733684958129555,136.77782610179102,30.395072467064672
0,9,18.0,1.1208053691275168,1.1228053691275168,0.002,71.03670083723182,71.03670083723182,1.825110107172935,51.496261831883174,2250.31863593786,2250.31863593786,731.8076677241677,749.9999999999999,137531.30750929264,3750.531059896434,True,0.32520179855292974,137.53130750929265,30.56251277984281
