row_i,col_j,solenoid_length_m,ri,rf,th,v,v_bore,valid,b0,scan,je_coil,je_tape,je_max,j_crit,je_mech,b0_mech,je_closed,stress,sigma_struct,util,f_struct,f_tape_min,f_tape_built,fill,n_tp,n_tot,pitch,i0,i_max,i_margin,length_tape,em_tot,em_dump,l_self,l_dump,r_ee,u_ee,tau_ee,miits,j_cu_max,j_cu,gamma_op,f_cu_req,f_cu_have,f_cu_add,t_cu_add,m_cu,n_eval,binding_code,feasible,converged,binding,length_tape_km,pancake_length_m
0,0,8.0,0.001,0.003,0.002,2.5132741228718343e-05,2.5132741228718343e-05,1,,,,,,,13152.73837598353,33.05643252887516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,1,8.0,0.016141414141414012,0.018141414141414014,0.002,0.006548216358802066,0.006548216358802066,1,,,,,,,5718.246427647893,14.37138866581122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,2,8.0,0.031282828282828135,0.033282828282828136,0.002,0.024595286237710224,0.024595286237710224,1,,,,,,,4228.959882666796,10.628189194193006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,3,8.0,0.04642424242424226,0.04842424242424226,0.002,0.05416634237795319,0.05416634237795319,1,,,,,,,3507.829006117367,8.815516216834787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,4,8.0,0.0615656565656566,0.0635656565656566,0.002,0.09526138477953164,0.09526138477953164,1,,,,,,,3062.467933137271,7.695879972674392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,5,8.0,0.0767070707070705,0.0787070707070705,0.002,0.14788041344244351,0.14788041344244351,1,,,,,,,2752.6356275319913,6.916822741497324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,6,8.0,0.09184848484848462,0.09384848484848463,0.002,0.21202342836669089,0.21202342836669089,1,,,,,,,2521.1414743488062,6.334613238581133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,7,8.0,0.10698989898989897,0.10898989898989897,0.002,0.28769042955227425,0.28769042955227425,1,,,,,,,2339.724268331213,5.8782265745619675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,8,8.0,0.12213131313131287,0.12413131313131287,0.002,0.37488141699919003,0.37488141699919003,1,,,,,,,2192.6041938221356,5.508006297532489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,9,8.0,0.1372727272727272,0.13927272727272721,0.002,0.47359639070744336,0.47359639070744336,1,,,,,,,2070.18681400005,5.199841023846825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,10,8.0,0.15241414141414134,0.15441414141414134,0.002,0.5838353506770301,0.5838353506770301,1,,,,,,,1966.258706905287,4.938116441409747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,11,8.0,0.16755555555555546,0.16955555555555546,0.002,0.7055982969079516,0.7055982969079516,1,,,,,,,1876.595290162254,4.712216480364216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,12,8.0,0.18269696969696958,0.18469696969696958,0.002,0.8388852294002082,0.8388852294002082,1,,,,,,,1798.2107071113273,4.514638131217492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,13,8.0,0.1978383838383837,0.1998383838383837,0.002,0.9836961481537992,0.9836961481537992,1,,,,,,,1728.9268266683202,4.339908265377576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,14,8.0,0.21297979797979782,0.21497979797979783,0.002,1.1400310531687252,1.1400310531687252,1,,,,,,,1667.1124074993213,4.183928113725103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,15,8.0,0.22812121212121195,0.23012121212121195,0.002,1.307889944444986,1.307889944444986,1,,,,,,,1611.5183340591457,4.043559192374952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,16,8.0,0.2432626262626263,0.2452626262626263,0.002,1.4872728219825841,1.4872728219825841,1,,,,,,,1561.1697243615693,3.91635215728053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,17,8.0,0.2584040404040404,0.2604040404040404,0.002,1.6781796857815148,1.6781796857815148,1,,,,,,,1515.2930770020394,3.8003637182353844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,18,8.0,0.27354545454545454,0.27554545454545454,0.002,1.8806105358417804,1.8806105358417804,1,,,,,,,1473.2657573764966,3.69402969457907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,19,8.0,0.28868686868686866,0.29068686868686866,0.002,2.0945653721633803,2.0945653721633803,1,,,,,,,1434.5801543884916,3.5960749397481564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
0,20,8.0,0.3038282828282828,0.3058282828282828,0.002,2.3200441947463153,2.3200441947463153,1,,,,,,,1398.817724379318,3.505448113552793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,none,,
