target_scan_yrs,6.0,7.0,8.0,9.0,10.0
1.5,,372.79412565931136,349.7956461225891,337.3754403421905,322.2445343712952
2.5,323.46455317492627,305.30661257750415,282.0732400910738,283.259312961964,270.50424388785376
3.5,283.6187786668313,266.1909895902802,256.7331441310795,245.369905418426,243.7779256987428
