candidate_rank,source_file,pareto_rank,row_i,col_j,solenoid_length_m,ri,rf,th,v,v_bore,valid,b0,scan,je_coil,je_tape,je_max,j_crit,je_mech,b0_mech,je_closed,stress,sigma_struct,util,f_struct,f_tape_min,f_tape_built,fill,n_tp,n_tot,pitch,i0,i_max,i_margin,length_tape,em_tot,em_dump,l_self,l_dump,r_ee,u_ee,tau_ee,miits,j_cu_max,j_cu,gamma_op,f_cu_req,f_cu_have,f_cu_add,t_cu_add,m_cu,n_eval,binding_code,feasible,converged,binding,length_tape_km,pancake_length_m,scan_error_yrs,abs_scan_error_yrs,target_scan_yrs,scan_margin_yrs,search_pool,pick_rule
2,thickness_grids_L10000mm.csv,22,51,97,10.0,1.4697171717171718,1.6038769513314968,0.1341597796143251,67.86055534552604,67.86055534552604,1,3.6804836966240546,3.6268559316121194,22.839332755667407,2042.746566025716,2042.7465660265584,3404.577610044264,75.84400800452993,12.222013573405713,23.506829093702983,68.01199849929473,556.5730658980129,0.7420974211973507,0.1221977897718775,0.0111806981519461,0.0111806981519507,0.8833925593040979,10.0,25000.0,13.4159779614325,1225.6479396154296,1225.647939615935,1.0000000000004123,241399.51792716148,221.90035399818012,221.90035399818012,295.431304246449,295.431304246449,4.0,4902.591758461718,73.85782606161224,55.47508849954503,26.01876879500217,26.01876879500217,2.4999999999999996e+16,0.8778022102281224,0.0055903490759753,0.8722118611521471,11.70157510691723,101888.08640255898,43.0,1,1,1,packing,241.39951792716147,96.5598071708646,0.1268559316121194,0.1268559316121194,3.5,0.25,pareto,closest
3,thickness_grids_L10000mm.csv,21,50,97,10.0,1.4697171717171718,1.5987450260177534,0.1290278543005815,67.86055534552604,67.86055534552604,1,3.6617552924123817,3.701626759084154,23.623459346278917,2032.0561804049264,2044.6334093906385,3407.7223489843977,77.46409637979116,12.007325461218842,23.623459346286847,69.75050147853251,746.2499999970719,0.9949999999960958,0.0934680086818173,0.0115538850327792,0.0116253967651482,0.9123446897007568,10.0,25000.0,12.90278543005816,1219.2337082429556,1226.780045634383,1.0061894100699549,240996.4574555508,218.90375059813204,218.90375059813204,294.5162594647663,294.5162594647663,4.0,4876.934832971822,73.62906486619157,54.72593764953301,26.059156844457508,26.059156844457508,2.5e+16,0.9065319913181826,0.0058126983825741,0.9007192929356085,11.62178776946186,101028.81747122204,43.0,0,1,1,mechanical,240.9964574555508,96.39858298222032,0.20162675908415384,0.20162675908415384,3.5,0.25,pareto,closest
0,thickness_grids_L6000mm.csv,40,92,99,6.0,1.5,1.9320655035200491,0.4320655035200491,42.411500823462205,42.411500823462205,1,6.003507359412608,2.454571020332832,12.740522175983845,1834.9133763582704,1834.9133763585896,3058.1889605976494,39.6291052881549,18.67377348888002,12.743050823372473,77.51882567180223,744.6796710597774,0.9929062280797032,0.1040968737087756,0.0069433916282563,0.0069433916282575,0.8993748221053531,20.0,30000.0,21.60327517600246,1100.9480258149622,1100.9480258151536,1.000000000000174,323464.55317492626,599.3510658606568,599.3510658606568,988.9575346221694,988.9575346221694,4.0,4403.792103259849,247.23938365554235,149.8377664651642,14.220870317448114,14.220870317448114,2.4999999999999996e+16,0.8959031262912244,0.0034716958141287,0.8924314304770956,19.2794417683102,224375.45476995132,43.0,0,1,1,mechanical,323.46455317492627,215.64303544995084,-0.04542897966716808,0.04542897966716808,2.5,0.25,pareto,closest
1,thickness_grids_L6000mm.csv,41,96,97,6.0,1.4697171717171718,1.939992653810836,0.470275482093664,40.71633320731563,40.71633320731563,1,6.247524839382938,2.397804460590817,12.162074057099735,1815.7222985591816,1815.7222985597425,3026.203830932904,37.85259524600693,19.444465468986863,12.25107711608378,77.42571573508226,692.6787011569589,0.923571601542612,0.1117772433391709,0.0066982016284906,0.0066982016284927,0.8915718574750755,21.0,31500.0,22.394070575888765,1089.433379135509,1089.4333791358454,1.0000000000003086,337425.45917067927,633.0381148177379,633.0381148177379,1066.7398029398032,1066.7398029398032,4.0,4357.733516542036,266.6849507349508,158.2595287044345,13.692594527550328,13.692594527550328,2.5e+16,0.8882227566608291,0.0033491008142463,0.8848736558465827,19.81592309977308,240547.46635206268,43.0,0,1,1,mechanical,337.4254591706793,224.95030611378616,-0.10219553940918313,0.10219553940918313,2.5,0.25,pareto,closest
2,thickness_grids_L6000mm.csv,39,92,98,6.0,1.484858585858586,1.916924089378635,0.4320655035200491,41.55959552054093,41.55959552054093,1,6.01381956764489,2.608366697548699,12.73482846802498,1834.0933580928895,1834.0933580932297,3056.8222634887156,39.753940140341115,18.773163981536097,12.853201334206164,76.9639065698491,679.2782838098882,0.9057043784131844,0.1133024688176094,0.0069433916282562,0.0069433916282575,0.8901692269965193,20.0,30000.0,21.60327517600246,1100.4560148557337,1100.4560148559376,1.0000000000001854,320610.4638490286,587.0974260723103,587.0974260723103,969.6048852938624,969.6048852938624,4.0,4401.824059422935,242.4012213234656,146.77435651807758,14.362088559154303,14.362088559154303,2.5e+16,0.8866975311823906,0.0034716958141287,0.8832258353682618,19.080570764015203,220110.5151775059,43.0,0,1,1,mechanical,320.6104638490286,213.74030923268572,0.10836669754869899,0.10836669754869899,2.5,0.25,pareto,closest
3,thickness_grids_L6000mm.csv,38,91,98,6.0,1.484858585858586,1.9076256504438325,0.4227670645852464,41.55959552054093,41.55959552054093,1,5.968437497077808,2.688608834257639,12.908056488556294,1819.0337170558296,1837.7081280014252,3062.846880002375,40.28502939866006,18.627024157122857,12.908056488564975,77.00086575691935,746.2499999946332,0.9949999999928444,0.1031837397085067,0.0070239970601829,0.0070961062280079,0.9003643134054973,20.0,30000.0,21.13835322926232,1091.4202302334977,1102.624876800855,1.010266115889166,319734.1066256057,575.0018369778404,575.0018369778404,965.4176376276318,965.4176376276318,4.0,4365.68092093399,241.35440940690796,143.7504592444601,14.393200770424002,14.393200770424002,2.4999999999999996e+16,0.8968162602914933,0.0035480531140039,0.8932682071774893,18.882218891787645,217235.89696154845,43.0,0,1,1,mechanical,319.7341066256057,213.15607108373715,0.18860883425763886,0.18860883425763886,2.5,0.25,pareto,closest
4,thickness_grids_L6000mm.csv,42,96,98,6.0,1.484858585858586,1.9551340679522495,0.470275482093664,41.55959552054093,41.55959552054093,1,6.225986925195222,2.2705831195838004,12.146408366989604,1813.3835080928727,1817.3984632338745,3028.997438723124,37.73625881763899,19.342792281125384,12.146408366996386,77.70327720814332,746.2499999955822,0.9949999999941096,0.104124994584393,0.0066834041145695,0.0066982016284927,0.8992241062298534,21.0,31500.0,22.394070575888755,1088.0301048557235,1090.4390779403248,1.002214068410286,340422.2529628718,643.9926459924507,643.9926459924507,1088.0004613193028,1088.0004613193028,4.0,4352.120419422894,272.0001153298257,160.9981614981127,13.558150739292856,13.558150739292856,2.5e+16,0.8958750054156069,0.0033491008142463,0.8925259046013606,19.987288098451824,244774.63141609597,43.0,0,1,1,mechanical,340.4222529628718,226.94816864191455,-0.22941688041619956,0.22941688041619956,2.5,0.25,pareto,closest
5,thickness_grids_L6000mm.csv,43,97,98,6.0,1.484858585858586,1.9649406183042548,0.4800820324456689,41.55959552054093,41.55959552054093,1,6.233363458885675,2.25985419267633,11.920870282258152,1816.8240106754504,1816.824010675804,3028.040017793007,37.256944970531066,19.481470217376668,12.094948428900365,76.78258109494212,646.3922165854707,0.8618562887806276,0.1187863639518149,0.0065613786542946,0.0065613786542958,0.8844943253753329,21.0,31500.0,22.861049164079475,1090.09440640527,1090.0944064054825,1.0000000000001947,341392.7108389737,649.3438261187293,649.3438261187293,1092.8900927518507,1092.8900927518507,4.0,4360.37762562108,273.2225231879627,162.3359565296823,13.52778690048132,13.52778690048132,2.5e+16,0.881213636048185,0.0032806893271479,0.877932946721037,20.070468257754793,246490.1741437329,43.0,1,1,1,packing,341.3927108389737,227.5951405593158,-0.2401458073236702,0.2401458073236702,2.5,0.25,pareto,closest
0,thickness_grids_L6000mm.csv,30,82,99,6.0,1.5,1.8436541169268443,0.3436541169268443,42.411500823462205,42.411500823462205,1,5.463336424449269,3.5790190793536203,14.484612530271209,1843.5913807843913,1879.0215436113,3131.7025726855,45.46863437311845,17.149954534266918,14.484612530278316,76.1116621784651,746.249999996039,0.9949999999947188,0.1019921771241126,0.0077085931130055,0.0078567369544266,0.9019361913531008,18.0,27000.0,19.091895384824685,1106.1548284706346,1127.41292616678,1.01921801283961,283618.7786668313,470.3036123616514,470.3036123616514,768.7346755654879,768.7346755654879,4.0,4424.619313882538,192.183668891372,117.57590309041284,16.129717538410695,16.129717538410695,2.5e+16,0.8980078228758873,0.0039283684772133,0.894079454398674,17.069671409100614,174273.8194424464,43.0,0,1,1,mechanical,283.6187786668313,189.07918577788757,0.07901907935362029,0.07901907935362029,3.5,0.25,pareto,closest
1,thickness_grids_L6000mm.csv,29,83,98,6.0,1.484858585858586,1.8368965411692688,0.3520379553106826,41.55959552054093,41.55959552054093,1,5.554367941605039,3.584525213787283,14.35313991167649,1871.4259358499055,1871.4259358513511,3119.043226418919,44.97457363116951,17.40422872636412,14.551105351294364,76.38727021744086,650.7792494996871,0.8677056659995829,0.1173781589934938,0.0076696275480156,0.0076696275480215,0.886456654780517,18.0,27000.0,19.557664183926818,1122.855561509943,1122.8555615108107,1.0000000000007727,281761.2406105633,476.7638217717561,476.7638217717561,756.2850218484672,756.2850218484672,4.0,4491.422246039772,189.0712554621168,119.19095544293904,16.261936023822784,16.261936023822784,2.5e+16,0.8826218410065062,0.0038348137740107,0.8787870272324955,17.187021567804496,174317.46706808967,43.0,1,1,1,packing,281.76124061056333,187.84082707370888,0.08452521378728317,0.08452521378728317,3.5,0.25,pareto,closest
2,thickness_grids_L6000mm.csv,31,83,99,6.0,1.5,1.8520379553106827,0.3520379553106826,42.411500823462205,42.411500823462205,1,5.544844007353888,3.373171801426477,14.35921055729297,1872.2174535055503,1872.2174535064016,3120.362422510669,44.82414489645868,17.308952342624266,14.422770642963156,76.96590217396252,712.644985232267,0.9501933136430228,0.1080003420621525,0.007669627548018,0.0076696275480215,0.8958344717118583,18.0,27000.0,19.557664183926818,1123.3304721033303,1123.3304721038407,1.0000000000004543,284329.9210038712,486.94883133643526,486.94883133643526,771.78839428887,771.78839428887,4.0,4493.321888413321,192.9470985722175,121.73720783410882,16.097775856202723,16.097775856202723,2.4999999999999996e+16,0.8919996579378474,0.0038348137740107,0.8881648441638367,17.37042976212601,177775.63475459637,43.0,0,1,1,mechanical,284.32992100387116,189.55328066924747,-0.12682819857352312,0.12682819857352312,3.5,0.25,pareto,closest
3,thickness_grids_L6000mm.csv,28,82,98,6.0,1.484858585858586,1.8285127027854304,0.3436541169268443,41.55959552054093,41.55959552054093,1,5.524016325922603,3.663957338543169,14.614234585298808,1860.089585545411,1873.950965760043,3123.2516096000713,45.622245872127344,17.244695885503585,14.614234585303384,76.95911954974692,746.2499999974957,0.994999999996661,0.1031277983919667,0.0077986216567686,0.0078567369544266,0.9008005700852466,18.0,27000.0,19.091895384824685,1116.0537513272463,1124.3705794560256,1.0074519960341413,281050.09827352344,469.1148719794299,469.1148719794299,753.2497110964091,753.2497110964091,4.0,4464.215005308985,188.31242777410228,117.27871799485747,16.29466780116101,16.29466780116101,2.5e+16,0.8968722016080333,0.0039283684772133,0.8929438331308199,17.047990246657964,172477.06440150333,43.0,0,1,1,mechanical,281.0500982735234,187.36673218234895,0.16395733854316896,0.16395733854316896,3.5,0.25,pareto,closest
4,thickness_grids_L6000mm.csv,32,86,97,6.0,1.4697171717171718,1.8475163758800124,0.3777992041628406,40.71633320731563,40.71633320731563,1,5.76200587205101,3.3139880927126817,13.870265444628096,1838.6579812308223,1854.3499470394495,3090.5832450657495,43.26113810568584,17.971604998598874,13.870265444632947,77.09654699759204,746.249999997209,0.9949999999962788,0.1033119557760541,0.0074798532320032,0.0075436897923468,0.9004598891201193,19.0,28500.0,19.884168640149507,1103.1947887384931,1112.6099682236695,1.0085344669692853,297009.80148612824,508.6483226798135,508.6483226798135,835.8786046298335,835.8786046298335,4.0,4412.779154953973,208.96965115745837,127.16208066995335,15.46832873926891,15.46832873926891,2.5e+16,0.8966880442239459,0.0037718448961734,0.8929161993277724,17.75489628895478,189796.2378296576,43.0,0,1,1,mechanical,297.00980148612825,198.0065343240855,-0.1860119072873183,0.1860119072873183,3.5,0.25,pareto,closest
0,thickness_grids_L7000mm.csv,56,94,97,7.0,1.4697171717171718,1.9206844199571471,0.4509672482399756,47.50238874186823,47.50238874186823,1,6.177571903758727,1.5004396360380026,12.115150694418553,1821.178723558188,1821.1787235593567,3035.297872598928,38.40897153864944,19.58491391598963,12.192650049227474,74.61970840047427,697.4535300723741,0.9299380400964988,0.1069887887623581,0.0066523677976757,0.00665236779768,0.8963373951364819,20.0,35000.0,22.548362411998777,1092.7072341349128,1092.707234135614,1.0000000000006417,372794.12565931136,648.7297551340813,648.7297551340813,1086.6412247427982,1086.6412247427982,4.0,4370.828936539651,271.66030618569954,162.18243878352033,13.566627766775657,13.566627766775657,2.5000000000000004e+16,0.8930112112376418,0.00332618389884,0.8896850273388018,20.060940428964347,269035.1213865278,43.0,0,1,1,mechanical,372.79412565931136,213.02521466246364,0.00043963603800256656,0.00043963603800256656,1.5,0.25,pareto,closest
1,thickness_grids_L7000mm.csv,55,90,99,7.0,1.5,1.9135702479338843,0.4135702479338843,49.48008429403925,49.48008429403925,1,5.92554730286041,1.5471269412145818,12.68767667469176,1841.1388028270992,1841.138802827776,3068.564671379627,40.24152208721972,18.794066776825048,12.707529977551047,74.55498221750244,733.6295889846862,0.978172785312915,0.1016248299372487,0.0068912113824362,0.0068912113824387,0.9018207757539708,19.0,33250.0,21.76685515441497,1104.6832816962592,1104.6832816966655,1.0000000000003677,356574.56984627416,611.824462597307,611.824462597307,1002.723677642479,1002.723677642479,4.0,4418.733126785037,250.68091941061977,152.95611564932676,14.122915567452212,14.122915567452212,2.5e+16,0.8983751700627512,0.0034456056912193,0.8949295643715319,19.47980220107882,249903.187368707,43.0,0,1,1,mechanical,356.57456984627413,203.7568970550138,0.04712694121458183,0.04712694121458183,1.5,0.25,pareto,closest
2,thickness_grids_L7000mm.csv,57,94,98,7.0,1.484858585858586,1.9358258340985617,0.4509672482399756,48.48619477396441,48.48619477396441,1,6.151252086633693,1.425476805657503,12.084016054311624,1816.4984892335335,1823.241026891104,3038.735044818507,38.28540692021616,19.48881796806048,12.08401605431724,74.71663695356227,746.2499999961874,0.9949999999949166,0.1001227965881996,0.0066277666397824,0.00665236779768,0.9032033873106404,20.0,35000.0,22.548362411998777,1089.89909354012,1093.9446161346625,1.003711832240728,376123.8965395253,658.7437314650302,658.7437314650302,1109.1081802117576,1109.1081802117576,4.0,4359.59637416048,277.2770450529394,164.68593286625756,13.42851670038557,13.42851670038557,2.4999999999999996e+16,0.8998772034118003,0.00332618389884,0.8965510195129603,20.215757308825214,273525.0991059576,43.0,0,1,1,mechanical,376.1238965395252,214.9279408797287,-0.0745231943424971,0.0745231943424971,1.5,0.25,pareto,closest
3,thickness_grids_L7000mm.csv,58,95,98,7.0,1.484858585858586,1.9454291398836856,0.4605705540250995,48.48619477396441,48.48619477396441,1,6.166613663536802,1.411325840216411,11.868127856076672,1822.0367406379837,1822.0367406393389,3036.7279010655648,37.789704247748816,19.63532154196209,12.03169108854244,73.9739330727614,648.3932690931686,0.8645243587908915,0.1140880644492501,0.0065136600110007,0.0065136600110056,0.8891687655562527,20.0,35000.0,23.028527701254973,1093.22204438279,1093.2220443836034,1.000000000000744,377179.83516119054,665.9374424695271,665.9374424695271,1114.4142802932445,1114.4142802932445,4.0,4372.88817753116,278.6035700733111,166.48436061738178,13.396509720459456,13.396509720459456,2.5e+16,0.8859119355507499,0.0032568300055028,0.8826551055452471,20.326247548702856,275786.6204800855,43.0,1,1,1,packing,377.1798351611905,215.53133437782316,-0.08867415978358895,0.08867415978358895,1.5,0.25,pareto,closest
4,thickness_grids_L7000mm.csv,59,94,99,7.0,1.5,1.9509672482399756,0.4509672482399756,49.48008429403925,49.48008429403925,1,6.086530030542447,1.389827017458776,11.97728364523051,1800.4542156264226,1828.3342043237335,3047.2236738728893,38.1633008749364,19.39355230452645,11.977283645236112,73.87305679190204,746.2499999961244,0.9949999999948328,0.0989923709109356,0.0065509268583971,0.00665236779768,0.9043338129879044,20.0,35000.0,22.548362411998777,1080.2725293758535,1097.00052259424,1.0154849750998032,379453.6674197392,660.399798642639,660.399798642639,1131.8014943838618,1131.8014943838618,4.0,4321.090117503414,282.95037359596546,165.09994966065975,13.29321002236104,13.29321002236104,2.5e+16,0.9010076290890644,0.00332618389884,0.8976814451902244,20.241246556675996,276293.2216265753,43.0,0,1,1,mechanical,379.4536674197392,216.8306670969938,-0.1101729825412241,0.1101729825412241,1.5,0.25,pareto,closest
5,thickness_grids_L7000mm.csv,54,90,98,7.0,1.484858585858586,1.8984288337924704,0.4135702479338843,48.48619477396441,48.48619477396441,1,5.9335366140560355,1.6464924750211822,12.683265555343564,1840.4986948542928,1840.4986948552637,3067.4978247587724,40.37401002260443,18.88793273940873,12.822079535832325,74.01498603588611,666.2359914820031,0.8883146553093375,0.1110942473570725,0.0068912113824351,0.0068912113824387,0.8923513583341469,19.0,33250.0,21.76685515441497,1104.2992169125755,1104.299216913158,1.0000000000005276,353411.287510071,598.9944395047809,598.9944395047809,982.3794252087114,982.3794252087114,4.0,4417.196867650302,245.59485630217785,149.74860987619522,14.268403053566937,14.268403053566937,2.5e+16,0.8889057526429275,0.0034456056912193,0.8854601469517082,19.273682763704823,245075.45707527103,43.0,1,1,1,packing,353.411287510071,201.949307148612,0.14649247502118223,0.14649247502118223,1.5,0.25,pareto,closest
6,thickness_grids_L7000mm.csv,60,95,99,7.0,1.5,1.9605705540250995,0.4605705540250995,49.48008429403925,49.48008429403925,1,6.158291066600584,1.326169330149659,11.872376337356604,1822.6889824302712,1822.688982430751,3037.8149707179177,37.67005521726054,19.539741491589,11.92601060835001,74.49790487372104,711.0076210294189,0.9480101613725586,0.1047779273671647,0.0065136600110039,0.0065136600110056,0.8984789026383381,20.0,35000.0,23.028527701254973,1093.6133894581626,1093.6133894584505,1.0000000000002631,380509.6060414044,680.0077956811831,680.0077956811831,1137.1460564693905,1137.1460564693905,4.0,4374.45355783265,284.28651411734756,170.00194892029575,13.26193432925544,13.26193432925544,2.4999999999999996e+16,0.8952220726328353,0.0032568300055028,0.8919652426273325,20.54064629840014,281145.1400143474,43.0,0,1,1,mechanical,380.5096060414044,217.43406059508823,-0.1738306698503409,0.1738306698503409,1.5,0.25,pareto,closest
7,thickness_grids_L7000mm.csv,53,89,98,7.0,1.484858585858586,1.8893336394245488,0.4044750535659627,48.48619477396441,48.48619477396441,1,5.895181983809078,1.6897614250158477,12.877988464651052,1827.6579207233624,1843.5761480601425,3072.6269134335707,40.92429403897035,18.733994177807368,12.877988464656823,74.26683806778367,746.2499999963081,0.9949999999950776,0.0995200510125977,0.0069853303744472,0.007046170029211,0.9040030340020078,19.0,33250.0,21.28816071399804,1096.5947524340174,1106.1456888360854,1.0087096316856057,352461.2220994139,587.9553638920773,587.9553638920773,977.8720336030282,977.8720336030282,4.0,4386.37900973607,244.46800840075704,146.98884097301934,14.301249549345838,14.301249549345838,2.5000000000000004e+16,0.9004799489874022,0.0035230850146055,0.8969568639727967,19.094561873776573,242153.93503227565,43.0,0,1,1,mechanical,352.46122209941393,201.40641262823652,0.1897614250158477,0.1897614250158477,1.5,0.25,pareto,closest
8,thickness_grids_L7000mm.csv,61,99,97,7.0,1.4697171717171718,1.969717171717172,0.5,47.50238874186823,47.50238874186823,1,6.405580189008561,1.2979437605269937,11.362205770858656,1803.52472553312,1803.52472553409,3005.874542556817,36.01518283573385,20.30399258106939,11.4636194910105,74.6475083296073,680.0383620628193,0.906717816083759,0.109769554916244,0.0062999999999966,0.0063,0.8933804450837559,21.0,36750.0,23.809523809523807,1082.114835319872,1082.114835320454,1.000000000000538,397094.83621953794,718.8301545161197,718.8301545161197,1227.7489764979923,1227.7489764979923,4.0,4328.4593412794875,306.93724412449814,179.70753862902993,12.76321859537129,12.76321859537129,2.499999999999999e+16,0.8902304450837559,0.00315,0.8870804450837559,21.120962978184664,301658.37891258067,43.0,1,1,1,packing,397.094836219538,226.9113349825931,-0.20205623947300633,0.20205623947300633,1.5,0.25,pareto,closest
9,thickness_grids_L7000mm.csv,62,98,98,7.0,1.484858585858586,1.9748487909397,0.4899902050811142,48.48619477396441,48.48619477396441,1,6.297883704479657,1.2972859349282848,11.4123045294135,1775.211884703317,1811.816369394425,3019.6939489907086,36.36116522492807,20.065920021303143,11.412304529416284,73.88093502023744,746.2499999979748,0.9949999999972998,0.0990029280005868,0.0062988196387848,0.0064286999359069,0.9042114219673668,21.0,36750.0,23.33286690862449,1065.1271308219902,1087.089821636655,1.0206197834785369,399435.4294856066,707.1360032900584,707.1360032900584,1246.6084057605892,1246.6084057605892,4.0,4260.508523287961,311.6521014401473,176.7840008225146,12.666305900515658,12.666305900515658,2.5000000000000004e+16,0.9009970719994131,0.0032143499679534,0.8977827220314597,20.947844766022666,300958.1219680179,43.0,0,1,1,mechanical,399.4354294856067,228.2488168489181,-0.2027140650717152,0.2027140650717152,1.5,0.25,pareto,closest
0,thickness_grids_L7000mm.csv,42,80,97,7.0,1.4697171717171718,1.7969084787266607,0.3271913070094889,47.50238874186823,47.50238874186823,1,5.45707403692116,2.464054903835523,14.64844456955045,1879.5465585753973,1879.5465585766792,3132.577597627799,46.632071808585614,17.3721289756217,14.80870742977619,74.00735198711594,666.2554724925088,0.8883406299900118,0.1110795408707852,0.0077936055921079,0.0077936055921132,0.8928172619252714,17.0,29750.0,19.24654747114641,1127.7279351452385,1127.7279351460077,1.000000000000682,305306.61257750413,468.3294375714572,468.3294375714572,736.5000411668295,736.5000411668295,4.0,4510.911740580954,184.12501029170735,117.0823593928643,16.47891486702876,16.47891486702876,2.5e+16,0.8889204591292148,0.0038968027960566,0.8850236563331582,17.033649814703693,187206.07971795715,43.0,1,1,1,packing,305.30661257750415,174.4609214728595,-0.035945096164477164,0.035945096164477164,2.5,0.25,pareto,closest
1,thickness_grids_L7000mm.csv,41,79,97,7.0,1.4697171717171718,1.7888295071931437,0.3191123354759718,47.50238874186823,47.50238874186823,1,5.40692349795267,2.556753534733617,14.874607308324284,1861.4394813518916,1883.7626178800565,3139.6043631334273,47.3256913492615,17.20290070918212,14.874607308324316,74.08978723795073,746.2499999999826,0.9949999999999768,0.0992827969687805,0.0078962217251469,0.007990916415677,0.904712661239058,17.0,29750.0,18.77131385152776,1116.8636888111348,1130.2575707280337,1.0119924052067233,304551.53265836096,457.38955186271977,457.38955186271977,733.3577611206408,733.3577611206408,4.0,4467.454755244539,183.3394402801602,114.34738796567994,16.51418143038256,16.514181430382557,2.4999999999999996e+16,0.9007172030312195,0.0039954582078385,0.896721744823381,16.832645309569273,184549.09464940996,43.0,0,1,1,mechanical,304.55153265836094,174.02944723334912,0.056753534733616995,0.056753534733616995,2.5,0.25,pareto,closest
2,thickness_grids_L7000mm.csv,40,79,96,7.0,1.4545757575757576,1.7736880930517294,0.3191123354759718,46.52866619775073,46.52866619775073,1,5.466276407591354,2.6224440525284725,15.013135406167152,1878.7751773643145,1878.7751773647635,3131.2919622746062,47.49647479484073,17.29344687773508,15.016415351238464,74.93441340006021,744.4679726670233,0.9926239635560312,0.1006549860454184,0.0079909164156751,0.0079909164156771,0.90334047216242,17.0,29750.0,18.77131385152775,1127.2651064185884,1127.2651064188583,1.0000000000002394,301721.2274101791,455.99700185903595,455.99700185903595,717.6948914560387,717.6948914560387,4.0,4509.060425674354,179.42372286400968,113.99925046475896,16.693410396697146,16.693410396697143,2.5e+16,0.8993450139545816,0.0039954582078385,0.895349555746743,16.806887517748052,182555.47781114196,43.0,0,1,1,mechanical,301.7212274101791,172.41212994867377,0.12244405252847246,0.12244405252847246,2.5,0.25,pareto,closest
3,thickness_grids_L7000mm.csv,39,76,99,7.0,1.5,1.7954851545760635,0.2954851545760637,49.48008429403925,49.48008429403925,1,5.1899987731898385,2.6288802618841896,15.450445038192264,1902.2404751580077,1902.240475158544,3170.4007919309065,49.1538318111577,16.511390200533434,15.545562959486109,74.10175470579236,698.8832497012681,0.9318443329350242,0.106028803433859,0.0081222354586396,0.0081222354586419,0.898032314295462,16.0,28000.0,18.467822161003983,1141.3442850948045,1141.3442850951262,1.000000000000282,289886.0146456508,436.11236735023033,436.11236735023033,669.568572731835,669.568572731835,4.0,4565.377140379218,167.39214318295876,109.02809183755758,17.28293383225256,17.28293383225256,2.5e+16,0.893971196566141,0.0040611177293209,0.88991007883682,16.434701075243424,171527.78308532902,43.0,0,1,1,mechanical,289.8860146456508,165.6491512260862,0.12888026188418955,0.12888026188418955,2.5,0.25,pareto,closest
4,thickness_grids_L7000mm.csv,43,80,98,7.0,1.484858585858586,1.8120498928680748,0.3271913070094889,48.48619477396441,48.48619477396441,1,5.449794012986465,2.313629998784331,14.65320439004294,1880.1572926491497,1880.1572926501967,3133.595487750328,46.46702341221605,17.281933647583195,14.670877627887528,74.58247162978267,736.4846219981415,0.981979495997522,0.1012681995008049,0.0077936055921089,0.0077936055921132,0.9026286032952516,17.0,29750.0,19.24654747114641,1128.0943755894896,1128.094375590118,1.000000000000557,308136.91782568593,478.7247388781837,478.7247388781837,752.358788970139,752.358788970139,4.0,4512.377502357958,188.08969724253475,119.68118471954593,16.304312790427474,16.304312790427474,2.5e+16,0.8987318004991951,0.0038968027960566,0.8948349977031385,17.222484262136643,191026.96656236373,43.0,0,1,1,mechanical,308.13691782568594,176.07823875753482,-0.18637000121566905,0.18637000121566905,2.5,0.25,pareto,closest
0,thickness_grids_L7000mm.csv,31,71,98,7.0,1.484858585858586,1.7429975512702789,0.2581389654116927,48.48619477396441,48.48619477396441,1,4.939768892920066,3.4275810484959988,16.770519782754505,1924.0553893940332,1924.0553893947592,3206.758982324599,53.34164053460899,15.711819312907858,16.916263250301835,74.1347066071954,681.2479873060611,0.9083306497414148,0.1088219091851632,0.0087162354447758,0.008716235444779,0.8955362085372263,15.0,26250.0,17.20926436077952,1154.43323363642,1154.4332336368554,1.0000000000003773,266190.9895902802,376.33412159824326,376.33412159824326,564.7626289816234,564.7626289816234,4.0,4617.73293454568,141.19065724540584,94.0835303995608,18.81837082352485,18.81837082352485,2.5e+16,0.8911780908148368,0.0043581177223895,0.8868199730924472,15.261519357367304,146314.76660355393,43.0,1,1,1,packing,266.1909895902802,152.10913690873156,-0.07241895150400124,0.07241895150400124,3.5,0.25,pareto,closest
1,thickness_grids_L7000mm.csv,30,70,98,7.0,1.484858585858586,1.7358331802877258,0.2509745944291399,48.48619477396441,48.48619477396441,1,4.868180641935341,3.633687009841201,16.992588741130785,1895.4258078250969,1930.3977260378133,3217.329543396356,54.2090034180131,15.530254105391638,16.992588741139386,73.69491294308294,746.2499999957903,0.9949999999943872,0.0987536521855928,0.008802636115827,0.0089650508455558,0.9057288732371852,15.0,26250.0,16.73163962860933,1137.2554846950582,1158.238635622688,1.01845069222353,265600.16679006274,363.8178661669466,363.8178661669466,562.5976814117797,562.5976814117797,4.0,4549.021938780233,140.64942035294493,90.95446654173664,18.85454380185744,18.85454380185744,2.5000000000000004e+16,0.9012463478144072,0.0044825254227779,0.8967638223916292,15.004329108230962,143541.7921720255,43.0,0,1,1,mechanical,265.60016679006276,151.77152388003586,0.13368700984120085,0.13368700984120085,3.5,0.25,pareto,closest
