candidate_rank,source_file,pareto_rank,row_i,col_j,solenoid_length_m,ri,rf,th,v,b0,v_bore,scan,je_coil,je_tape,je_max,j_crit,stress,f_tape_min,length_tape,converged,length_tape_km,pancake_length_m,scan_error_yrs,abs_scan_error_yrs,target_scan_yrs,scan_margin_yrs,search_pool,pick_rule
4,thickness_grids_L3000mm.csv,70,67,98,3.0,1.484858585858586,1.7149498010407105,0.2300912151821243,20.779797760270466,12.13943438238106,20.779797760270466,1.5834696112654925,61.367357921116536,1456.3859045413878,1456.3859045413878,2427.309840902313,750.0,0.0421367425554979,487309.46407990967,1,487.3094640799097,649.7459521065463,0.08346961126549246,0.08346961126549246,1.5,0.25,pareto,closest
5,thickness_grids_L3000mm.csv,69,66,99,3.0,1.5,1.7233333333333334,0.2233333333333333,21.205750411731103,11.892169459934916,21.205750411731103,1.606884842555031,62.18005099966455,1468.3414579056378,1468.3414579056378,2447.235763176063,750.0,0.04234713299477,478853.490242105,1,478.85349024210495,638.4713203228066,0.10688484255503106,0.10688484255503106,1.5,0.25,pareto,closest
6,thickness_grids_L3000mm.csv,75,69,99,3.0,1.5,1.7439118457300276,0.2439118457300275,21.205750411731103,12.325869875573895,21.205750411731103,1.3923832701472694,59.20940164276575,1447.51184023744,1447.51184023744,2412.5197337290665,750.0000000000001,0.0409042606746853,508382.2286448359,1,508.3822286448359,677.8429715264479,-0.10761672985273063,0.10761672985273063,1.5,0.25,pareto,closest
7,thickness_grids_L3000mm.csv,76,70,98,3.0,1.484858585858586,1.7358331802877258,0.2509745944291399,20.779797760270466,12.572145685267213,20.779797760270466,1.3764673715736284,58.465952383404506,1435.9697947959182,1435.9697947959182,2393.2829913265305,750.0,0.0407153079370403,516959.5050801739,1,516.9595050801739,689.2793401068985,-0.12353262842637158,0.12353262842637158,1.5,0.25,pareto,closest
8,thickness_grids_L3000mm.csv,68,66,98,3.0,1.484858585858586,1.7081919191919193,0.2233333333333333,20.779797760270466,11.992631112729512,20.779797760270466,1.6624386993058533,62.39057101315825,1463.4581061339547,1463.4581061339547,2439.0968435565915,750.0,0.0426322904302171,477548.9326953852,1,477.5489326953852,636.7319102605136,0.1624386993058533,0.1624386993058533,1.5,0.25,pareto,closest
9,thickness_grids_L3000mm.csv,77,70,99,3.0,1.5,1.75097459442914,0.2509745944291399,21.205750411731103,12.467899231432012,21.205750411731103,1.3300132775300804,58.27345253258745,1440.830691177231,1440.830691177231,2401.3844852953853,750.0000000000001,0.0404443442865414,518347.50497505045,1,518.3475049750505,691.1300066334006,-0.16998672246991964,0.16998672246991964,1.5,0.25,pareto,closest
10,thickness_grids_L3000mm.csv,78,71,98,3.0,1.484858585858586,1.7429975512702789,0.2581389654116927,20.779797760270466,12.713792323552909,20.779797760270466,1.3161430314878786,57.55107982486357,1429.4223783410555,1429.4223783410555,2382.3706305684263,750.0,0.0402617733546718,526963.472435431,1,526.963472435431,702.6179632472413,-0.1838569685121214,0.1838569685121214,1.5,0.25,pareto,closest
11,thickness_grids_L3000mm.csv,67,65,99,3.0,1.5,1.7166770737679828,0.2166770737679828,21.205750411731103,11.74509106022195,21.205750411731103,1.6888985304707564,63.22855986547502,1475.5557249734711,1475.5557249734711,2459.259541622452,750.0000000000001,0.0428506757117639,469135.1538001757,1,469.13515380017566,625.5135384002342,0.18889853047075644,0.18889853047075644,1.5,0.25,pareto,closest
12,thickness_grids_L3000mm.csv,79,71,99,3.0,1.5,1.7581389654116928,0.2581389654116927,21.205750411731103,12.608648137127672,21.205750411731103,1.2716131478815316,57.36279121641932,1434.276226734795,1434.276226734795,2390.460377891325,749.9999999999999,0.0399942424947032,528372.8838319773,1,528.3728838319772,704.4971784426364,-0.22838685211846843,0.22838685211846843,1.5,0.25,pareto,closest
13,thickness_grids_L3000mm.csv,80,72,98,3.0,1.484858585858586,1.7502635445362718,0.2654049586776859,20.779797760270466,12.854132790079696,20.779797760270466,1.2595993056894974,56.660586771874435,1422.9996561629616,1422.9996561629616,2371.666093604936,750.0000000000001,0.0398177093904973,537026.6805723066,1,537.0266805723066,716.0355740964088,-0.2404006943105026,0.2404006943105026,1.5,0.25,pareto,closest
14,thickness_grids_L3000mm.csv,66,65,98,3.0,1.484858585858586,1.7015356596265687,0.2166770737679828,20.779797760270466,11.844558136736044,20.779797760270466,1.7471415223188531,63.44390292178521,1470.6683254521697,1470.6683254521697,2451.1138757536164,749.9999999999999,0.0431395045529921,467850.93411429954,1,467.85093411429955,623.8012454857327,0.2471415223188531,0.2471415223188531,1.5,0.25,pareto,closest
0,thickness_grids_L3000mm.csv,53,58,99,3.0,1.5,1.6729286807468626,0.1729286807468625,21.205750411731103,10.68133009291918,21.205750411731103,2.469037945020551,71.53318999433452,1530.148717725491,1530.148717725491,2550.2478628758186,749.9999999999999,0.0467491748780248,402922.1713626894,1,402.9221713626894,537.2295618169192,-0.03096205497944915,0.03096205497944915,2.5,0.25,pareto,closest
1,thickness_grids_L3000mm.csv,52,58,98,3.0,1.484858585858586,1.6577872666054485,0.1729286807468625,20.779797760270466,10.773298711292208,20.779797760270466,2.5527526408952745,71.78651560619397,1525.2539026929787,1525.2539026929787,2542.089837821631,750.0000000000001,0.047065288919732,401775.1548232293,1,401.7751548232293,535.7002064309723,0.05275264089527454,0.05275264089527454,2.5,0.25,pareto,closest
2,thickness_grids_L3000mm.csv,54,59,98,3.0,1.484858585858586,1.6637321701867158,0.1788735843281298,20.779797760270466,10.929984496447869,20.779797760270466,2.4094912706281786,70.47897776516209,1516.9933405587528,1516.9933405587528,2528.322234264588,750.0,0.0464596487544253,411015.5234280898,1,411.0155234280898,548.0206979041197,-0.09050872937182142,0.09050872937182142,2.5,0.25,pareto,closest
3,thickness_grids_L3000mm.csv,51,57,99,3.0,1.5,1.6670853994490358,0.1670853994490358,21.205750411731103,10.524606554546548,21.205750411731103,2.6194229791720702,72.8784134119562,1538.569929981582,1538.569929981582,2564.28321663597,750.0,0.0473676314555482,393731.1918646641,1,393.7311918646641,524.9749224862188,0.11942297917207023,0.11942297917207023,2.5,0.25,pareto,closest
4,thickness_grids_L3000mm.csv,55,59,99,3.0,1.5,1.6788735843281295,0.1788735843281298,21.205750411731103,10.83688771604658,21.205750411731103,2.330294534371247,70.23157918742183,1521.8895734866317,1521.8895734866317,2536.4826224777194,750.0,0.0461476183364093,412181.6337106803,1,412.1816337106803,549.5755116142404,-0.16970546562875288,0.16970546562875288,2.5,0.25,pareto,closest
5,thickness_grids_L3000mm.csv,50,57,98,3.0,1.484858585858586,1.6519439853076217,0.1670853994490358,20.779797760270466,10.61542828418964,20.779797760270466,2.7080299194270876,73.13785442587032,1533.6774571416136,1533.6774571416136,2556.1290952360227,749.9999999999997,0.0476878981856985,392603.1187071307,1,392.6031187071307,523.470824942841,0.2080299194270876,0.2080299194270876,2.5,0.25,pareto,closest
6,thickness_grids_L3000mm.csv,56,60,98,3.0,1.484858585858586,1.6697786960514234,0.1849201101928375,20.779797760270466,11.085473092517688,20.779797760270466,2.277123642146711,69.21312367411049,1508.8923760452649,1508.8923760452649,2514.8206267421083,750.0000000000001,0.045870152684789,420323.4671893025,1,420.3234671893025,560.4312895857366,-0.22287635785328908,0.22287635785328908,2.5,0.25,pareto,closest
0,thickness_grids_L3000mm.csv,42,53,98,3.0,1.484858585858586,1.6295870829507193,0.1447284970921334,20.779797760270466,9.972371535231757,20.779797760270466,3.477040420038118,79.02898204855256,1569.0724674650053,1569.0724674650053,2615.120779108342,750.0000000000001,0.0503666871270973,356613.74186541623,1,356.6137418654162,475.4849891538883,-0.022959579961881804,0.022959579961881804,3.5,0.25,pareto,closest
1,thickness_grids_L3000mm.csv,41,52,99,3.0,1.5,1.639393327211509,0.139393327211509,21.205750411731103,9.723975769961893,21.205750411731103,3.5946253996920663,80.34351023710745,1583.230324341537,1583.230324341537,2638.717207235895,750.0000000000003,0.0507465711096218,348830.37523800385,1,348.83037523800385,465.1071669840051,0.09462539969206629,0.09462539969206629,3.5,0.25,pareto,closest
2,thickness_grids_L3000mm.csv,43,53,99,3.0,1.5,1.6447284970921334,0.1447284970921334,21.205750411731103,9.886322071967763,21.205750411731103,3.3642641858906406,78.7430002215523,1573.945492433235,1573.945492433235,2623.2424873887244,750.0000000000002,0.0500290515777772,357667.3980828478,1,357.6673980828478,476.88986411046375,-0.13573581410935942,0.13573581410935942,3.5,0.25,pareto,closest
3,thickness_grids_L3000mm.csv,40,52,98,3.0,1.484858585858586,1.624251913070095,0.139393327211509,20.779797760270466,9.808786722089629,20.779797760270466,3.7148593452050305,80.6367023157543,1578.3649059910513,1578.3649059910513,2630.6081766517523,749.9999999999998,0.051088757745233,347795.02188151376,1,347.7950218815138,463.72669584201833,0.21485934520503047,0.21485934520503047,3.5,0.25,pareto,closest
4,thickness_grids_L3000mm.csv,44,54,98,3.0,1.484858585858586,1.6350238751147843,0.1501652892561983,20.779797760270466,10.134843343451406,20.779797760270466,3.2593828837204737,77.47812966413385,1559.9612907794965,1559.9612907794965,2599.935484632494,750.0000000000001,0.0496667001431931,365504.7060449039,1,365.5047060449039,487.33960805987186,-0.2406171162795263,0.2406171162795263,3.5,0.25,pareto,closest
0,thickness_grids_L4000mm.csv,64,46,98,4.0,1.484858585858586,1.594374961738598,0.1095163758800122,27.706397013693948,9.725169207365148,27.706397013693948,1.4735077362031606,89.17812060753805,1583.1616310657566,1583.1616310657566,2638.6027184429277,750.0,0.0563291320719444,397844.50737026933,1,397.84450737026935,397.84450737026935,-0.026492263796839444,0.026492263796839444,1.5,0.25,pareto,closest
1,thickness_grids_L4000mm.csv,63,46,97,4.0,1.4697171717171718,1.579233547597184,0.1095163758800122,27.144222138210417,9.798822245002071,27.144222138210417,1.530809241951663,89.525806186455,1578.9348444448735,1578.9348444448735,2631.558074074789,749.9999999999999,0.0567001269884133,396526.4060064301,1,396.5264060064301,396.5264060064301,0.030809241951663013,0.030809241951663013,1.5,0.25,pareto,closest
2,thickness_grids_L4000mm.csv,62,45,99,4.0,1.5,1.604892561983471,0.104892561983471,28.274333882308134,9.46389692751026,28.274333882308134,1.535630214741151,90.88946071695494,1598.3579877886427,1598.3579877886427,2663.929979647738,750.0000000000003,0.0568642703395264,387872.8261082816,1,387.8728261082816,387.8728261082816,0.03563021474115091,0.03563021474115091,1.5,0.25,pareto,closest
3,thickness_grids_L4000mm.csv,65,46,99,4.0,1.5,1.6095163758800122,0.1095163758800122,28.274333882308134,9.652367882327068,28.274333882308134,1.4191594446185274,88.83534853237599,1587.3640232498362,1587.3640232498362,2645.6067054163937,750.0000000000001,0.0559640682485054,399153.3726243134,1,399.1533726243134,399.1533726243134,-0.08084055538147261,0.08084055538147261,1.5,0.25,pareto,closest
4,thickness_grids_L4000mm.csv,66,47,97,4.0,1.4697171717171718,1.5839589837771657,0.1142418120599939,27.144222138210417,9.988835453920654,27.144222138210417,1.4176112696295242,87.53671060429396,1568.1438783240746,1568.1438783240746,2613.573130540125,750.0000000000002,0.0558218616380068,407859.8832812316,1,407.8598832812317,407.8598832812317,-0.08238873037047578,0.08238873037047578,1.5,0.25,pareto,closest
5,thickness_grids_L4000mm.csv,61,45,98,4.0,1.484858585858586,1.589751147842057,0.104892561983471,27.706397013693948,9.53541059031337,27.706397013693948,1.5943493622076492,91.24155795296367,1594.1667979107233,1594.1667979107233,2656.944663184539,750.0000000000001,0.0572346369730837,386591.44310054195,1,386.59144310054194,386.59144310054194,0.09434936220764922,0.09434936220764922,1.5,0.25,pareto,closest
6,thickness_grids_L4000mm.csv,67,47,98,4.0,1.484858585858586,1.5991003979185798,0.1142418120599939,27.706397013693948,9.913898259438666,27.706397013693948,1.3644676857147315,87.19813720354495,1572.3802251822617,1572.3802251822617,2620.6337086371027,750.0,0.0554561395564723,409205.93507840135,1,409.20593507840135,409.20593507840135,-0.13553231428526846,0.13553231428526846,1.5,0.25,pareto,closest
7,thickness_grids_L4000mm.csv,60,45,97,4.0,1.4697171717171718,1.5746097337006428,0.104892561983471,27.144222138210417,9.60776364361253,27.144222138210417,1.6562555659256573,91.5987203879716,1589.9508834852345,1589.9508834852345,2649.9181391420575,750.0,0.0576110377618606,385301.13740114233,1,385.30113740114234,385.30113740114234,0.15625556592565726,0.15625556592565726,1.5,0.25,pareto,closest
8,thickness_grids_L4000mm.csv,59,44,99,4.0,1.5,1.6003703703703704,0.1003703703703703,28.274333882308134,9.274434928551289,28.274333882308134,1.6650099053954457,93.03208565799824,1609.579608999247,1609.579608999247,2682.632681665412,750.0000000000002,0.0577989961713299,376702.076316488,1,376.7020763164881,376.7020763164881,0.1650099053954457,0.1650099053954457,1.5,0.25,pareto,closest
9,thickness_grids_L4000mm.csv,68,47,99,4.0,1.5,1.614241812059994,0.1142418120599939,28.274333882308134,9.839824769773626,28.274333882308134,1.3140660573394334,86.86433135243703,1576.592512100283,1576.592512100283,2627.6541868338054,750.0000000000001,0.0550962475628653,410542.4307846288,1,410.5424307846288,410.5424307846288,-0.18593394266056662,0.18593394266056662,1.5,0.25,pareto,closest
10,thickness_grids_L4000mm.csv,58,44,98,4.0,1.484858585858586,1.5852289562289563,0.1003703703703703,27.706397013693948,9.344645678215471,27.706397013693948,1.7285809806657302,93.39388984996503,1605.4009902480673,1605.4009902480673,2675.668317080112,750.0000000000001,0.0581748051840517,375448.0364010276,1,375.4480364010276,375.4480364010276,0.22858098066573018,0.22858098066573018,1.5,0.25,pareto,closest
11,thickness_grids_L4000mm.csv,69,48,98,4.0,1.484858585858586,1.6039274563820018,0.119068870523416,27.706397013693948,10.101575353794468,27.706397013693948,1.26585701935631,85.29660067794029,1561.817445680152,1561.817445680152,2603.029076133587,749.9999999999998,0.0546136815886281,420674.4423220002,1,420.67444232200023,420.67444232200023,-0.2341429806436901,0.2341429806436901,1.5,0.25,pareto,closest
0,thickness_grids_L4000mm.csv,45,40,97,4.0,1.4697171717171718,1.553014998469544,0.0832978267523722,27.144222138210417,8.637647040805977,27.144222138210417,2.535331656448902,103.42989075370716,1648.5982607755554,1648.5982607755554,2747.663767959259,750.0000000000003,0.0627380807165539,330843.9377135695,1,330.8439377135695,330.8439377135695,0.03533165644890213,0.03533165644890213,2.5,0.25,pareto,closest
1,thickness_grids_L4000mm.csv,46,40,98,4.0,1.484858585858586,1.5681564126109582,0.0832978267523722,27.706397013693948,8.572022115845598,27.706397013693948,2.441225817087796,103.0189843831908,1652.7378646753284,1652.7378646753284,2754.563107792214,750.0,0.0623323193502487,331997.26753411104,1,331.997267534111,331.997267534111,-0.058774182912204154,0.058774182912204154,2.5,0.25,pareto,closest
2,thickness_grids_L4000mm.csv,44,39,99,4.0,1.5,1.5792837465564735,0.0792837465564738,28.274333882308134,8.313132351755215,28.274333882308134,2.579335739952046,105.29924494299637,1669.2935785939037,1669.2935785939037,2782.1559643231726,750.0000000000001,0.0630801234086655,322541.0698591715,1,322.5410698591715,322.5410698591715,0.07933573995204579,0.07933573995204579,2.5,0.25,pareto,closest
3,thickness_grids_L4000mm.csv,47,40,99,4.0,1.5,1.5832978267523723,0.0832978267523722,28.274333882308134,8.507170140423982,28.274333882308134,2.3519396888111705,102.6140013786314,1656.8511836973155,1656.8511836973155,2761.418639495526,750.0000000000001,0.061933143053708,333143.1454056312,1,333.14314540563123,333.14314540563123,-0.14806031118882945,0.14806031118882945,2.5,0.25,pareto,closest
4,thickness_grids_L4000mm.csv,43,39,98,4.0,1.484858585858586,1.5641423324150596,0.0792837465564738,27.706397013693948,8.37660932005977,27.706397013693948,2.6771212592211446,105.71626624897286,1665.2006974228736,1665.2006974228736,2775.3344957047893,750.0000000000003,0.0634856005120483,321421.9749972852,1,321.4219749972852,321.4219749972852,0.17712125922114463,0.17712125922114463,2.5,0.25,pareto,closest
5,thickness_grids_L4000mm.csv,48,41,97,4.0,1.4697171717171718,1.5571307009488828,0.087413529231711,27.144222138210417,8.833560136528126,27.144222138210417,2.317786951166548,100.84541456413572,1636.374297662617,1636.374297662617,2727.290496104362,750.0000000000002,0.0616273518278687,341508.38299631485,1,341.5083829963148,341.5083829963148,-0.1822130488334519,0.1822130488334519,2.5,0.25,pareto,closest
0,thickness_grids_L4000mm.csv,35,36,99,4.0,1.5,1.5678512396694215,0.0678512396694214,28.274333882308134,7.7261553661479185,28.274333882308134,3.457107678185136,114.19610597596277,1708.2141737938905,1708.2141737938907,2847.023622989818,750.0000000000001,0.0668511640565168,291447.05493518396,1,291.447054935184,291.447054935184,-0.0428923218148638,0.0428923218148638,3.5,0.25,pareto,closest
1,thickness_grids_L4000mm.csv,34,36,98,4.0,1.484858585858586,1.5527098255280074,0.0678512396694214,27.706397013693948,7.785427793261027,27.706397013693948,3.587659028886523,114.65284229408594,1704.1937486144352,1704.1937486144352,2840.322914357392,750.0000000000003,0.0672768823306049,290407.8328321751,1,290.4078328321751,290.4078328321751,0.08765902888652288,0.08765902888652288,3.5,0.25,pareto,closest
2,thickness_grids_L4000mm.csv,36,37,97,4.0,1.4697171717171718,1.5412776247321702,0.0715604530149984,27.144222138210417,8.044696327427852,27.144222138210417,3.3695970835344973,111.97182492189928,1686.8488100832467,1686.8488100832467,2811.4146834720777,750.0,0.0663792891529937,299553.4302281199,1,299.5534302281199,299.5534302281199,-0.13040291646550273,0.13040291646550273,3.5,0.25,pareto,closest
3,thickness_grids_L4000mm.csv,33,36,97,4.0,1.4697171717171718,1.5375684113865933,0.0678512396694214,27.144222138210417,7.845414476992289,27.144222138210417,3.7252294123599783,115.1163381028064,1700.145949772267,1700.145949772267,2833.576582953778,749.9999999999999,0.0677096799355526,289362.2239478084,1,289.3622239478084,289.3622239478084,0.2252294123599783,0.2252294123599783,3.5,0.25,pareto,closest
0,thickness_grids_L5000mm.csv,55,35,99,5.0,1.5,1.564243648607285,0.0642436486072849,35.34291735288517,7.940714222002546,35.34291735288517,1.4726346425505883,115.3624751857303,1693.758464645547,1693.7584646455468,2822.930774409245,750.0,0.0681103460698407,351022.7030314964,1,351.0227030314964,280.8181624251971,-0.02736535744941171,0.02736535744941171,1.5,0.25,pareto,closest
1,thickness_grids_L5000mm.csv,54,35,98,5.0,1.484858585858586,1.549102234465871,0.0642436486072849,34.632996267117434,7.994947873920367,34.632996267117434,1.5333636467384224,115.83812834431396,1690.146885306175,1690.146885306175,2816.911475510291,749.9999999999999,0.06853731433131,349732.4055943594,1,349.73240559435936,279.7859244754875,0.0333636467384224,0.0333636467384224,1.5,0.25,pareto,closest
2,thickness_grids_L5000mm.csv,56,36,97,5.0,1.4697171717171718,1.5375684113865933,0.0678512396694214,33.93027767276302,8.261014837358426,33.93027767276302,1.4402888806880592,113.06196706014534,1672.6705630445106,1672.6705630445106,2787.784271740851,750.0000000000002,0.0675936849479527,361083.1387030586,1,361.0831387030586,288.86651096244685,-0.05971111931194084,0.05971111931194084,1.5,0.25,pareto,closest
