source_file,pareto_rank,solenoid_length_m,length_tape_km,scan,row_i,col_j,ri,rf,th,v,b0,v_bore,je_coil,je_tape,je_max,j_crit,stress,f_tape_min,length_tape,converged,pancake_length_m
thickness_grids_L3000mm.csv,7,3.0,255.79353411212043,8.64757004876595,41,98,1.484858585858586,1.572272115090297,0.087413529231711,20.779797760270466,7.941039624238985,20.779797760270466,103.2102745784837,1693.7367446558103,1693.7367446558103,2822.8945744263506,749.9999999999998,0.0609364323612506,255793.53411212043,1,341.05804548282725
thickness_grids_L3000mm.csv,8,3.0,256.63272300362945,8.373618579983862,41,99,1.5,1.587413529231711,0.087413529231711,21.205750411731103,7.87098317379139,21.205750411731103,102.817156222751,1698.4270202977868,1698.4270202977868,2830.7117004963116,750.0000000000002,0.06053669365477,256632.72300362945,1,342.17696400483925
thickness_grids_L3000mm.csv,9,3.0,262.90092971940516,8.191221286437404,42,97,1.4697171717171718,1.561348025711662,0.0916308539944903,20.358166603657818,8.188089809990418,20.358166603657818,101.08281200758886,1677.4210252922414,1677.4210252922414,2795.7017088204025,750.0000000000002,0.0602608471477684,262900.92971940513,1,350.53457295920686
thickness_grids_L3000mm.csv,10,3.0,263.76257612367186,7.92707224186203,42,98,1.484858585858586,1.5764894398530762,0.0916308539944903,20.779797760270466,8.115638266016184,20.779797760270466,100.69519739411528,1682.1700549069433,1682.1700549069433,2803.616758178239,750.0000000000001,0.0598602959911123,263762.57612367184,1,351.68343483156247
thickness_grids_L3000mm.csv,11,3.0,264.61935584020983,7.675496362336356,42,99,1.5,1.5916308539944903,0.0916308539944903,21.205750411731103,8.044159257562923,21.205750411731103,100.31310429381224,1686.8843397654102,1686.8843397654102,2811.4738996090173,750.0000000000001,0.0594664980455995,264619.3558402098,1,352.8258077869464
thickness_grids_L3000mm.csv,12,3.0,270.9337505873082,7.526363810609672,43,97,1.4697171717171718,1.5656669727578818,0.0959498010407101,20.358166603657818,8.363218824484337,20.358166603657818,98.66808945180948,1666.0622593899384,1666.0622593899384,2776.770432316564,750.0,0.0592223303155181,270933.7505873082,1,361.2450007830776
thickness_grids_L3000mm.csv,13,3.0,271.813185294949,7.283213091495879,43,98,1.484858585858586,1.580808386899296,0.0959498010407101,20.779797760270466,8.289343393826414,20.779797760270466,98.29120743113717,1670.8331405709762,1670.8331405709762,2784.721900951627,750.0000000000001,0.0588276621072694,271813.185294949,1,362.4175803932653
thickness_grids_L3000mm.csv,14,3.0,272.6875797098945,7.051649385770807,43,99,1.5,1.59594980104071,0.0959498010407101,21.205750411731103,8.216457250954678,21.205750411731103,97.91967552647478,1675.5696073289907,1675.5696073289907,2792.6160122149845,749.9999999999999,0.0584396345566136,272687.57970989455,1,363.5834396131927
thickness_grids_L3000mm.csv,15,3.0,279.04720873551673,6.9306454025688335,44,97,1.4697171717171718,1.5700875420875422,0.1003703703703703,20.358166603657818,8.537414008058564,20.358166603657818,96.35766321715283,1654.9301361061298,1654.9301361061298,2758.2168935102163,750.0,0.0582246108853101,279047.20873551676,1,372.062944980689
thickness_grids_L3000mm.csv,16,3.0,279.94446812199567,6.706325222792918,44,98,1.484858585858586,1.5852289562289563,0.1003703703703703,20.779797760270466,8.462130772416218,20.779797760270466,95.99107251015252,1659.7211076187782,1659.7211076187782,2766.201846031297,750.0,0.0578356641182156,279944.4681219957,1,373.2592908293276
